host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,,
0,3,2,1,1,1,1,3,1,1125,10,10,10,10,10,10,1,1,,
0,4,2,5,1,1,1,8,1,1125,10,10,10,10,10,10,1,1,,
0,36,2,1,1,1,1,3,1,11,5,5,5,5,5,5,1,1,,
1,1,1,8,2,2,3,9,5,90,10,10,10,10,10,10,1,2,,
0,3,1,16,5,5,1,3,1,30,10,10,10,10,10,10,0,11,,
0,1,1,4,1,1,3,11,3,1125,5,5,5,5,5,5,1,1,,
0,25,2,1,1,1,1,3,1,1125,5,5,5,5,5,5,1,1,,
0,3,2,1,1,1,1,2,2,1125,10,10,10,10,10,9,1,7,,
0,3,2,3,1,2,2,12,1,28,5,5,5,5,5,5,1,5,,
0,3,2,2,1,1,2,3,10,365,8,8,9,9,9,9,0,2,,
0,3,2,3,1,1,1,2,1,28,5,5,5,5,5,5,0,5,,
0,3,2,3,1,1,0,9,1,28,5,5,5,5,5,5,0,5,,
0,2,1,2,1,2,2,5,1,1125,5,5,5,5,5,5,1,1,,
0,2,1,2,1,1,1,6,1,1125,9,9,10,10,10,9,1,4,,
0,2,1,5,1,2,2,10,1,1125,10,10,10,10,10,10,1,4,,
0,20,4,1,1,1,1,1,15,20,5,5,5,5,5,5,1,1,,
0,3,1,4,1,2,3,3,2,160,9,9,10,10,10,10,1,3,,
0,5,4,1,1,1,1,1,1,1125,5,5,5,5,5,5,1,1,,
0,5,2,2,1,1,1,3,1,15,5,5,5,5,5,5,0,1,,
0,20,2,2,1,1,2,5,3,30,5,5,5,5,5,5,1,1,,
1,1,1,6,2,3,4,9,2,60,10,10,10,10,10,9,1,13,,
0,1,1,6,2,2,2,8,2,30,10,9,10,10,10,9,0,8,,
0,8,2,2,1,1,1,2,1,1125,5,5,5,5,5,5,1,1,,
0,3,2,3,1,1,0,12,1,28,6,6,6,6,6,6,1,5,,
0,10,1,2,1,1,1,3,3,1125,5,5,5,5,5,5,1,1,,
0,2,2,1,1,1,1,3,1,30,5,5,5,5,5,5,1,1,,
0,2,1,4,1,2,3,7,2,90,5,5,5,5,5,5,0,3,,
0,5,1,5,1,2,2,7,1,10,5,5,5,5,5,5,0,1,,
0,2,1,3,1,1,2,7,1,1125,6,7,10,8,10,6,1,4,,
0,1,2,2,1,1,1,2,1,1125,5,5,5,5,5,5,1,1,,
0,2,2,1,1,1,1,2,1,1125,5,5,5,5,5,5,0,1,,
0,12,1,8,2,3,3,6,4,30,9,8,9,9,9,9,0,1,,
1,6,2,2,2,2,4,1,5,90,10,9,10,10,10,10,0,2,,
0,4,2,2,2,1,1,2,30,1125,10,9,10,10,10,10,0,4,,
0,2,1,4,1,1,0,3,3,1125,10,10,10,10,10,10,0,1,,
0,8,2,4,1,2,2,6,1,30,10,10,10,10,9,10,1,2,,
0,8,2,1,1,1,1,1,1,1125,5,5,5,5,5,5,0,1,,
0,1,3,2,1,1,1,42,3,31,5,5,5,5,5,5,1,10,,
0,6,2,2,1,1,1,1,1,1125,5,5,5,5,5,5,1,1,,
0,3,2,2,1,1,1,2,5,300,8,6,10,8,10,10,1,67,,
0,1,1,5,2,2,3,4,30,1125,10,10,10,10,9,10,0,5,,
1,1,1,4,1,1,2,13,1,1125,10,9,10,10,10,9,1,1,,
0,1,1,5,1,2,3,2,3,100,10,9,10,10,10,9,0,1,,
0,4,2,2,1,1,1,1,1,1125,7,7,8,7,7,7,0,1,,
0,10,1,2,1,1,1,5,1,1125,10,10,10,10,10,10,0,9,,
0,1,2,2,1,1,1,4,1,30,5,5,5,5,5,5,1,1,,
0,1,2,2,8,10,10,2,1,1125,9,9,9,10,9,9,1,3,,
0,6,2,1,1,1,1,3,1,3,5,5,5,5,5,5,1,1,,
0,5,2,2,1,1,1,1,1,5,5,5,5,5,5,5,0,2,,
0,1,1,10,3,4,6,10,1,1125,10,9,10,10,10,9,1,1,,
0,18,2,2,1,1,1,2,1,1125,5,5,5,5,5,5,1,1,,
0,1,2,2,1,1,1,2,3,600,9,9,9,10,9,9,0,3,,
0,3,3,2,1,1,1,4,2,1125,8,10,9,9,10,10,1,11,,
0,3,3,2,1,1,1,4,2,1125,5,5,5,5,5,5,1,11,,
0,3,3,2,1,1,1,4,2,1125,5,5,5,5,5,5,1,11,,
0,2,2,2,1,1,2,3,1,90,10,10,10,10,10,10,0,19,,
0,3,2,2,1,1,2,7,1,1125,5,5,5,5,5,5,0,4,,
1,2,1,3,1,1,2,6,6,180,10,10,10,10,10,10,1,1,,
0,11,4,2,1,1,1,5,1,1125,5,5,5,5,5,5,0,1,,
0,4,1,2,1,2,1,3,180,360,5,5,5,5,5,5,1,1,,
0,2,2,2,1,1,1,3,1,1125,5,5,5,5,5,5,0,1,,
0,1,1,5,2,2,2,8,2,30,10,10,10,10,10,10,0,8,,
0,1,1,12,4,4,0,18,3,15,9,9,10,10,9,9,0,8,,
0,1,1,4,1,1,1,4,2,100,10,10,10,10,10,10,0,1,,
1,1,2,3,1,1,1,9,1,1125,10,10,10,10,9,10,1,10,,
0,2,2,1,1,1,1,1,5,500,5,5,5,5,5,5,1,1,,
0,2,3,2,1,1,1,11,1,1125,9,10,9,9,10,9,1,3,,
0,9,2,1,1,1,2,1,1,7,5,5,5,5,5,5,0,1,,
0,2,1,3,1,1,2,3,1,1125,5,5,5,5,5,5,0,1,,
0,7,2,1,1,1,1,4,1,1125,5,5,5,5,5,5,1,1,,
0,11,1,4,1,2,2,6,2,1125,10,10,10,10,9,10,0,1,,
0,3,2,8,3,3,1,19,2,28,5,5,5,5,5,5,1,4,,
1,4,2,6,2,2,2,2,1,208,10,10,10,10,10,10,1,2,,
0,2,2,1,1,1,1,1,1,1125,5,5,5,5,5,5,0,1,,
0,5,2,2,1,1,1,3,1,1125,5,5,5,5,5,5,0,1,,
0,1,1,6,1,2,3,7,2,90,10,9,10,10,10,9,0,2,,
0,1,1,5,1,2,2,5,5,365,9,9,10,10,10,9,0,1,,
0,7,2,1,1,1,1,5,1,1125,5,5,5,5,5,5,0,1,,
0,4,2,2,1,1,1,1,1,1125,5,5,5,5,5,5,0,1,,
0,3,1,4,1,1,2,17,5,1125,5,5,5,5,5,5,1,1,,
0,9,1,2,1,1,1,4,2,1125,10,10,10,10,10,10,0,1,,
0,1,2,3,1,1,2,10,3,1125,5,5,5,5,5,5,1,4,,
0,37,2,4,1,1,6,5,10,15,5,5,5,5,5,5,1,1,,
0,4,2,1,1,1,1,1,1,1125,5,5,5,5,5,5,0,1,,
0,1,2,3,1,1,2,5,1,30,5,5,5,5,5,5,0,16,,
0,2,2,3,1,1,3,4,1,1125,5,5,5,5,5,5,1,2,,
0,4,2,2,1,1,2,5,1,1125,10,10,10,10,10,10,1,1,,
0,2,2,2,1,1,2,4,1,1125,8,10,6,8,8,8,0,19,,
0,18,2,2,1,1,1,2,1,1125,9,9,10,10,9,10,0,1,,
0,2,1,4,1,1,2,11,3,1125,5,5,5,5,5,5,1,4,,
0,2,1,5,2,2,4,44,3,1125,8,10,8,10,10,10,1,4,,
0,2,1,7,2.5,3,0,54,4,1125,5,5,5,5,5,5,1,4,,
0,2,2,2,1,1,1,2,1,1125,10,10,9,10,10,10,0,2,,
0,1,1,2,1,2,2,7,3,7,10,9,10,9,10,10,0,2,,
0,2,1,1,1,1,1,1,1,30,5,5,5,5,5,5,0,1,,
0,12,4,1,1,1,1,2,1,6,5,5,5,5,5,5,0,1,,
0,1,1,3,1,1,1,3,30,1125,10,10,10,10,9,9,0,5,,
0,15,1,1,1,1,1,5,1,7,5,5,5,5,5,5,0,1,,
0,1,1,1,1,2,2,5,15,15,5,5,5,5,5,5,0,2,,
0,17,2,1,1,1,1,1,1,100,5,5,5,5,5,5,1,2,,
0,1,1,2,1,1,1,5,4,14,10,10,10,10,10,10,0,1,,
0,8,2,2,1,1,4,3,1,1125,5,5,5,5,5,5,0,1,,
0,3,2,8,2,2,6,4,1,1125,5,5,5,5,5,5,1,4,,
1,9,1,5,2,3,3,4,3,30,10,10,10,10,10,10,0,1,,
1,3,2,4,1,1,1,4,1,1125,10,9,10,10,10,9,1,5,,
0,4,1,4,1,1,1,8,2,1125,5,5,5,5,5,5,1,1,,
0,22,1,14,4,5,9,29,2,15,10,10,10,10,9,9,0,1,,
0,3,3,2,1,1,1,2,1,500,9,9,10,10,10,9,1,67,,
0,3,3,2,1,1,1,2,1,90,10,9,10,9,10,10,1,67,,
0,3,3,1,1,1,1,3,1,500,9,9,10,9,9,9,1,67,,
0,3,3,2,1,1,1,2,1,50,9,9,10,10,10,9,1,67,,
0,3,3,1,1,1,1,1,1,50,9,9,10,10,10,9,1,67,,
0,18,2,2,1,1,2,2,1,1125,10,9,10,10,10,10,1,2,,
0,2,2,8,3,3,5,12,1,90,9,9,10,10,10,10,0,6,,
1,15,1,4,1,1,3,4,1,1125,10,10,9,10,10,10,0,8,,
1,1,1,7,1,2,4,18,3,1125,9,9,10,10,10,9,1,8,,
1,7,1,2,1,1,1,3,1,1125,10,10,10,9,9,8,1,3,,
0,18,2,4,1,3,4,2,90,1125,5,5,5,5,5,5,1,1,,
0,15,2,2,2,1,1,4,1,14,5,5,5,5,5,5,1,1,,
0,4,1,3,1,1,0,2,5,30,5,5,5,5,5,5,0,1,,
0,3,2,2,1,1,1,4,3,10,5,5,5,5,5,5,0,1,,
0,14,2,1,1,1,1,1,1,365,10,10,10,10,10,10,0,2,,
0,5,2,2,1,1,1,3,1,1125,5,5,5,5,5,5,0,1,,
0,3,1,6,2,2,3,9,3,1125,10,10,10,10,9,9,0,6,,
0,3,1,2,1,1,0,4,14,1125,9,10,9,10,9,9,1,6,,
0,8,2,2,1,1,1,21,1,1125,5,5,5,5,5,5,0,1,,
0,4,2,2,1,1,1,1,1,1125,5,5,5,5,5,5,0,1,,
0,3,3,8,4,4,6,5,2,30,9,8,9,5,10,9,0,5,,
0,2,2,1,1,1,1,2,1,1125,5,5,5,5,5,5,0,1,,
0,4,2,2,2,1,1,3,30,90,5,5,5,5,5,5,1,1,,
0,6,2,2,1,1,2,1,1,1125,5,5,5,5,5,5,0,1,,
0,7,2,2,2,1,1,2,1,7,10,10,10,9,10,10,0,2,,
0,12,2,1,1,1,1,3,2,7,5,5,5,5,5,5,0,1,,
0,2,2,2,1,1,1,2,1,3,5,5,5,5,5,5,0,1,,
0,12,2,3,1,1,1,13,1,1125,5,5,5,5,5,5,1,1,,
0,25,1,2,1,1,2,3,7,365,5,5,5,5,5,5,0,1,,
0,11,1,4,2,2,5,97,2,1125,5,5,5,5,5,5,1,6,,
1,4,2,2,1,1,1,2,4,1120,10,9,10,10,10,10,1,2,,
0,4,2,1,1,1,1,1,1,30,5,5,5,5,5,5,0,1,,
1,10,1,3,1,1,1,5,1,1125,9,9,10,9,9,9,1,8,,
0,4,2,1,1,1,1,2,5,1125,5,5,5,5,5,5,1,1,,
0,18,2,2,1,1,1,1,1,30,5,5,5,5,5,5,1,1,,
0,14,2,2,1,1,1,1,1,1125,5,5,5,5,5,5,0,1,,
0,17,4,2,1,1,2,3,1,1125,5,5,5,5,5,5,1,1,,
0,4,1,2,2,1,1,8,30,1125,5,5,5,5,5,5,0,1,,
0,14,2,1,1,1,1,1,1,365,9,8,10,9,7,8,1,2,,
0,2,2,1,1,1,1,2,1,7,5,5,5,5,5,5,1,1,,
1,17,1,2,2,1,1,5,3,1125,10,10,10,10,10,10,0,5,,
0,1,1,6,1,2,2,4,1,1125,9,9,10,10,10,9,1,4,,
0,20,2,1,1,1,1,3,1,90,5,5,5,5,5,5,1,1,,
0,4,2,2,1,1,2,1,2,6,5,5,5,5,5,5,1,1,,
0,3,3,4,1,1,4,4,1,1125,10,9,9,10,10,9,1,1,,
0,12,1,4,1,1,3,4,1,1125,9,7,10,10,10,10,1,2,,
0,12,1,3,1,1,2,3,1,1125,9,7,8,9,9,8,0,2,,
0,5,1,2,1,1,1,2,3,365,9,9,10,10,10,9,1,5,,
0,2,1,5,2,2,3,3,4,1125,9,9,10,10,9,9,1,2,,
0,1,2,1,1,1,1,1,5,1125,5,5,5,5,5,5,1,1,,
0,3,2,6,2,2,4,4,1,180,9,8,10,10,10,8,1,4,,
0,26,4,2,1,1,1,4,2,1125,5,5,5,5,5,5,1,2,,
0,26,2,1,1,1,1,3,2,1125,5,5,5,5,5,5,1,2,,
0,5,1,2,1,1,1,2,2,365,10,9,10,10,10,10,1,5,,
0,11,1,3,1,2,3,10,2,1125,10,10,10,10,10,10,1,2,,
0,5,1,2,1,1,1,2,3,300,9,9,10,10,10,9,1,5,,
0,5,2,2,1,1,1,2,3,365,9,9,10,9,10,9,1,5,,
0,5,1,2,1,1,1,3,2,365,9,9,9,9,10,9,1,5,,
0,16,2,3,1,1,1,3,2,41,10,10,10,9,8,10,1,8,,
0,16,2,2,1,1,1,8,1,21,5,5,5,5,5,5,1,1,,
0,3,1,8,2,2,6,6,3,1125,8,9,9,10,10,10,0,5,,
1,3,2,5,1,1,3,5,1,90,9,9,10,10,10,9,1,5,,
0,8,2,1,1,1,1,8,1,10,5,5,5,5,5,5,0,1,,
0,4,2,1,1,1,1,2,2,30,9,10,10,10,10,10,0,2,,
0,1,2,2,2,2,2,5,1,1125,10,8,6,8,10,8,1,1,,
0,1,1,2,1,1,0,2,2,1125,9,8,9,10,10,9,0,1,,
0,3,1,6,1,1,2,3,3,1125,5,5,5,5,5,5,0,1,,
0,3,2,2,1,1,1,6,1,1125,5,5,5,5,5,5,1,1,,
0,2,2,4,2,2,3,7,3,1125,4,6,10,8,10,8,0,3,,
0,2,2,2,2,5,5,3,3,1125,5,5,5,5,5,5,0,3,,
1,6,1,3,2,2,2,4,3,480,10,9,10,10,10,10,0,1,,
0,18,2,2,1,1,2,3,1,30,5,5,5,5,5,5,0,1,,
0,3,3,2,1,1,1,5,1,1125,10,9,10,10,8,10,1,6,,
0,1,1,5,1,3,3,7,3,1125,10,10,10,10,10,10,0,2,,
0,1,2,2,1,1,1,2,1,365,9,9,10,9,10,9,1,8,,
0,5,1,4,1,1,1,5,7,1125,5,5,5,5,5,5,1,1,,
0,1,2,2,1,1,1,2,1,521,9,9,10,9,9,9,1,8,,
0,1,2,3,1,1,3,2,1,1000,6,8,10,10,10,6,1,8,,
0,1,2,2,1,1,1,2,1,1000,9,9,9,9,10,9,1,8,,
0,1,2,2,1,1,1,2,1,1000,9,10,10,10,10,9,1,8,,
0,1,2,2,1,1,2,2,1,1000,10,9,10,10,10,9,1,8,,
0,1,2,2,1,1,2,2,1,300,10,9,10,10,10,10,1,8,,
0,1,2,3,1,1,3,2,1,1000,5,5,5,5,5,5,1,8,,
0,10,2,2,1,1,1,2,1,7,5,5,5,5,5,5,0,1,,
1,3,1,4,1,2,4,2,3,999,10,9,10,10,10,10,1,7,,
0,2,2,1,1,1,1,2,2,1125,4,6,10,10,10,8,1,10,,
0,1,2,2,1,1,1,2,2,1125,9,8,9,10,9,8,1,10,,
0,1,2,2,1,1,2,2,2,1125,10,8,9,10,9,9,1,10,,
0,1,2,2,1,1,1,2,2,1125,9,10,10,9,9,9,1,10,,
0,2,2,2,1,1,2,2,2,1125,9,8,9,9,9,8,1,10,,
0,2,2,2,1,1,1,2,2,1125,10,9,10,10,10,10,1,10,,
0,1,1,5,1,2,4,3,5,365,10,10,10,10,10,10,0,9,,
0,1,1,2,1,1,1,6,1,1125,9,9,10,10,9,9,1,3,,
0,2,1,4,1,1,2,5,30,1125,5,5,5,5,5,5,0,1,,
0,5,2,2,1,1,1,3,1,7,5,5,5,5,5,5,1,1,,
0,3,3,3,1,1,3,5,2,1125,5,5,5,5,5,5,1,11,,
0,3,3,3,1,1,3,5,2,1125,5,5,5,5,5,5,1,11,,
0,3,3,4,1,1,3,6,2,1125,5,5,5,5,5,5,1,11,,
0,3,3,4,1,1,3,6,2,1125,8,8,10,10,10,8,1,11,,
0,3,2,3,1,1,2,2,2,1125,8,7,9,9,10,8,1,9,,
0,1,2,2,3,2,1,5,2,1125,5,5,5,5,5,5,1,1,,
0,4,2,2,1,1,1,2,30,30,5,5,5,5,5,5,1,1,,
0,2,1,2,1,1,2,3,3,1125,10,6,10,10,9,8,0,1,,
0,5,2,2,1,2,2,4,3,1125,5,5,5,5,5,5,0,1,,
0,1,1,5,1,2,2,5,1,200,5,5,5,5,5,5,0,1,,
1,24,1,8,3.5,4,5,16,14,30,5,5,5,5,5,5,1,1,,
0,3,2,2,1,1,1,2,1,999999,9,9,10,10,10,10,0,4,,
0,2,1,2,1,1,1,3,2,1125,5,5,5,5,5,5,1,1,,
0,1,1,3,1,2,2,4,3,1125,10,10,10,10,10,10,0,1,,
0,6,2,1,1,9,1,1,1,1125,5,5,5,5,5,5,1,1,,
0,22,2,4,1,1,4,1,2,1125,5,5,5,5,5,5,1,1,,
0,9,2,2,1,1,2,2,2,1125,5,5,5,5,5,5,1,1,,
0,2,2,1,1,1,1,1,1,1125,10,8,10,10,10,8,0,1,,
0,30,1,3,2,1,1,5,1,1125,10,10,6,10,6,8,1,1,,
0,11,2,2,1,1,1,2,1,3,5,5,5,5,5,5,0,1,,
0,6,2,2,2,1,2,5,3,7,5,5,5,5,5,5,0,1,,
0,2,2,2,2,1,2,1,1,7,5,5,5,5,5,5,0,1,,
1,15,3,2,1,1,1,3,1,1125,10,6,10,10,10,10,0,8,,
0,1,2,1,1,1,1,2,2,60,10,10,6,6,10,10,0,1,,
0,7,1,2,1,1,1,5,1,2,5,5,5,5,5,5,1,1,,
0,6,2,1,1,1,0,1,1,5,5,5,5,5,5,5,1,1,,
0,8,2,1,1,1,1,1,1,1125,9,8,10,10,10,9,0,3,,
0,1,2,2,1,1,1,2,1,30,6,10,8,8,7,7,1,16,,
0,1,1,4,1,1,2,13,1,1125,10,10,10,10,9,10,1,2,,
0,17,1,4,1,3,3,5,8,1125,9,8,9,9,8,9,1,1,,
1,1,1,4,1,2,7,5,4,1125,9,9,10,10,9,9,0,2,,
0,25,2,4,1,1,1,5,1,30,10,8,9,10,10,10,0,1,,
1,1,1,4,1,1,1,5,2,1125,10,10,10,10,10,10,0,11,,
0,32,1,1,1,1,1,1,1,30,5,5,5,5,5,5,0,2,,
0,2,1,2,1,1,1,2,180,1125,2,2,2,2,2,2,0,2,,
0,2,1,2,1,1,1,4,1,1125,2,10,8,8,2,8,1,8,,
0,5,2,1,1,1,1,4,1,31,5,5,5,5,5,5,1,1,,
0,3,3,2,1,1,3,2,1,1125,9,9,10,10,10,9,1,4,,
0,5,2,2,1,1,1,2,2,1125,10,7,10,10,9,10,0,1,,
1,1,2,2,1,1,1,16,1,1125,10,10,10,10,10,10,0,10,,
0,2,1,2,1,1,1,5,4,60,5,5,5,5,5,5,1,1,,
0,3,2,2,1,1,1,3,1,31,5,5,5,5,5,5,1,5,,
0,3,2,2,1,1,2,3,1,31,5,5,5,5,5,5,1,5,,
0,3,2,2,1,1,2,4,1,31,5,5,5,5,5,5,1,5,,
0,3,1,4,1,1,2,3,4,1125,10,9,10,10,10,10,1,2,,
1,1,2,2,1,1,1,10,1,1125,10,10,10,10,10,10,0,10,,
0,5,2,2,1,1,1,3,1,1125,10,10,10,10,10,10,1,1,,
0,5,2,2,1,1,1,2,1,1125,5,5,5,5,5,5,1,1,,
0,8,4,4,1,1,2,3,1,471000,5,5,5,5,5,5,0,1,,
0,12,4,1,1,1,1,2,1,3,5,5,5,5,5,5,1,1,,
1,10,1,3,1,1,1,5,1,1125,9,9,9,10,9,9,1,8,,
0,3,2,3,1,1,2,2,1,200,9,9,9,9,10,9,1,2,,
0,2,2,2,1,1,1,2,1,1125,4,10,8,6,4,6,0,1,,
0,3,2,2,1,1,1,20,1,1125,5,5,5,5,5,5,1,6,,
0,7,2,1,1,1,2,1,1,1125,5,5,5,5,5,5,0,1,,
0,7,2,1,1,1,1,3,2,30,5,5,5,5,5,5,1,1,,
0,3,2,16,6,9,16,96,20,30,5,5,5,5,5,5,1,6,,
0,3,2,2,1,1,2,96,15,30,5,5,5,5,5,5,1,6,,
0,3,2,3,1,1,3,29,1,1125,5,5,5,5,5,5,1,6,,
0,3,1,4,1,1,3,9,4,1125,10,6,10,10,10,9,0,5,,
0,1,2,3,1,1,2,5,1,1125,5,5,5,5,5,5,1,2,,
0,3,1,4,1,1,3,8,4,1125,5,5,5,5,5,5,0,5,,
0,5,2,1,1,1,1,2,1,1125,5,5,5,5,5,5,1,2,,
0,4,1,2,1,1,1,4,2,8,9,8,10,10,10,6,0,1,,
0,2,2,1,1,1,1,3,1,1125,10,10,10,10,10,10,0,1,,
0,3,2,3,1,1,2,5,1,100,10,10,10,10,10,10,0,1,,
0,3,2,2,1,1,2,1,1,1125,5,3,5,5,5,3,1,2,,
0,3,1,5,1,2,3,5,3,30,9,8,9,9,9,8,0,3,,
1,7,1,4,1,1,1,2,28,1125,10,10,10,10,10,10,1,1,,
0,3,1,3,1,1,3,2,1,1125,9,9,9,9,9,9,1,9,,
1,2,1,4,1,2,3,7,14,360,8,6,10,10,10,10,0,9,,
0,2,2,2,1,1,1,4,2,60,5,5,5,5,5,5,1,1,,
0,1,2,5,2,2,3,8,1,365,10,10,10,10,9,9,0,11,,
0,1,2,2,1,1,1,5,1,30,9,10,9,10,10,10,0,11,,
0,4,2,2,1,1,1,2,3,30,5,5,5,5,5,5,1,1,,
0,1,2,1,1,2,1,2,15,120,10,9,10,10,10,9,0,1,,
1,2,2,2,1,1,1,2,2,1125,10,10,10,10,9,10,1,4,,
0,1,2,2,1,1,2,4,2,1125,10,9,10,10,9,9,1,5,,
0,10,2,1,2,1,1,2,3,180,5,5,5,5,5,5,1,1,,
0,1,1,2,1,1,1,7,1,1125,9,10,10,10,10,10,1,2,,
0,1,2,3,1,1,2,5,1,1125,10,9,10,10,10,9,0,11,,
0,1,1,4,1,1,3,3,2,1125,10,9,10,10,10,9,1,1,,
0,3,2,4,2,2,2,2,1,30,10,10,10,10,10,10,1,3,,
0,3,2,2,1,1,1,5,1,1125,9,10,10,10,10,9,1,1,,
0,3,1,5,1,1,5,6,1,1125,9,10,10,10,9,9,1,1,,
0,6,2,2,1,1,0,3,2,1125,10,9,10,10,10,10,0,1,,
0,17,4,1,0,1,1,2,3,14,5,5,5,5,5,5,0,1,,
0,9,2,1,1,1,1,53,2,6,5,5,5,5,5,5,1,1,,
0,1,1,2,1,1,1,6,1,4,10,10,10,10,10,10,0,1,,
0,2,2,2,1,2,2,1,1,1125,5,5,5,5,5,5,1,1,,
0,2,2,3,1,3,3,1,2,1125,10,8,10,10,10,9,0,2,,
0,5,2,2,1,1,1,1,1,7,5,5,5,5,5,5,1,1,,
0,2,2,2,2,1,2,2,5,1125,5,5,5,5,5,5,0,1,,
0,5,2,1,1,1,1,2,1,1125,5,5,5,5,5,5,1,2,,
1,1,1,2,1,2,1,3,2,1125,10,10,10,10,10,10,0,1,,
0,7,1,2,1,1,1,3,4,365,10,8,8,8,10,8,0,1,,
0,3,2,2,1,1,1,7,1,31,5,5,5,5,5,5,1,5,,
0,4,1,4,1,2,3,4,2,1125,9,10,10,10,10,10,1,1,,
0,5,2,2,1,1,1,1,3,1125,5,5,5,5,5,5,0,1,,
0,3,2,2,1,1,1,4,1,1125,5,5,5,5,5,5,1,5,,
0,3,2,1,1,1,1,6,1,1125,5,5,5,5,5,5,1,5,,
0,3,2,2,1,1,2,3,1,1125,10,10,5,10,5,5,1,5,,
0,17,2,1,1,1,1,3,3,1125,5,5,5,5,5,5,0,1,,
0,1,2,2,1,1,1,2,2,1125,10,10,10,10,6,10,0,1,,
0,28,1,12,3,4,4,20,1,1125,9,8,10,10,9,9,1,1,,
0,4,2,1,1,1,1,2,3,15,10,10,10,10,10,10,1,1,,
1,3,1,4,1,1,2,11,3,1125,9,10,9,10,9,9,0,8,,
0,2,1,4,1,1,2,8,2,60,10,10,10,10,10,10,0,1,,
0,3,2,5,2,1,5,7,1,30,7,8,9,8,9,8,1,7,,
1,23,1,6,1,2,4,10,1,30,10,10,10,10,9,9,1,2,,
0,3,2,16,13.5,9,15,7,2,90,5,5,5,5,5,5,0,5,,
0,9,2,3,2,2,2,2,2,1125,5,5,5,5,5,5,1,1,,
0,2,2,1,1,1,1,2,1,7,5,5,5,5,5,5,0,1,,
0,3,2,1,1,1,1,2,1,1125,5,5,5,5,5,5,1,1,,
1,1,1,6,2,3,3,3,1,1125,10,10,10,10,10,10,0,2,,
0,4,2,1,1,1,2,1,1,31,5,5,5,5,5,5,1,1,,
0,1,1,4,1,2,2,4,3,1125,9,9,9,9,9,9,0,1,,
0,1,1,3,1,1,1,5,1,30,10,10,10,9,10,9,0,5,,
0,1,1,2,1,1,1,3,1,30,10,10,9,9,10,9,0,5,,
0,3,4,2,1,1,1,3,1,1125,5,5,5,5,5,5,0,1,,
0,2,1,8,1,3,3,3,1,90,6,5,6,6,6,6,1,1,,
0,1,2,2,1,1,2,2,1,7,6,7,8,6,7,8,1,3,,
0,5,2,1,1,1,1,1,7,7,5,5,5,5,5,5,1,1,,
0,5,1,1,1,1,1,4,1,4,5,5,5,5,5,5,1,1,,
0,21,1,4,1,2,2,6,1,1005,5,5,5,5,5,5,1,2,,
0,3,2,6,2,2,4,3,1,90,9,8,9,10,10,9,1,4,,
0,9,2,2,2,2,3,1,3,1125,10,10,9,10,10,10,1,1,,
1,4,2,2,1,1,1,4,1,1125,9,9,9,9,10,9,1,1,,
0,6,2,2,1,1,1,1,2,1125,8,8,8,10,8,8,1,1,,
0,9,2,1,2,1,1,2,1,1125,5,5,5,5,5,5,0,1,,
1,9,1,4,1,1,2,2,5,1125,10,10,10,10,10,10,0,1,,
0,2,2,1,1,2,2,9,1,7,5,5,5,5,5,5,1,1,,
0,5,1,3,1,1,3,7,2,1125,7,9,6,9,10,8,1,1,,
0,2,2,1,1,1,1,1,1,1125,6,6,6,6,6,6,0,3,,
0,2,2,3,1,2,2,1,2,5,5,5,5,5,5,5,0,1,,
1,3,1,4,1,1,1,10,2,1125,9,10,10,10,9,9,0,8,,
1,3,1,4,1,1,2,8,3,1125,9,9,9,10,9,9,0,8,,
0,30,2,2,1,1,1,4,1,30,10,10,10,10,10,10,1,1,,
0,2,1,3,1,2,2,4,250,365,9,9,9,10,8,10,0,1,,
1,1,1,4,2,2,2,7,3,40,10,10,10,10,10,10,0,2,,
0,5,2,2,1,1,1,2,1,1125,10,10,10,10,10,10,0,1,,
0,1,3,2,1,1,1,4,1,1125,10,10,10,10,10,10,1,6,,
0,3,2,2,1,1,1,2,1,1125,5,5,5,5,5,5,1,3,,
0,3,2,4,1,1,2,2,1,1125,5,5,5,5,5,5,0,3,,
0,3,2,4,1,1,3,5,1,1125,5,5,5,5,5,5,0,7,,
0,3,1,3,1,1,2,4,3,15,9,9,9,10,10,10,0,1,,
0,6,2,2,1,2,2,1,1,1125,5,5,5,5,5,5,0,1,,
0,24,2,3,1,2,2,5,2,1125,10,10,10,10,10,10,0,1,,
1,3,1,5,1,2,4,3,6,900,10,10,10,10,10,10,1,7,,
0,4,2,1,1,1,1,1,1,1125,2,2,2,2,2,2,0,2,,
0,15,2,1,1,1,0,3,1,1125,5,5,5,5,5,5,1,1,,
0,3,2,6,1,2,4,3,1,1125,5,5,5,5,5,5,0,3,,
0,1,1,2,1,1,1,4,2,120,10,9,10,10,10,10,0,1,,
0,4,1,1,1,1,2,5,1,1125,5,5,5,5,5,5,0,1,,
0,19,1,5,1,2,3,2,6,60,10,10,10,10,10,9,0,1,,
0,2,1,2,1,2,2,4,1,14,10,10,10,10,10,9,0,1,,
0,7,1,3,1,1,2,4,1,1125,5,5,5,5,5,5,1,13,,
