,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
18075,f,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$200.00,7,45,,,,,,,t,1
18076,f,Buyukcekmece,Entire home/apt,10,4 baths,4.0,5.0,"$1,250.00",7,1125,,,,,,,t,4
18077,f,Arnavutkoy,Entire home/apt,5,1 bath,2.0,2.0,"$1,000.00",2,1125,8.0,8.0,9.0,9.0,8.0,8.0,f,1
18078,f,Sisli,Private room,4,1 shared bath,,6.0,$133.00,1,1125,,,,,,,t,1
18079,f,Sisli,Private room,1,1 shared bath,1.0,1.0,$113.00,1,1125,,,,,,,t,4
18080,f,Atasehir,Entire home/apt,6,1 bath,3.0,,$310.00,2,1125,,,,,,,t,1
18081,f,Atasehir,Entire home/apt,2,1 bath,1.0,0.0,$240.00,31,1125,,,,,,,t,1
18082,f,Atasehir,Private room,1,1 shared bath,2.0,4.0,$80.00,1,90,,,,,,,t,2
18083,f,Kucukcekmece,Private room,2,1 shared bath,,1.0,$80.00,1,1125,,,,,,,t,1
18084,f,Kadikoy,Entire home/apt,1,1 bath,1.0,1.0,$285.00,30,180,10.0,10.0,10.0,10.0,10.0,10.0,f,2
18085,f,Sisli,Entire home/apt,3,1 bath,2.0,2.0,$241.00,3,100,,,,,,,t,1
18086,f,Kadikoy,Private room,1,1 shared bath,1.0,0.0,$241.00,3,90,,,,,,,t,3
18087,f,Beyoglu,Private room,2,1 shared bath,1.0,1.0,$175.00,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,t,8
18088,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$181.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,8
18089,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$181.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,8
18090,f,Buyukcekmece,Entire home/apt,10,4.5 baths,5.0,1.0,"$2,200.00",1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,1
18091,f,Beyoglu,Private room,3,1 bath,1.0,1.0,$181.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,8
18092,f,Beyoglu,Private room,2,1 private bath,1.0,0.0,$145.00,1,1125,,,,,,,t,3
18093,f,Eyup,Entire home/apt,4,1 bath,2.0,2.0,$728.00,30,1125,,,,,,,t,138
18094,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$123.00,1,1125,2.0,2.0,2.0,2.0,2.0,2.0,t,3
18095,t,Bagcilar,Entire home/apt,3,1 bath,1.0,2.0,$269.00,3,365,10.0,9.0,10.0,10.0,10.0,10.0,t,3
18096,f,Sisli,Entire home/apt,2,1 bath,,1.0,$714.00,1,1125,,,,,,,f,5
18097,f,Kartal,Private room,2,1 shared bath,1.0,2.0,$100.00,1,365,,,,,,,f,2
18098,f,Fatih,Private room,4,1 private bath,1.0,3.0,"$1,713.00",1,60,,,,,,,t,6
18099,f,Fatih,Shared room,6,2 shared baths,1.0,6.0,$72.00,1,365,10.0,10.0,10.0,10.0,10.0,10.0,t,9
18100,f,Sile,Private room,3,1 private bath,1.0,2.0,$300.00,1,30,10.0,10.0,10.0,10.0,10.0,10.0,t,1
18101,f,Beyoglu,Entire home/apt,4,1 bath,1.0,2.0,$215.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,2
18102,f,Sile,Entire home/apt,10,2 baths,,,$600.00,1,30,,,,,,,t,3
18103,f,Kadikoy,Private room,2,1 shared bath,1.0,1.0,$80.00,30,112,,,,,,,t,1
18104,f,Esenyurt,Entire home/apt,2,1 bath,1.0,,$200.00,60,1125,,,,,,,t,1
18105,f,Bagcilar,Entire home/apt,5,1 bath,2.0,2.0,$815.00,1,1125,,,,,,,t,1
18106,f,Sisli,Entire home/apt,7,1 bath,2.0,4.0,$530.00,2,1125,,,,,,,t,5
18107,f,Sisli,Entire home/apt,5,1 bath,2.0,4.0,$411.00,2,1125,8.0,10.0,10.0,10.0,9.0,8.0,t,5
18108,f,Sisli,Entire home/apt,5,1 bath,2.0,3.0,$413.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,5
18109,f,Fatih,Private room,4,1 shared bath,1.0,3.0,"$1,713.00",1,1125,,,,,,,t,6
18110,t,Beyoglu,Entire home/apt,4,1 bath,2.0,2.0,$282.00,1,365,10.0,10.0,10.0,10.0,10.0,10.0,f,1
18111,f,Fatih,Private room,4,1 private bath,1.0,3.0,"$1,618.00",1,1125,,,,,,,t,6
18112,f,Eyup,Private room,2,1 bath,1.0,,"$1,287.00",1,1125,,,,,,,t,5
18113,f,Eyup,Private room,3,1 bath,1.0,,"$1,301.00",1,1125,,,,,,,t,5
18114,f,Eyup,Private room,2,1 bath,1.0,,"$1,397.00",1,1125,,,,,,,t,5
18115,f,Eyup,Private room,4,1 bath,1.0,,"$1,590.00",1,1125,,,,,,,t,5
18116,f,Eyup,Private room,4,1 bath,1.0,,"$2,621.00",1,1125,,,,,,,t,5
18117,f,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$222.00,1,100,9.0,9.0,10.0,10.0,10.0,10.0,t,3
18118,t,Beyoglu,Entire home/apt,3,1 bath,,2.0,$234.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,7
18119,f,Esenyurt,Entire home/apt,2,1 bath,1.0,2.0,$399.00,3,1125,,,,,,,t,3
18120,f,Beyoglu,Entire home/apt,4,1 bath,2.0,3.0,$200.00,1,1125,9.0,10.0,10.0,10.0,10.0,10.0,t,14
18121,f,Sisli,Entire home/apt,4,1 bath,1.0,2.0,$139.00,2,1125,2.0,2.0,2.0,2.0,2.0,2.0,t,1
18122,f,Buyukcekmece,Entire home/apt,10,4 baths,4.0,5.0,"$1,000.00",3,1125,,,,,,,f,4
18123,f,Besiktas,Entire home/apt,3,1 bath,1.0,1.0,$220.00,1,180,10.0,10.0,10.0,10.0,9.0,10.0,t,1
18124,f,Sariyer,Entire home/apt,10,5 baths,6.0,6.0,"$2,851.00",20,1125,,,,,,,f,29
18125,f,Fatih,Private room,5,1 private bath,1.0,4.0,"$1,713.00",1,1125,,,,,,,t,6
18126,f,Kadikoy,Entire home/apt,3,1 bath,,1.0,$280.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,1
18127,f,Fatih,Private room,3,1 shared bath,1.0,2.0,"$1,427.00",1,1125,,,,,,,t,6
18128,t,Atasehir,Entire home/apt,2,1 bath,,0.0,$571.00,1,365,10.0,9.0,10.0,10.0,10.0,10.0,f,1
18129,f,Beyoglu,Private room,3,1.5 baths,1.0,2.0,$145.00,1,1125,,,,,,,t,4
18130,f,Besiktas,Private room,3,1 shared bath,2.0,4.0,$140.00,1,40,,,,,,,t,1
18131,f,Bagcilar,Entire home/apt,4,1 bath,1.0,3.0,$301.00,5,30,,,,,,,t,2
18132,f,Pendik,Private room,3,3 shared baths,2.0,2.0,$100.00,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,t,1
18133,f,Besiktas,Entire home/apt,2,1 bath,1.0,0.0,$150.00,7,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
18134,t,Bagcilar,Entire home/apt,3,1 bath,1.0,0.0,$262.00,5,365,10.0,9.0,10.0,10.0,10.0,10.0,f,3
18135,f,Fatih,Private room,4,1 private bath,1.0,3.0,"$1,713.00",1,1125,,,,,,,t,6
18136,f,Sisli,Private room,1,1 shared bath,1.0,,$100.00,3,1125,,,,,,,t,1
18137,f,Sile,Entire home/apt,10,2 baths,4.0,5.0,$621.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,1
18138,f,Uskudar,Private room,2,1 shared bath,,2.0,$98.00,1,2,,,,,,,t,1
18139,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$193.00,1,5,,,,,,,f,1
18140,f,Uskudar,Private room,2,1 shared bath,2.0,3.0,$90.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
18141,f,Besiktas,Entire home/apt,4,1 bath,2.0,3.0,$638.00,3,1125,,,,,,,t,1
18142,f,Sisli,Entire home/apt,3,1 bath,1.0,3.0,$282.00,4,1000,,,,,,,t,1
18143,f,Beyoglu,Private room,2,1.5 shared baths,,1.0,$95.00,3,1125,,,,,,,f,2
18144,f,Fatih,Private room,2,1 shared bath,1.0,4.0,$121.00,2,1125,,,,,,,t,1
18145,f,Beyoglu,Entire home/apt,2,1 bath,,1.0,$114.00,2,1125,10.0,9.0,10.0,10.0,9.0,10.0,f,1
18146,t,Beyoglu,Entire home/apt,4,1 bath,1.0,2.0,$480.00,1,28,10.0,6.0,10.0,10.0,9.0,9.0,f,3
18147,f,Kadikoy,Private room,2,1 shared bath,2.0,2.0,$100.00,1,1125,,,,,,,t,1
18148,f,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$128.00,1,1125,10.0,10.0,10.0,10.0,9.0,9.0,t,1
18149,f,Tuzla,Entire home/apt,5,1 bath,3.0,3.0,$250.00,15,120,,,,,,,f,1
18150,f,Sisli,Entire home/apt,3,1 bath,1.0,1.0,$274.00,3,1125,,,,,,,t,4
18151,f,Besiktas,Entire home/apt,3,1 bath,1.0,2.0,$120.00,26,80,10.0,10.0,10.0,10.0,10.0,10.0,f,1
18152,f,Sisli,Private room,2,1 private bath,1.0,1.0,$169.00,2,1125,,,,,,,t,4
18153,f,Basaksehir,Entire home/apt,4,1 bath,2.0,3.0,$407.00,1,1125,2.0,2.0,6.0,6.0,6.0,3.0,t,2
18154,f,Beyoglu,Entire home/apt,4,1 bath,1.0,3.0,$208.00,2,1125,10.0,9.0,10.0,10.0,9.0,10.0,t,1
18155,f,Beyoglu,Entire home/apt,2,1 bath,,1.0,$144.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,2
18156,t,Kadikoy,Entire home/apt,2,1 bath,1.0,1.0,$180.00,1,30,10.0,10.0,10.0,10.0,10.0,10.0,t,2
18157,f,Esenyurt,Entire home/apt,4,1 bath,,,$183.00,2,1125,,,,,,,t,1
18158,f,Kartal,Entire home/apt,3,1 bath,,2.0,$356.00,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,f,1
18159,t,Beyoglu,Entire home/apt,4,1 bath,1.0,2.0,$532.00,3,1125,10.0,10.0,10.0,10.0,9.0,10.0,t,13
18160,f,Besiktas,Private room,5,1 shared bath,1.0,1.0,$130.00,1,60,10.0,10.0,10.0,10.0,10.0,10.0,t,1
18161,t,Beyoglu,Entire home/apt,4,1 bath,1.0,2.0,$476.00,3,1125,,,,,,,t,13
18162,t,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$415.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,13
18163,f,Sisli,Private room,2,1 shared bath,1.0,1.0,$476.00,1,1125,,,,,,,t,1
18164,f,Fatih,Entire home/apt,11,2 baths,4.0,10.0,$900.00,2,1125,,,,,,,f,4
18165,f,Eyup,Entire home/apt,5,2 baths,4.0,5.0,$400.00,5,1125,10.0,8.0,10.0,10.0,8.0,10.0,f,1
18166,f,Beyoglu,Private room,3,1 private bath,1.0,2.0,$137.00,1,1125,,,,,,,t,14
18167,f,Besiktas,Entire home/apt,3,1 bath,1.0,1.0,$250.00,5,1125,,,,,,,t,2
18168,t,Kadikoy,Private room,2,1 private bath,1.0,1.0,$318.00,1,16,10.0,9.0,10.0,10.0,10.0,10.0,f,1
18169,f,Beyoglu,Entire home/apt,4,1.5 baths,1.0,1.0,$476.00,3,1125,,,,,,,t,17
18170,f,Besiktas,Private room,3,1 shared bath,1.0,3.0,$204.00,1,15,,,,,,,t,1
18171,f,Sisli,Private room,2,1 private bath,1.0,1.0,$137.00,2,1125,6.0,6.0,6.0,5.0,8.0,5.0,t,4
18172,f,Fatih,Private room,1,1 private bath,1.0,1.0,$381.00,1,1125,,,,,,,t,6
18173,f,Sisli,Entire home/apt,2,1 bath,1.0,1.0,$644.00,3,1125,,,,,,,t,2
18174,t,Sisli,Entire home/apt,3,1 bath,1.0,3.0,$465.00,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,22
18175,f,Beyoglu,Private room,1,4 baths,4.0,11.0,$322.00,1,1125,,,,,,,t,1
18176,t,Beyoglu,Entire home/apt,4,2 baths,1.0,1.0,$476.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,4
18177,f,Esenyurt,Entire home/apt,4,2 baths,2.0,4.0,$505.00,15,30,,,,,,,t,1
18178,f,Besiktas,Entire home/apt,4,1 bath,2.0,2.0,$561.00,1,365,,,,,,,f,3
18179,f,Kadikoy,Private room,2,1 private bath,1.0,1.0,$250.00,1,1125,,,,,,,f,1
18180,f,Sisli,Private room,3,1 shared bath,3.0,2.0,$160.00,1,1125,,,,,,,t,1
18181,f,Kadikoy,Entire home/apt,4,1 bath,2.0,2.0,$251.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,3
18182,f,Adalar,Private room,2,1 private bath,,1.0,$230.00,1,1125,,,,,,,t,1
18183,f,Fatih,Entire home/apt,2,1 bath,,2.0,$282.00,2,15,,,,,,,t,5
18184,f,Kucukcekmece,Entire home/apt,3,1 bath,1.0,2.0,$199.00,1,365,9.0,9.0,10.0,10.0,8.0,9.0,t,2
18185,f,Buyukcekmece,Private room,16,18 baths,50.0,42.0,$280.00,1,1125,,,,,,,t,1
18186,f,Atasehir,Entire home/apt,2,1 bath,1.0,,$571.00,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,f,9
18187,f,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$143.00,1,1125,9.0,9.0,9.0,10.0,10.0,9.0,t,14
18188,f,Sisli,Private room,2,1 shared bath,1.0,1.0,$450.00,1,3,,,,,,,f,1
18189,f,Besiktas,Entire home/apt,3,1 bath,2.0,1.0,$295.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
18190,f,Basaksehir,Entire home/apt,5,1 bath,2.0,5.0,$489.00,1,1125,,,,,,,t,1
18191,f,Beyoglu,Entire home/apt,4,1 bath,2.0,,$644.00,1,365,,,,,,,t,2
18192,f,Kadikoy,Private room,4,2 shared baths,2.0,4.0,$90.00,1,350,9.0,9.0,10.0,10.0,10.0,9.0,f,2
18193,f,Esenyurt,Private room,2,1.5 shared baths,1.0,1.0,$100.00,2,30,,,,,,,t,1
18194,f,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$277.00,3,365,10.0,10.0,10.0,10.0,10.0,10.0,f,6
18195,f,Atasehir,Entire home/apt,6,3 baths,3.0,5.0,"$1,417.00",3,1125,,,,,,,t,1
18196,f,Sile,Entire home/apt,4,1 bath,1.0,2.0,$150.00,1,10,,,,,,,t,1
18197,f,Sisli,Entire home/apt,2,1 bath,1.0,0.0,$200.00,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,t,4
18198,f,Beyoglu,Private room,3,1 shared bath,1.0,1.0,$143.00,1,1125,,,,,,,t,7
18199,f,Silivri,Entire home/apt,5,2 baths,3.0,4.0,$251.00,3,1125,10.0,8.0,10.0,10.0,10.0,10.0,f,1
18200,t,Beyoglu,Entire home/apt,4,2 baths,1.0,1.0,$476.00,2,1125,9.0,10.0,10.0,10.0,10.0,9.0,t,4
18201,t,Beyoglu,Entire home/apt,4,2 baths,1.0,1.0,$503.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,4
18202,t,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$381.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,4
18203,f,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$300.00,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,f,3
18204,f,Beyoglu,Private room,1,1 private bath,1.0,1.0,$189.00,1,60,,,,,,,t,4
18205,f,Beyoglu,Entire home/apt,4,1.5 baths,1.0,1.0,$476.00,3,1125,,,,,,,t,17
18206,f,Maltepe,Entire home/apt,3,1 bath,1.0,3.0,"$1,000.00",1,1125,,,,,,,t,1
18207,f,Beyoglu,Entire home/apt,4,1 bath,1.0,,$476.00,3,1125,,,,,,,t,17
18208,f,Beyoglu,Entire home/apt,4,1 bath,1.0,,$476.00,3,1125,,,,,,,t,17
18209,f,Beyoglu,Entire home/apt,16,4 baths,4.0,4.0,"$1,523.00",3,1125,,,,,,,f,17
18210,f,Beyoglu,Private room,2,1 private bath,1.0,2.0,$258.00,1,30,,,,,,,t,4
18211,f,Uskudar,Private room,2,1.5 shared baths,1.0,1.0,$80.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,1
18212,f,Kadikoy,Entire home/apt,4,1 bath,1.0,2.0,$257.00,2,90,10.0,9.0,10.0,10.0,10.0,9.0,t,2
18213,f,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$129.00,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,t,2
18214,f,Beyoglu,Private room,3,1 shared bath,1.0,2.0,$126.00,2,30,,,,,,,f,2
18215,f,Kucukcekmece,Entire home/apt,4,1 bath,2.0,2.0,"$1,059.00",1,1125,,,,,,,t,1
18216,f,Gaziosmanpasa,Entire home/apt,3,1 bath,1.0,1.0,$507.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,6
18217,t,Beyoglu,Entire home/apt,4,1 bath,1.0,2.0,$393.00,1,365,9.0,10.0,10.0,10.0,10.0,9.0,t,11
18218,t,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$383.00,1,365,10.0,10.0,10.0,10.0,10.0,10.0,t,11
18219,t,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$821.00,1,365,10.0,9.0,10.0,10.0,10.0,9.0,t,11
18220,t,Beyoglu,Entire home/apt,2,1 bath,1.0,2.0,$320.00,1,365,10.0,10.0,10.0,10.0,10.0,10.0,t,11
18221,t,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$383.00,1,365,10.0,10.0,10.0,10.0,10.0,10.0,t,11
18222,f,Eyup,Entire home/apt,4,1 bath,2.0,3.0,$407.00,1,30,,,,,,,t,1
18223,f,Beyoglu,Entire home/apt,2,1 bath,1.0,0.0,$146.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,2
18224,f,Kagithane,Private room,2,1 shared bath,1.0,1.0,$80.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
18225,f,Beyoglu,Private room,1,1 shared bath,1.0,2.0,$80.00,1,30,,,,,,,t,1
18226,f,Beyoglu,Entire home/apt,4,1 bath,1.0,4.0,$517.00,2,1125,2.0,10.0,10.0,8.0,6.0,6.0,t,1
18227,f,Kadikoy,Entire home/apt,5,1.5 baths,3.0,3.0,$411.00,3,1125,10.0,10.0,10.0,10.0,10.0,9.0,t,1
18228,f,Sisli,Private room,2,1 shared bath,1.0,0.0,$125.00,2,1125,,,,,,,t,1
18229,f,Atasehir,Private room,2,1 private bath,20.0,1.0,$174.00,1,28,9.0,10.0,10.0,10.0,9.0,10.0,t,2
18230,f,Kagithane,Entire home/apt,5,1 bath,2.0,2.0,$271.00,30,1125,,,,,,,f,18
18231,f,Sisli,Entire home/apt,2,1 bath,,1.0,$299.00,5,31,10.0,9.0,10.0,10.0,10.0,9.0,f,1
18232,f,Kadikoy,Entire home/apt,2,1 bath,1.0,2.0,$220.00,3,1125,,,,,,,t,3
18233,f,Sisli,Private room,2,1 shared bath,1.0,2.0,$100.00,1,1125,,,,,,,t,1
18234,f,Sisli,Entire home/apt,3,1 bath,1.0,1.0,$571.00,15,120,,,,,,,f,1
18235,f,Besiktas,Entire home/apt,2,1 bath,1.0,1.0,$400.00,1,365,,,,,,,f,1
18236,f,Sisli,Entire home/apt,3,1 bath,1.0,2.0,$402.00,1,30,10.0,10.0,10.0,10.0,10.0,10.0,t,14
18237,f,Sisli,Private room,1,1 shared bath,2.0,0.0,$80.00,1,30,,,,,,,f,1
18238,f,Bakirkoy,Private room,4,1.5 shared baths,1.0,4.0,$499.00,1,1125,,,,,,,t,2
18239,f,Beyoglu,Private room,2,9 shared baths,9.0,0.0,$285.00,1,1125,,,,,,,t,1
18240,f,Bakirkoy,Private room,2,1 bath,,1.0,$499.00,1,1125,,,,,,,f,2
18241,f,Gungoren,Private room,2,1 shared bath,1.0,1.0,$180.00,2,28,10.0,10.0,10.0,10.0,10.0,10.0,f,2
18242,f,Bakirkoy,Entire home/apt,2,1 bath,1.0,1.0,$160.00,1,1125,,,,,,,f,3
18243,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$113.00,4,30,10.0,10.0,10.0,10.0,10.0,10.0,f,2
18244,f,Avcilar,Private room,3,1 shared bath,1.0,4.0,$80.00,1,10,,,,,,,t,1
18245,f,Beyoglu,Entire home/apt,5,1 bath,1.0,3.0,$258.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,8
18246,f,Beyoglu,Entire home/apt,7,1 bath,2.0,5.0,$283.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,8
18247,f,Kadikoy,Private room,1,1 private bath,1.0,1.0,$120.00,30,365,,,,,,,f,1
18248,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$89.00,4,30,7.0,7.0,9.0,9.0,9.0,7.0,t,2
18249,t,Sisli,Entire home/apt,4,1 bath,1.0,1.0,$314.00,1,1125,,,,,,,t,5
18250,f,Bakirkoy,Entire home/apt,2,1 bath,1.0,1.0,$190.00,1,1125,,,,,,,f,3
18251,f,Adalar,Entire home/apt,8,3 baths,4.0,5.0,"$2,514.00",1,1125,8.0,10.0,10.0,10.0,10.0,10.0,f,1
18252,f,Kartal,Entire home/apt,3,2 baths,2.0,3.0,$130.00,15,90,,,,,,,t,2
18253,f,Kadikoy,Entire home/apt,6,1 bath,3.0,3.0,$230.00,3,1125,9.0,9.0,10.0,10.0,10.0,9.0,t,3
18254,f,Sisli,Entire home/apt,3,1 bath,1.0,1.0,$285.00,7,1111,,,,,,,t,5
18255,f,Kadikoy,Entire home/apt,6,1 bath,3.0,3.0,$250.00,3,1125,10.0,10.0,10.0,10.0,9.0,10.0,t,3
18256,f,Sisli,Entire home/apt,3,1 bath,1.0,2.0,$966.00,5,92,,,,,,,f,1
18257,f,Kadikoy,Private room,2,22.5 baths,22.0,22.0,$220.00,1,1125,,,,,,,t,2
18258,f,Bagcilar,Entire home/apt,6,2 baths,2.0,4.0,$664.00,7,365,,,,,,,t,1
18259,f,Sisli,Entire home/apt,3,1 bath,1.0,2.0,$381.00,3,1125,,,,,,,t,5
18260,f,Uskudar,Entire home/apt,2,1 bath,1.0,2.0,$200.00,1,1125,,,,,,,t,1
18261,f,Avcilar,Shared room,4,1 shared bath,1.0,2.0,$180.00,1,40,,,,,,,f,3
18262,f,Sisli,Entire home/apt,3,1 bath,2.0,2.0,$724.00,15,90,,,,,,,t,3
18263,f,Kadikoy,Private room,2,1 shared bath,1.0,2.0,$100.00,1,1125,,,,,,,t,2
18264,f,Avcilar,Private room,3,1 private bath,1.0,1.0,$180.00,1,60,7.0,9.0,9.0,9.0,9.0,9.0,t,3
18265,t,Kadikoy,Entire home/apt,3,1 bath,1.0,0.0,$180.00,1,30,10.0,10.0,10.0,10.0,10.0,10.0,f,2
18266,f,Kadikoy,Entire home/apt,4,1 bath,1.0,3.0,$200.00,3,60,,,,,,,t,1
18267,f,Pendik,Private room,2,1 shared bath,1.0,1.0,$80.00,1,2,,,,,,,f,1
18268,f,Beyoglu,Entire home/apt,4,1 bath,1.0,2.0,$350.00,1,30,8.0,8.0,10.0,10.0,10.0,10.0,f,2
18269,f,Fatih,Entire home/apt,8,3 baths,4.0,4.0,$563.00,3,1125,9.0,10.0,9.0,10.0,9.0,9.0,f,29
18270,f,Besiktas,Entire home/apt,7,2.5 baths,2.0,5.0,"$2,110.00",1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,2
18271,f,Beyoglu,Private room,2,1 private bath,1.0,,$201.00,1,1125,,,,,,,t,7
18272,f,Sisli,Entire home/apt,7,1 bath,3.0,6.0,$765.00,1,1125,,,,,,,t,2
18273,f,Bagcilar,Entire home/apt,4,1 bath,1.0,,$236.00,1,1125,,,,,,,f,4
18274,f,Kartal,Entire home/apt,2,1 bath,2.0,2.0,$481.00,30,1125,,,,,,,t,1
18275,f,Kadikoy,Entire home/apt,2,1 bath,1.0,1.0,$554.00,2,60,10.0,10.0,10.0,10.0,10.0,10.0,t,1
18276,f,Kadikoy,Private room,1,1 private bath,1.0,1.0,$80.00,1,15,,,,,,,t,1
18277,f,Sisli,Entire home/apt,3,1 bath,1.0,2.0,$394.00,2,1125,,,,,,,t,4
18278,f,Fatih,Entire home/apt,4,1.5 baths,1.0,1.0,$180.00,1,365,10.0,9.0,10.0,10.0,10.0,10.0,f,1
18279,t,Cekmekoy,Entire home/apt,8,2 baths,4.0,4.0,"$2,558.00",5,1125,,,,,,,t,19
18280,f,Sile,Entire home/apt,6,2.5 baths,3.0,5.0,$593.00,5,40,10.0,10.0,10.0,10.0,10.0,10.0,f,1
18281,f,Pendik,Private room,2,1 shared bath,1.0,1.0,$170.00,1,365,10.0,8.0,10.0,10.0,10.0,9.0,f,2
18282,t,Kadikoy,Entire home/apt,4,2 baths,2.0,4.0,$443.00,7,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,3
18283,t,Sisli,Entire home/apt,4,1 bath,1.0,1.0,$320.00,1,1125,10.0,9.0,10.0,10.0,9.0,9.0,t,5
18284,f,Esenyurt,Entire home/apt,4,2 baths,3.0,3.0,$161.00,12,365,10.0,9.0,10.0,10.0,10.0,10.0,t,8
18285,f,Kadikoy,Private room,2,1 shared bath,2.0,2.0,$80.00,1,1125,,,,,,,t,1
18286,t,Kagithane,Entire home/apt,3,1 bath,1.0,1.0,$377.00,1,1125,6.0,10.0,10.0,10.0,8.0,8.0,t,5
18287,t,Sisli,Entire home/apt,3,1 bath,1.0,1.0,$260.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,5
18288,f,Gaziosmanpasa,Entire home/apt,3,1 bath,1.0,1.0,$512.00,2,1125,,,,,,,t,6
18289,f,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$230.00,1,90,9.0,8.0,9.0,9.0,9.0,8.0,t,3
18290,f,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$280.00,2,7,,,,,,,t,1
18291,t,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$161.00,1,365,10.0,6.0,10.0,10.0,8.0,8.0,f,9
18292,f,Fatih,Private room,1,1 shared bath,1.0,,$143.00,1,7,,,,,,,t,1
18293,f,Fatih,Private room,4,2 baths,2.0,2.0,$400.00,3,1125,,,,,,,f,1
18294,f,Kucukcekmece,Private room,1,1 shared bath,1.0,0.0,$122.00,1,3,,,,,,,t,1
18295,f,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$362.00,3,15,9.0,9.0,9.0,9.0,10.0,9.0,f,1
18296,t,Sisli,Private room,2,1 shared bath,1.0,1.0,$80.00,5,1125,,,,,,,f,4
18297,f,Besiktas,Entire home/apt,3,1 bath,1.0,2.0,$476.00,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,f,1
18298,f,Sisli,Entire home/apt,4,1 bath,1.0,2.0,$277.00,3,1125,,,,,,,f,17
18299,t,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$238.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,4
18300,t,Beyoglu,Entire home/apt,3,1 bath,1.0,0.0,$305.00,1,1125,,,,,,,t,4
18301,f,Uskudar,Private room,16,8 baths,8.0,10.0,$245.00,1,1125,,,,,,,t,1
