,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
63,68,76,76,0,1,1,8,1.0,2.0,2.0,952.0,2,760,5.0,5.0,5.0,5.0,5.0,5.0,0,1
64,69,77,77,0,3,2,3,2.0,1.0,2.0,107.0,3,200,10.0,10.0,10.0,10.0,10.0,10.0,1,15
65,70,78,78,0,3,2,3,2.0,1.0,3.0,89.0,2,1125,9.0,9.0,9.0,10.0,9.0,9.0,1,15
66,72,80,80,1,1,1,6,2.0,2.0,3.0,514.0,2,60,10.0,10.0,10.0,10.0,10.0,9.0,1,13
67,73,81,81,0,2,1,2,1.0,2.0,1.0,402.0,2,365,10.0,10.0,10.0,10.0,10.0,10.0,0,1
68,74,82,82,0,2,2,2,1.0,1.0,1.0,322.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,2
69,75,83,83,0,3,2,3,2.0,1.0,3.0,89.0,2,100,9.0,9.0,10.0,10.0,9.0,9.0,1,15
70,76,84,84,0,3,1,3,1.0,3.0,3.0,476.0,7,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
71,77,85,85,0,1,1,3,1.0,1.0,2.0,266.0,3,800,9.0,10.0,10.0,10.0,10.0,9.0,0,12
72,79,87,87,0,3,4,3,2.0,1.0,3.0,80.0,2,300,9.0,9.0,9.0,9.0,9.0,9.0,1,15
73,80,88,88,0,4,1,3,1.0,1.0,2.0,362.0,3,760,9.0,9.0,9.0,9.0,9.0,9.0,0,3
74,81,89,89,0,4,1,5,1.0,2.0,3.0,619.0,3,760,9.0,8.0,9.0,9.0,9.0,9.0,0,3
75,82,90,90,0,4,1,4,1.0,1.0,2.0,428.0,3,365,9.0,9.0,9.0,8.0,9.0,8.0,0,3
76,83,91,91,0,4,1,4,1.0,3.0,2.0,806.0,4,15,5.0,5.0,5.0,5.0,5.0,5.0,1,2
77,85,93,93,0,1,1,2,1.0,1.0,1.0,714.0,7,10,5.0,5.0,5.0,5.0,5.0,5.0,0,1
78,86,94,94,1,1,1,3,1.0,2.0,2.0,544.0,6,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
79,87,95,95,1,1,1,3,1.0,2.0,2.0,544.0,6,1125,10.0,10.0,10.0,10.0,10.0,9.0,0,4
80,88,96,96,1,1,1,3,1.0,2.0,2.0,536.0,6,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
81,89,97,97,1,1,1,2,1.0,1.0,1.0,483.0,6,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
82,90,98,98,0,1,1,6,1.0,2.0,2.0,952.0,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,0,1
83,91,99,99,0,2,2,1,1.0,1.0,1.0,161.0,1,365,9.0,10.0,10.0,10.0,9.0,10.0,0,4
84,92,100,100,0,2,2,2,1.0,1.0,1.0,190.0,2,365,9.0,9.0,9.0,9.0,9.0,9.0,0,4
85,93,101,101,0,1,1,6,1.0,2.0,2.0,666.0,6,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,3
86,94,102,102,0,1,1,4,1.0,2.0,2.0,666.0,6,90,10.0,10.0,10.0,10.0,10.0,10.0,0,3
87,95,103,103,0,18,1,4,1.0,2.0,3.0,857.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
88,97,106,106,0,19,1,6,1.0,3.0,3.0,770.0,1,365,10.0,9.0,10.0,10.0,9.0,9.0,0,1
89,98,107,107,0,1,1,4,2.0,2.0,2.0,442.0,3,365,10.0,10.0,10.0,10.0,8.0,9.0,0,2
90,99,108,108,0,2,2,1,1.0,1.0,1.0,177.0,2,12,10.0,10.0,10.0,10.0,10.0,10.0,0,1
91,100,109,109,0,5,2,1,1.0,1.0,1.0,187.0,3,100,10.0,10.0,10.0,10.0,10.0,10.0,1,1
92,103,113,113,0,5,2,2,1.0,1.0,1.0,383.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
93,104,114,114,0,6,1,1,1.0,1.0,1.0,333.0,1,21,5.0,5.0,5.0,5.0,5.0,5.0,0,1
94,107,118,118,0,6,2,1,1.0,1.0,1.0,385.0,1,15,5.0,5.0,5.0,5.0,5.0,5.0,0,2
95,109,120,120,0,3,2,3,2.0,1.0,2.0,113.0,2,200,9.0,9.0,9.0,10.0,9.0,9.0,1,15
96,110,121,121,1,1,1,3,1.0,1.0,2.0,400.0,2,364,9.0,9.0,9.0,9.0,9.0,9.0,0,3
97,112,123,123,0,6,2,2,1.0,1.0,1.0,337.0,2,10,5.0,5.0,5.0,5.0,5.0,5.0,0,2
98,113,124,124,0,2,3,6,2.0,3.0,4.0,966.0,10,150,10.0,8.0,10.0,10.0,10.0,10.0,1,1
99,114,126,126,0,1,1,2,1.0,1.0,2.0,571.0,30,730,5.0,5.0,5.0,5.0,5.0,5.0,0,1
100,115,127,127,1,1,1,5,1.0,1.0,2.0,305.0,2,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,9
101,116,129,129,0,1,2,1,2.0,1.0,1.0,86.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,8
102,117,130,130,0,4,2,1,1.0,1.0,1.0,333.0,2,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
103,118,131,131,0,1,1,6,2.5,2.0,4.0,523.0,60,365,9.0,9.0,10.0,10.0,10.0,9.0,0,1
104,119,132,132,0,1,1,3,1.0,1.0,2.0,270.0,1,450,9.0,9.0,10.0,10.0,10.0,9.0,0,12
105,120,133,133,0,19,1,5,1.0,3.0,3.0,674.0,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,1
106,122,135,135,1,11,2,2,2.0,1.0,1.0,165.0,3,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,2
107,123,136,136,0,4,1,8,1.0,3.0,4.0,428.0,3,1125,9.0,7.0,9.0,9.0,10.0,9.0,0,2
108,124,137,137,0,1,1,3,1.0,1.0,2.0,235.0,2,450,9.0,8.0,9.0,9.0,10.0,9.0,0,12
109,125,138,138,0,2,2,2,1.0,1.0,1.0,448.0,3,14,10.0,10.0,10.0,10.0,10.0,10.0,0,1
110,127,140,140,0,5,1,4,1.0,2.0,3.0,201.0,3,15,5.0,5.0,5.0,5.0,5.0,5.0,0,1
111,129,142,142,0,1,2,1,2.0,1.0,1.0,143.0,2,99,7.0,8.0,9.0,8.0,9.0,8.0,1,8
112,130,144,144,0,1,1,4,1.0,1.0,2.0,619.0,2,365,9.0,9.0,9.0,10.0,9.0,9.0,1,3
113,131,145,145,0,1,1,5,2.0,2.0,4.0,818.0,3,365,9.0,9.0,9.0,10.0,10.0,9.0,0,7
114,132,146,146,0,2,2,4,1.0,1.0,4.0,381.0,2,60,10.0,8.0,10.0,10.0,10.0,8.0,1,1
115,133,147,147,0,1,1,3,1.0,2.0,2.0,190.0,5,1125,10.0,9.0,10.0,10.0,9.0,10.0,0,1
116,134,148,148,0,1,1,5,1.0,2.0,2.0,942.0,5,1125,2.0,6.0,6.0,4.0,6.0,2.0,0,7
117,135,149,149,0,2,1,4,1.0,1.0,1.0,476.0,1,1125,10.0,9.0,9.0,10.0,9.0,9.0,0,1
118,136,150,150,0,2,1,4,2.0,2.0,1.0,177.0,3,1125,9.0,8.0,9.0,9.0,10.0,9.0,1,1
119,137,151,151,0,3,2,4,2.0,1.0,6.0,113.0,2,200,9.0,8.0,9.0,10.0,9.0,9.0,1,15
120,138,152,152,0,5,2,6,1.0,3.0,3.0,326.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,2
