,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
4621,5162,5508,5508,0,1,2,2,1.0,2.0,3.0,153.0,1,120,9.0,10.0,10.0,10.0,9.0,9.0,0,1
4622,5163,5509,5509,0,11,2,2,1.0,1.0,1.0,85.0,1,35,10.0,9.0,10.0,10.0,10.0,10.0,1,2
4623,5164,5510,5510,1,1,1,7,2.0,2.0,3.0,588.0,2,1125,10.0,10.0,10.0,10.0,10.0,9.0,0,14
4624,5166,5513,5513,0,2,2,2,1.0,1.0,1.0,161.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4625,5167,5514,5514,0,1,2,2,1.0,1.0,1.0,311.0,1,1125,9.0,9.0,10.0,10.0,10.0,10.0,0,2
4626,5169,5516,5516,0,3,1,5,1.0,2.0,3.0,644.0,6,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4627,5170,5517,5517,0,1,1,4,1.0,1.0,5.0,178.0,4,90,9.0,9.0,9.0,9.0,10.0,9.0,1,1
4628,5171,5518,5518,0,1,2,2,2.0,1.0,1.0,143.0,1,1125,9.0,8.0,9.0,9.0,10.0,9.0,1,17
4629,5172,5519,5519,1,1,1,2,1.0,1.0,1.0,247.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,14
4630,5173,5520,5520,1,1,1,2,1.0,1.0,1.0,247.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,14
4631,5175,5522,5522,0,27,2,2,1.0,2.0,2.0,121.0,1,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4632,5176,5523,5523,0,4,2,2,1.0,1.0,1.0,156.0,1,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4633,5177,5524,5524,0,1,1,6,1.0,2.0,2.0,782.0,2,34,9.0,9.0,10.0,10.0,9.0,9.0,1,1
4634,5178,5525,5525,1,3,3,5,2.0,2.0,4.0,503.0,1,29,10.0,10.0,10.0,10.0,10.0,10.0,1,3
4635,5179,5526,5526,0,1,1,6,1.0,3.0,5.0,600.0,4,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
4636,5180,5527,5527,1,3,3,2,1.0,1.0,0.0,238.0,1,29,9.0,9.0,9.0,9.0,10.0,9.0,1,3
4637,5181,5529,5529,1,1,1,2,1.0,1.0,1.0,238.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
4638,5183,5531,5531,0,2,1,3,1.0,1.0,4.0,914.0,4,365,9.0,10.0,10.0,10.0,9.0,10.0,1,1
4639,5184,5532,5532,1,1,1,3,1.0,1.0,1.0,330.0,1,32,10.0,9.0,10.0,10.0,10.0,10.0,1,1
4640,5185,5533,5533,1,4,1,4,1.0,2.0,2.0,489.0,2,35,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4641,5186,5534,5534,0,1,4,2,1.0,1.0,1.0,150.0,5,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4642,5187,5536,5536,0,1,2,3,1.0,1.0,2.0,271.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,6
4643,5188,5537,5537,0,2,1,3,1.0,1.0,2.0,362.0,10,100,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4644,5189,5538,5538,0,7,1,2,1.0,1.0,1.0,236.0,1,1125,10.0,8.0,10.0,10.0,10.0,8.0,1,5
4645,5190,5539,5539,0,1,2,5,1.0,1.0,1.0,362.0,1,15,8.0,9.0,6.0,8.0,9.0,8.0,1,6
4646,5191,5540,5540,0,23,2,2,1.0,1.0,1.0,536.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,9
4647,5192,5541,5541,0,1,3,2,1.0,1.0,1.0,685.0,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,1
4648,5193,5542,5542,0,1,1,4,1.0,1.0,2.0,382.0,1,500,9.0,9.0,9.0,9.0,10.0,9.0,1,4
4649,5194,5543,5543,0,8,2,2,1.0,2.0,2.0,175.0,1,7,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4650,5195,5544,5544,0,1,1,3,1.0,1.0,2.0,238.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4651,5196,5545,5545,0,4,1,2,1.0,1.0,1.0,339.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4652,5197,5546,5546,0,6,1,2,1.0,1.0,0.0,228.0,3,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,2
4653,5199,5549,5549,0,1,1,3,1.0,1.0,2.0,428.0,2,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,1
4654,5201,5555,5555,1,2,1,4,1.0,2.0,5.0,411.0,2,365,10.0,10.0,10.0,10.0,10.0,9.0,0,14
4655,5202,5556,5556,0,4,1,5,1.0,1.0,3.0,250.0,2,10,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4656,5203,5557,5557,0,39,1,6,2.0,2.0,3.0,578.0,15,360,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4657,5204,5558,5558,1,7,1,4,1.0,2.0,3.0,500.0,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,3
4658,5205,5559,5559,0,14,1,2,1.0,1.0,1.0,200.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4659,5206,5560,5560,0,6,2,2,1.0,1.0,1.0,204.0,1,30,9.0,9.0,9.0,9.0,9.0,9.0,0,1
4660,5207,5561,5561,0,13,2,1,1.0,1.0,1.0,100.0,1,1125,4.0,2.0,8.0,8.0,8.0,4.0,1,1
4661,5209,5563,5563,0,1,1,9,2.0,3.0,6.0,435.0,1,1125,9.0,9.0,9.0,10.0,9.0,9.0,1,6
4662,5210,5564,5564,0,12,2,1,1.0,1.0,1.0,100.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
4663,5211,5565,5565,0,6,2,1,1.0,1.0,1.0,80.0,1,20,9.0,10.0,10.0,10.0,10.0,9.0,0,1
4664,5212,5566,5566,0,2,2,1,1.0,1.0,1.0,190.0,60,120,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4665,5213,5567,5567,0,11,2,3,1.0,2.0,2.0,250.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4666,5214,5568,5568,0,18,1,3,1.0,1.0,2.0,326.0,5,1125,9.0,8.0,10.0,10.0,10.0,9.0,1,2
4667,5215,5569,5569,1,3,2,3,1.0,1.0,2.0,285.0,1,1125,9.0,9.0,10.0,10.0,9.0,9.0,1,14
4668,5216,5570,5570,0,1,1,4,1.0,2.0,2.0,402.0,2,30,9.0,9.0,9.0,10.0,10.0,9.0,1,1
4669,5218,5572,5572,0,26,1,2,1.0,1.0,2.0,220.0,1,30,5.0,5.0,5.0,5.0,5.0,5.0,0,4
4670,5220,5574,5574,0,3,3,4,1.0,1.0,3.0,551.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4671,5221,5575,5575,0,18,4,2,1.0,1.0,1.0,815.0,1,1125,10.0,10.0,10.0,10.0,8.0,10.0,1,2
4672,5222,5576,5576,0,3,3,4,1.0,1.0,3.0,551.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4673,5223,5577,5577,0,3,3,4,1.0,1.0,3.0,551.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4674,5224,5578,5578,0,3,3,2,1.0,1.0,1.0,360.0,2,1125,8.0,10.0,10.0,10.0,10.0,10.0,1,11
4675,5225,5579,5579,0,3,3,2,1.0,1.0,1.0,360.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4676,5226,5580,5580,0,3,3,2,1.0,1.0,1.0,360.0,2,1125,8.0,8.0,8.0,8.0,8.0,8.0,1,11
4677,5229,5583,5583,0,14,1,5,1.0,3.0,4.0,385.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,1,4
4678,5230,5584,5584,0,2,1,3,1.0,1.0,1.0,286.0,5,20,10.0,10.0,10.0,10.0,8.0,9.0,0,1
4679,5231,5585,5585,1,29,1,4,1.0,2.0,2.0,674.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
4680,5232,5586,5586,1,1,1,2,1.0,1.0,1.0,350.0,2,1125,9.0,9.0,10.0,10.0,10.0,10.0,1,2
4681,5233,5587,5587,0,5,2,2,1.0,3.0,4.0,75.0,4,366,9.0,7.0,9.0,9.0,10.0,9.0,1,2
4682,5234,5588,5588,1,1,2,2,2.0,1.0,1.0,227.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,4
4683,5235,5589,5589,0,3,2,4,1.0,1.0,3.0,549.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4684,5236,5590,5590,0,3,2,4,1.0,1.0,3.0,549.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4685,5237,5591,5591,0,3,2,4,1.0,1.0,3.0,549.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4686,5238,5592,5592,1,1,2,2,2.0,1.0,1.0,302.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,4
4687,5239,5593,5593,0,2,1,2,1.0,1.0,1.0,240.0,2,1125,10.0,9.0,10.0,10.0,9.0,9.0,1,7
4688,5240,5594,5594,1,1,2,2,2.0,1.0,1.0,182.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,4
4689,5241,5595,5595,0,2,1,2,1.0,1.0,1.0,220.0,2,1125,9.0,9.0,10.0,9.0,9.0,9.0,1,7
4690,5243,5597,5597,0,2,2,2,1.0,1.0,1.0,282.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4691,5244,5599,5599,1,3,3,4,1.0,1.0,3.0,542.0,2,60,9.0,9.0,9.0,9.0,10.0,9.0,1,12
4692,5245,5600,5600,1,3,3,4,1.0,1.0,3.0,542.0,2,60,5.0,5.0,5.0,5.0,5.0,5.0,1,12
4693,5246,5601,5601,1,3,3,4,1.0,1.0,3.0,542.0,2,60,5.0,5.0,5.0,5.0,5.0,5.0,1,12
4694,5247,5602,5602,1,27,1,4,1.0,1.0,3.0,963.0,2,1125,10.0,9.0,10.0,10.0,9.0,10.0,0,5
4695,5248,5603,5603,0,9,2,2,1.0,1.0,1.0,120.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4696,5250,5605,5605,0,18,1,5,1.0,3.0,5.0,193.0,2,1125,2.0,2.0,2.0,2.0,2.0,2.0,1,2
4697,5251,5606,5606,1,5,2,1,1.0,1.0,1.0,105.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4698,5252,5607,5607,0,1,1,4,1.0,1.0,4.0,148.0,7,1125,9.0,8.0,10.0,10.0,10.0,10.0,0,1
4699,5253,5608,5608,1,1,1,3,1.0,1.0,2.0,333.0,3,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,6
4700,5254,5609,5609,1,2,1,5,1.0,2.0,3.0,638.0,1,90,10.0,10.0,10.0,10.0,10.0,10.0,1,3
4701,5255,5611,5611,1,2,2,2,1.0,1.0,2.0,80.0,2,32,9.0,9.0,10.0,10.0,9.0,10.0,1,2
4702,5256,5612,5612,0,1,1,2,1.0,1.0,1.0,225.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,20
4703,5257,5614,5614,0,4,4,1,1.0,1.0,0.0,97.0,1,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4704,5259,5616,5616,0,5,2,2,1.0,1.0,1.0,162.0,2,40,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4705,5260,5618,5618,0,2,1,4,2.0,1.0,3.0,542.0,1,1125,7.0,7.0,9.0,7.0,9.0,7.0,0,23
4706,5261,5619,5619,0,4,2,2,1.0,1.0,1.0,80.0,2,60,9.0,9.0,10.0,9.0,9.0,9.0,1,1
4707,5262,5620,5620,1,1,1,4,1.0,1.0,2.0,374.0,3,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,6
4708,5263,5621,5621,0,5,2,2,1.0,1.0,1.0,238.0,3,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4709,5265,5623,5623,0,5,2,2,1.0,1.0,1.0,100.0,1,10,5.0,5.0,5.0,5.0,5.0,5.0,0,2
4710,5266,5624,5624,0,3,2,4,1.0,1.0,3.0,549.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,12
4711,5267,5625,5625,0,3,2,4,1.0,1.0,0.0,542.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,12
4712,5268,5626,5626,0,20,1,2,1.0,2.0,1.0,289.0,3,7,10.0,10.0,10.0,10.0,9.0,9.0,0,1
4713,5269,5627,5627,0,3,2,4,1.0,1.0,3.0,549.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,12
4714,5270,5628,5628,0,3,3,3,1.0,1.0,3.0,455.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,11
4715,5271,5629,5629,0,3,3,3,1.0,1.0,3.0,455.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4716,5272,5630,5630,0,3,3,3,1.0,1.0,3.0,455.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4717,5273,5631,5631,0,3,3,4,1.0,1.0,3.0,551.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4718,5274,5632,5632,0,3,3,4,1.0,1.0,3.0,551.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4719,5275,5633,5633,0,3,3,4,1.0,1.0,3.0,551.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,11
4720,5276,5634,5634,0,3,3,4,1.0,1.0,3.0,551.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4721,5277,5635,5635,0,3,3,3,1.0,1.0,3.0,455.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4722,5278,5636,5636,0,3,3,2,1.0,1.0,1.0,360.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4723,5279,5637,5637,0,3,3,2,1.0,1.0,1.0,360.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4724,5280,5638,5638,0,3,3,2,1.0,1.0,1.0,360.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
4725,5281,5640,5640,0,10,2,1,1.0,1.0,1.0,100.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4726,5282,5641,5641,0,5,2,2,1.0,1.0,1.0,153.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,3
4727,5283,5642,5642,0,28,1,6,1.0,2.0,2.0,193.0,60,365,10.0,10.0,10.0,10.0,9.0,9.0,0,6
4728,5284,5643,5643,0,12,1,4,1.0,2.0,2.0,489.0,1,280,5.0,5.0,5.0,5.0,5.0,5.0,1,2
4729,5285,5644,5644,0,1,1,2,1.0,1.0,1.0,504.0,1,8,10.0,10.0,10.0,10.0,10.0,9.0,0,1
4730,5286,5645,5645,0,30,2,2,1.0,1.0,2.0,100.0,14,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4731,5287,5646,5646,1,1,1,4,1.0,1.0,2.0,428.0,5,10,10.0,10.0,10.0,10.0,10.0,10.0,1,7
4732,5288,5647,5647,0,1,1,2,1.0,1.0,1.0,604.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4733,5290,5649,5649,1,28,1,4,1.0,1.0,2.0,690.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
4734,5291,5650,5650,1,1,1,5,1.0,2.0,2.0,550.0,7,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,2
4735,5292,5651,5651,0,12,2,2,2.0,1.0,2.0,407.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4736,5293,5652,5652,0,2,1,2,1.0,1.0,1.0,185.0,1,1125,9.0,8.0,10.0,9.0,10.0,9.0,1,25
4737,5294,5654,5654,0,4,2,1,1.0,1.0,2.0,105.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4738,5295,5655,5655,0,5,2,1,1.0,1.0,1.0,80.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4739,5296,5656,5656,0,8,1,5,2.0,3.0,4.0,300.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4740,5297,5657,5657,0,1,2,2,1.0,1.0,1.0,190.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4741,5298,5658,5658,0,5,2,2,1.0,1.0,1.0,150.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
4742,5299,5659,5659,0,1,2,4,1.0,1.0,1.0,285.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4743,5300,5660,5660,0,1,1,4,1.0,1.0,2.0,583.0,3,15,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4744,5301,5661,5661,0,4,2,1,1.0,1.0,1.0,199.0,5,15,10.0,10.0,10.0,10.0,10.0,10.0,1,1
4745,5302,5662,5662,0,2,1,6,1.0,2.0,3.0,153.0,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,1
4746,5303,5663,5663,1,1,2,2,1.0,1.0,1.0,120.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
4747,5304,5664,5664,0,3,2,4,1.0,2.0,2.0,241.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
4748,5305,5665,5665,1,1,1,6,1.0,2.0,4.0,466.0,2,180,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4749,5306,5666,5666,0,20,2,2,1.0,2.0,2.0,250.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
4750,5307,5667,5667,0,4,4,2,1.0,1.0,1.0,121.0,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4751,5308,5668,5668,0,4,1,4,2.0,3.0,3.0,240.0,30,90,10.0,8.0,10.0,10.0,10.0,10.0,1,1
4752,5309,5671,5671,0,3,1,4,1.0,1.0,3.0,250.0,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4753,5310,5672,5672,0,20,1,4,2.0,2.0,2.0,180.0,30,90,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4754,5311,5673,5673,1,6,2,2,2.0,1.0,2.0,143.0,3,15,5.0,5.0,5.0,5.0,5.0,5.0,0,2
4755,5313,5676,5676,1,1,1,4,1.0,1.0,2.0,333.0,5,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,7
4756,5314,5677,5677,0,5,2,2,1.0,1.0,1.0,105.0,1,120,10.0,10.0,10.0,10.0,10.0,10.0,1,1
4757,5315,5678,5678,0,1,3,4,1.0,1.0,2.0,197.0,1,365,8.0,4.0,6.0,2.0,2.0,2.0,1,28
4758,5316,5679,5679,0,4,2,2,1.0,1.0,1.0,220.0,1,1125,9.0,9.0,9.0,9.0,10.0,10.0,0,1
4759,5317,5680,5680,0,26,3,1,1.0,1.0,1.0,285.0,1,200,5.0,5.0,5.0,5.0,5.0,5.0,0,4
4760,5318,5681,5681,0,1,3,3,1.0,1.0,2.0,163.0,1,1125,7.0,9.0,9.0,7.0,7.0,7.0,1,28
4761,5319,5682,5682,0,14,2,1,1.0,1.0,1.0,80.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4762,5320,5683,5683,0,1,1,4,1.0,1.0,3.0,197.0,4,365,10.0,9.0,10.0,10.0,9.0,10.0,1,28
4763,5321,5685,5685,0,1,3,3,1.0,1.0,0.0,159.0,1,365,10.0,10.0,10.0,10.0,9.0,10.0,1,28
4764,5322,5686,5686,0,26,3,2,1.0,1.0,1.0,342.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,4
4765,5323,5687,5687,1,1,1,10,1.0,3.0,5.0,209.0,2,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,38
4766,5324,5688,5688,1,1,1,8,1.0,2.0,4.0,190.0,2,1125,9.0,9.0,9.0,9.0,8.0,9.0,1,38
4767,5325,5689,5689,0,8,2,2,1.0,1.0,1.0,190.0,1,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4768,5326,5690,5690,0,2,1,4,1.0,1.0,2.0,659.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
4769,5327,5691,5691,1,19,1,4,1.0,3.0,4.0,430.0,1,5,10.0,9.0,10.0,10.0,9.0,9.0,0,1
4770,5329,5694,5694,1,1,2,2,1.0,1.0,1.0,106.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
4771,5330,5695,5695,1,1,1,4,1.0,1.0,2.0,455.0,2,40,10.0,9.0,10.0,10.0,10.0,9.0,0,1
4772,5331,5696,5696,0,1,2,2,1.0,1.0,1.0,209.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
4773,5332,5697,5697,1,1,1,10,1.0,3.0,5.0,171.0,2,1125,9.0,9.0,10.0,10.0,9.0,9.0,1,38
4774,5333,5698,5698,0,2,2,2,1.0,1.0,1.0,250.0,2,60,5.0,5.0,5.0,5.0,5.0,5.0,0,2
4775,5334,5699,5699,0,4,2,2,1.0,1.0,1.0,95.0,1,8,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4776,5335,5700,5700,0,1,2,2,1.0,1.0,1.0,150.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,20
4777,5336,5701,5701,0,3,3,2,1.0,1.0,2.0,107.0,1,1125,8.0,9.0,9.0,9.0,8.0,8.0,1,5
4778,5337,5702,5702,1,1,1,4,1.0,2.0,5.0,506.0,2,1125,10.0,10.0,9.0,10.0,10.0,10.0,0,1
4779,5338,5703,5703,1,5,1,3,1.0,1.0,1.0,257.0,4,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4780,5339,5704,5704,0,3,2,2,1.0,1.0,1.0,121.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4781,5340,5705,5705,0,4,2,2,1.0,1.0,1.0,204.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4782,5341,5706,5706,0,3,2,2,1.0,1.0,1.0,207.0,1,365,10.0,10.0,10.0,10.0,10.0,9.0,1,10
4783,5342,5707,5707,0,4,2,1,1.0,1.0,1.0,70.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4784,5343,5708,5708,1,5,1,4,2.0,2.0,3.0,450.0,3,1124,10.0,10.0,10.0,10.0,10.0,10.0,1,1
4785,5344,5709,5709,1,1,1,7,1.0,2.0,4.0,438.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,14
4786,5345,5711,5711,0,2,2,3,1.0,1.0,2.0,476.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,6
4787,5346,5712,5712,0,2,2,2,1.0,1.0,2.0,381.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,6
4788,5348,5714,5714,0,11,2,2,1.0,1.0,1.0,90.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
4789,5349,5715,5715,0,22,2,2,2.0,1.0,1.0,337.0,3,6,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4790,5350,5716,5716,0,2,4,2,1.0,1.0,0.0,80.0,3,29,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4791,5351,5717,5717,0,2,2,2,1.0,1.0,2.0,238.0,1,10,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4792,5352,5718,5718,0,4,2,1,1.0,1.0,1.0,100.0,2,7,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4793,5353,5719,5719,0,1,2,1,1.0,1.0,1.0,105.0,1,20,9.0,10.0,9.0,10.0,9.0,10.0,0,2
4794,5354,5720,5720,0,1,4,6,1.0,1.0,1.0,190.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4795,5355,5721,5721,0,1,2,2,1.0,1.0,1.0,150.0,2,1125,8.0,10.0,10.0,10.0,10.0,10.0,0,20
4796,5356,5723,5723,0,4,1,6,2.0,2.0,2.0,765.0,5,30,10.0,8.0,10.0,10.0,10.0,10.0,0,1
4797,5357,5724,5724,0,26,1,2,1.0,1.0,1.0,220.0,1,30,10.0,9.0,10.0,9.0,9.0,9.0,0,4
4798,5358,5725,5725,0,26,1,4,1.0,1.0,2.0,220.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,0,4
4799,5360,5727,5727,0,1,1,2,1.0,1.0,2.0,402.0,1,16,10.0,10.0,10.0,10.0,10.0,10.0,0,1
4800,5361,5728,5728,0,2,2,1,1.0,1.0,1.0,171.0,1,15,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4801,5362,5729,5729,0,26,1,5,2.0,2.0,5.0,535.0,2,27,7.0,8.0,9.0,8.0,9.0,8.0,0,2
4802,5363,5730,5730,0,2,1,4,1.0,2.0,2.0,428.0,2,60,8.0,8.0,10.0,9.0,8.0,7.0,0,2
4803,5364,5731,5731,0,16,2,4,2.0,1.0,3.0,145.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4804,5365,5732,5732,1,20,1,4,1.0,1.0,3.0,159.0,15,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,5
4805,5366,5734,5734,0,2,1,2,1.0,1.0,1.0,285.0,1,7,10.0,9.0,10.0,10.0,8.0,9.0,0,1
4806,5367,5735,5735,0,26,3,3,1.0,1.0,3.0,441.0,1,1125,10.0,10.0,10.0,10.0,10.0,8.0,0,4
4807,5368,5736,5736,0,26,3,5,1.0,2.0,4.0,623.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,4
4808,5370,5740,5740,1,1,1,3,1.0,1.0,1.0,309.0,3,100,10.0,10.0,10.0,10.0,10.0,10.0,1,9
4809,5371,5741,5741,0,1,2,2,1.0,1.0,1.0,209.0,2,365,10.0,10.0,10.0,10.0,10.0,10.0,1,5
4810,5372,5742,5742,0,2,1,5,3.0,2.0,2.0,796.0,3,1125,9.0,8.0,9.0,9.0,10.0,9.0,0,29
4811,5373,5744,5744,0,5,1,4,1.0,3.0,3.0,937.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4812,5374,5745,5745,0,1,1,6,1.0,2.0,2.0,460.0,1,1125,9.0,8.0,9.0,8.0,9.0,8.0,0,31
4813,5375,5746,5746,1,1,1,4,1.0,1.0,2.0,333.0,5,1125,10.0,10.0,10.0,10.0,9.0,9.0,1,7
4814,5376,5747,5747,0,2,2,2,1.0,1.0,1.0,200.0,2,1125,8.0,8.0,9.0,9.0,8.0,8.0,0,1
4815,5377,5748,5748,0,2,2,1,1.0,1.0,1.0,150.0,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4816,5379,5750,5750,0,2,2,1,1.0,1.0,1.0,100.0,1,7,10.0,9.0,10.0,10.0,10.0,10.0,1,1
4817,5380,5751,5751,0,1,2,2,2.0,1.0,2.0,143.0,2,1125,9.0,8.0,9.0,9.0,10.0,9.0,0,17
4818,5382,5753,5753,0,2,2,2,1.0,1.0,1.0,214.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4819,5383,5754,5754,0,8,2,1,1.0,1.0,4.0,80.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
4820,5384,5755,5755,0,5,2,2,1.0,1.0,1.0,86.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
4821,5385,5756,5756,1,1,1,6,2.0,2.0,3.0,255.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,8
