,Unnamed: 0,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
268,268,0,1,1,2,1,1.0,1.0,207.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,13
269,269,0,3,2,1,1,1.0,1.0,190.0,1,1125,5,5,5,5,5,5,0,1
270,270,0,5,2,2,1,1.0,1.0,333.0,1,7,5,5,5,5,5,5,0,1
272,272,0,1,1,4,1,2.0,1.0,952.0,3,30,10.0,10.0,9.0,9.0,9.0,10.0,1,1
273,273,0,5,2,2,1,1.0,1.0,289.0,1,21,5,5,5,5,5,5,0,1
274,274,1,24,1,8,2,4.0,5.0,2405.0,3,1125,10.0,8.0,10.0,10.0,6.0,6.0,0,8
275,275,0,28,2,1,1,1.0,1.0,337.0,1,1125,5,5,5,5,5,5,0,1
276,276,0,5,2,2,1,1.0,1.0,619.0,3,14,10.0,10.0,10.0,10.0,10.0,10.0,1,1
277,277,0,3,2,1,1,1.0,1.0,121.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
278,278,0,4,2,1,1,1.0,1.0,241.0,7,7,10.0,10.0,9.0,10.0,9.0,9.0,0,3
279,279,0,2,2,2,2,1.0,1.0,337.0,1,7,5,5,5,5,5,5,0,4
280,280,0,4,2,2,1,1.0,1.0,143.0,1,1125,5,5,5,5,5,5,0,1
283,283,0,4,1,5,1,2.0,2.0,963.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
284,284,0,1,1,3,1,2.0,2.0,466.0,5,1125,7.0,4.0,8.0,8.0,7.0,7.0,0,1
285,285,0,1,2,3,2,1.0,2.0,285.0,2,31,9.0,9.0,10.0,10.0,10.0,9.0,0,1
286,286,1,6,1,3,1,2.0,3.0,424.0,3,180,10.0,10.0,10.0,10.0,10.0,10.0,0,2
287,287,0,2,1,2,1,1.0,1.0,230.0,2,1125,9.0,9.0,9.0,10.0,9.0,9.0,0,12
289,289,0,6,2,2,1,1.0,2.0,578.0,1,365,10.0,10.0,10.0,10.0,8.0,10.0,0,1
290,290,0,2,1,2,1,3.0,1.0,200.0,180,1095,5,5,5,5,5,5,0,1
291,291,0,3,1,7,2,2.0,4.0,440.0,2,2147483647,9.0,9.0,10.0,10.0,10.0,9.0,1,1
293,293,0,8,2,1,1,1.0,1.0,367.0,1,1125,5,5,5,5,5,5,0,1
294,294,0,2,1,4,1,3.0,3.0,952.0,1,5,8.0,8.0,10.0,10.0,8.0,8.0,0,1
295,295,0,1,1,2,1,1.0,1.0,161.0,2,1095,9.0,9.0,10.0,10.0,8.0,9.0,1,6
296,296,0,1,2,2,1,1.0,1.0,143.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
297,297,0,1,2,2,2.5,1.0,1.0,162.0,2,90,8.0,8.0,10.0,10.0,10.0,9.0,1,8
298,298,0,1,1,6,1,2.0,5.0,466.0,4,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,19
299,299,0,6,2,1,1,1.0,1.0,322.0,1,1125,5,5,5,5,5,5,0,1
301,301,0,18,2,1,1,1.0,1.0,385.0,1,1125,5,5,5,5,5,5,1,1
302,302,0,15,2,4,1,2.0,2.0,76.0,1,1125,9.0,8.0,9.0,9.0,9.0,9.0,0,3
303,303,0,15,2,4,1,2.0,1.0,76.0,1,1125,9.0,9.0,9.0,10.0,9.0,9.0,0,3
304,304,1,1,1,3,1,1.0,1.0,665.0,3,1125,10.0,10.0,10.0,10.0,9.0,9.0,0,4
305,305,0,5,1,4,1,1.0,2.0,362.0,3,370,9.0,9.0,10.0,10.0,9.0,8.0,0,1
306,306,0,27,2,3,1,1.0,2.0,481.0,1,7,10.0,10.0,10.0,10.0,9.0,8.0,0,1
307,307,0,1,1,2,1,1.0,1.0,476.0,365,1125,9.0,8.0,10.0,9.0,10.0,8.0,0,1
308,308,0,1,2,2,1,1.0,1.0,95.0,3,360,9.0,10.0,10.0,9.0,10.0,9.0,1,2
310,310,0,13,2,2,1,1.0,1.0,326.0,1,1125,5,5,5,5,5,5,0,2
311,311,0,3,1,4,1,2.0,1.0,443.0,3,60,9.0,9.0,9.0,9.0,9.0,9.0,0,7
312,312,0,2,2,1,1,1.0,1.0,193.0,1,120,8.0,7.0,9.0,8.0,7.0,7.0,0,1
313,313,0,1,4,2,1,1.0,4.0,402.0,1,1125,5,5,5,5,5,5,0,1
314,314,0,5,1,2,1,1.0,1.0,847.0,1,1125,5,5,5,5,5,5,0,1
315,315,0,3,1,3,1,1.0,1.0,655.0,1,1125,5,5,5,5,5,5,0,2
317,317,0,5,2,1,1,1.0,1.0,722.0,7,365,5,5,5,5,5,5,0,1
318,318,0,2,3,3,1,1.0,2.0,714.0,3,365,9.0,9.0,8.0,9.0,10.0,9.0,1,4
319,319,0,1,3,2,1,1.0,1.0,400.0,1,29,9.0,9.0,10.0,10.0,10.0,10.0,1,6
320,320,0,1,1,3,1,1.0,1.0,177.0,4,180,10.0,9.0,10.0,10.0,10.0,9.0,1,2
321,321,0,2,3,3,1,1.0,3.0,714.0,3,365,5,5,5,5,5,5,1,4
322,322,0,1,1,6,2,2.0,4.0,1091.0,4,60,10.0,10.0,10.0,10.0,10.0,10.0,0,4
323,323,0,1,1,3,1,2.0,3.0,171.0,60,1125,4.0,2.0,8.0,4.0,8.0,6.0,0,1
324,324,1,1,1,6,2,2.0,2.0,685.0,2,30,10.0,10.0,10.0,9.0,10.0,10.0,1,1
325,325,0,1,2,5,2,2.0,0.0,666.0,2,1125,5,5,5,5,5,5,1,13
326,326,0,1,4,2,2,1.0,1.0,105.0,1,1125,9.0,9.0,10.0,9.0,10.0,9.0,0,1
327,327,0,2,2,2,1,1.0,1.0,285.0,1,240,5,5,5,5,5,5,0,1
328,328,0,5,1,3,1,1.0,2.0,1665.0,1,10,5,5,5,5,5,5,1,1
329,329,1,1,1,3,1,2.0,2.0,582.0,95,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
330,330,0,2,1,4,1,1.0,1.0,805.0,1,1125,5,5,5,5,5,5,0,1
331,331,0,1,1,4,1,1.0,0.0,1142.0,1,1125,5,5,5,5,5,5,0,3
332,332,1,5,1,2,1,1.0,2.0,428.0,7,30,9.0,9.0,9.0,10.0,10.0,9.0,1,1
333,333,1,1,1,4,1,1.0,3.0,529.0,4,365,9.0,9.0,9.0,9.0,10.0,9.0,0,1
334,334,0,9,2,1,1,1.0,1.0,372.0,1,14,5,5,5,5,5,5,0,1
335,335,1,1,3,2,2,1.0,1.0,1646.0,5,1125,9.0,9.0,10.0,9.0,10.0,10.0,1,8
336,336,1,1,1,2,2,1.0,1.0,1097.0,5,1125,9.0,10.0,9.0,9.0,9.0,9.0,1,8
337,337,0,3,2,2,1,1.0,2.0,402.0,1,365,4.0,6.0,8.0,6.0,6.0,6.0,0,1
338,338,0,2,2,1,1,1.0,1.0,175.0,1,30,5,5,5,5,5,5,0,1
339,339,0,1,1,2,1,1.0,2.0,333.0,3,1125,9.0,9.0,10.0,9.0,8.0,9.0,0,2
340,340,0,1,1,4,1,1.0,3.0,483.0,3,1125,7.0,8.0,8.0,8.0,8.0,7.0,0,7
341,341,0,1,2,2,1,1.0,1.0,425.0,1,1125,5,5,5,5,5,5,0,1
343,343,1,1,3,2,1,1.0,1.0,381.0,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,16
344,344,1,1,1,2,1,1.0,1.0,285.0,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,16
345,345,1,1,3,2,1,1.0,1.0,333.0,1,1125,9.0,10.0,10.0,10.0,10.0,9.0,1,16
346,346,1,1,1,2,1,1.0,1.0,333.0,1,1125,9.0,10.0,10.0,10.0,10.0,10.0,1,16
347,347,0,1,2,2,1,1.0,2.0,200.0,1,1125,5,5,5,5,5,5,1,1
348,348,0,2,2,5,1,1.0,1.0,1207.0,3,1125,5,5,5,5,5,5,0,1
349,349,1,5,2,2,1,1.0,1.0,114.0,20,1125,10.0,9.0,10.0,10.0,9.0,9.0,0,11
350,350,0,10,1,2,1,1.0,2.0,300.0,3,90,10.0,9.0,9.0,10.0,9.0,9.0,0,1
351,351,0,1,1,4,1,1.0,2.0,1359.0,1,1125,6.0,8.0,10.0,10.0,10.0,6.0,0,5
352,352,0,6,2,1,1,1.0,1.0,571.0,2,180,5,5,5,5,5,5,0,1
353,353,1,1,1,3,1,1.0,2.0,476.0,6,1124,10.0,10.0,10.0,10.0,10.0,10.0,1,7
354,354,0,1,1,4,1,1.0,1.0,381.0,3,1125,10.0,10.0,10.0,10.0,8.0,9.0,0,2
355,355,0,6,2,1,1,1.0,1.0,169.0,1,180,5,5,5,5,5,5,0,1
356,356,1,1,1,3,1,1.0,1.0,639.0,10,1125,10.0,10.0,10.0,10.0,10.0,9.0,0,7
357,357,1,1,1,3,1,1.0,1.0,428.0,6,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,7
358,358,1,1,1,4,1,1.0,2.0,223.0,2,180,10.0,10.0,10.0,10.0,10.0,9.0,1,5
359,359,0,1,3,2,1,1.0,2.0,333.0,1,90,9.0,9.0,10.0,10.0,10.0,9.0,1,6
360,360,0,1,3,2,1,1.0,1.0,246.0,1,90,10.0,10.0,10.0,10.0,10.0,10.0,1,6
361,361,1,1,1,5,1,1.0,2.0,314.0,2,1125,9.0,9.0,10.0,10.0,9.0,9.0,1,9
362,362,1,1,1,3,1,1.0,2.0,209.0,2,365,10.0,9.0,10.0,10.0,10.0,9.0,1,9
363,363,1,1,1,3,1,1.0,2.0,190.0,2,2500,9.0,9.0,10.0,10.0,10.0,9.0,1,9
365,365,0,1,2,2,1,1.0,1.0,523.0,1,365,5,5,5,5,5,5,0,3
366,366,0,8,2,2,1,1.0,1.0,289.0,1,1825,5,5,5,5,5,5,0,1
367,367,0,1,1,6,2,2.0,4.0,761.0,2,180,9.0,10.0,10.0,10.0,10.0,10.0,0,15
368,368,0,1,1,6,4,3.0,3.0,4758.0,2,180,10.0,10.0,10.0,10.0,10.0,9.0,0,15
369,369,0,4,2,1,1,1.0,1.0,200.0,2,1125,10.0,8.0,10.0,9.0,10.0,9.0,0,1
370,370,0,1,2,2,1,1.0,1.0,333.0,3,15,10.0,10.0,10.0,10.0,10.0,10.0,0,1
371,371,0,22,1,1,1,1.0,1.0,1503.0,1,120,5,5,5,5,5,5,0,1
372,372,0,4,2,1,1,1.0,1.0,326.0,1,1125,5,5,5,5,5,5,0,1
373,373,0,1,1,2,1,1.0,0.0,201.0,3,300,10.0,9.0,9.0,9.0,10.0,9.0,0,1
374,374,0,4,2,2,1,1.0,1.0,952.0,1,10,5,5,5,5,5,5,0,2
375,375,0,1,3,2,1,1.0,1.0,333.0,1,180,9.0,9.0,9.0,9.0,10.0,9.0,1,6
376,376,0,3,1,3,1,1.0,1.0,402.0,5,21,10.0,10.0,10.0,10.0,10.0,10.0,0,7
377,377,0,1,1,4,1,1.0,1.0,952.0,1,1125,5,5,5,5,5,5,0,1
378,378,0,4,2,2,1,1.0,3.0,61.0,2,1125,5,5,5,5,5,5,0,1
379,379,0,1,1,2,1,1.0,1.0,666.0,1,1125,9.0,10.0,10.0,10.0,9.0,9.0,0,1
380,380,0,3,1,8,2,2.0,4.0,1044.0,2,1125,10.0,10.0,10.0,10.0,9.0,9.0,0,4
381,381,0,3,1,5,1,1.0,3.0,634.0,2,1125,10.0,10.0,9.0,10.0,10.0,10.0,0,4
382,382,0,34,1,16,3,4.0,12.0,2286.0,1,365,10.0,10.0,10.0,10.0,10.0,10.0,0,1
383,383,0,3,1,4,1,1.0,2.0,475.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
384,384,0,3,1,10,2,3.0,5.0,1486.0,2,1125,10.0,10.0,10.0,10.0,10.0,9.0,0,4
385,385,0,3,1,2,1,1.0,1.0,171.0,1,1125,9.0,10.0,9.0,9.0,9.0,9.0,1,21
386,386,0,3,1,2,1,1.0,1.0,162.0,1,1125,9.0,10.0,9.0,10.0,9.0,10.0,1,21
387,387,0,3,1,4,1,1.0,2.0,171.0,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,21
388,388,0,1,1,4,1,2.0,1.0,1047.0,1,1125,5,5,5,5,5,5,0,1
389,389,0,2,3,5,1,2.0,2.0,1285.0,3,365,10.0,10.0,10.0,10.0,6.0,6.0,1,4
390,390,0,3,1,8,2,2.0,4.0,529.0,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,21
391,391,0,6,2,1,1,1.0,1.0,199.0,1,7,5,5,5,5,5,5,0,1
392,392,0,3,1,6,1,1.0,4.0,333.0,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,21
393,393,0,3,1,3,1,1.0,2.0,305.0,3,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,7
394,394,1,5,2,2,1,1.0,1.0,124.0,7,1125,9.0,10.0,9.0,10.0,9.0,9.0,0,11
395,395,0,1,1,3,1,1.0,3.0,666.0,1,1,7.0,10.0,7.0,7.0,9.0,7.0,0,3
396,396,0,1,1,2,1,1.0,1.0,4748.0,1,30,5,5,5,5,5,5,0,1
397,397,1,1,1,4,1,1.0,3.0,244.0,2,1125,8.0,8.0,9.0,9.0,9.0,8.0,0,8
399,399,0,3,2,1,1,1.0,1.0,238.0,1,1125,5,5,5,5,5,5,0,1
400,400,0,1,1,2,1,1.0,1.0,224.0,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,13
401,401,0,2,2,1,2,1.0,1.0,476.0,1,1125,5,5,5,5,5,5,0,1
402,402,0,3,2,4,1,1.0,1.0,523.0,1,1125,5,5,5,5,5,5,0,1
403,403,0,4,2,1,1,1.0,1.0,163.0,1,365,10.0,10.0,10.0,10.0,10.0,10.0,0,2
404,404,0,1,2,2,1,1.0,1.0,1222.0,1,7,5,5,5,5,5,5,0,1
405,405,0,1,1,3,1,1.0,3.0,238.0,2,30,9.0,9.0,10.0,10.0,8.0,8.0,1,7
406,406,0,1,1,3,1,1.0,1.0,500.0,4,21,10.0,9.0,10.0,10.0,10.0,10.0,0,1
407,407,1,1,1,4,1,2.0,3.0,483.0,4,20,10.0,10.0,10.0,10.0,10.0,10.0,0,2
408,408,0,1,2,2,1,1.0,1.0,632.0,1,1125,5,5,5,5,5,5,0,2
409,409,0,1,1,4,1,1.0,2.0,904.0,1,1125,10.0,10.0,10.0,10.0,8.0,8.0,0,2
410,410,0,5,2,2,1,1.0,1.0,299.0,3,10,10.0,10.0,6.0,8.0,6.0,10.0,0,1
411,411,0,5,1,2,1,2.0,1.0,809.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,3
412,412,0,1,1,2,1,1.0,1.0,181.0,1,90,9.0,8.0,9.0,9.0,8.0,9.0,0,6
413,413,0,1,2,4,1,1.0,1.0,476.0,1,365,5,5,5,5,5,5,0,1
414,414,0,1,3,2,1,1.0,0.0,217.0,2,365,9.0,9.0,9.0,9.0,9.0,9.0,1,13
415,415,0,1,1,2,1,1.0,0.0,236.0,2,365,10.0,9.0,10.0,10.0,10.0,10.0,1,13
416,416,0,1,3,2,1,1.0,1.0,179.0,2,365,9.0,9.0,10.0,10.0,10.0,10.0,1,13
417,417,0,1,3,2,1,1.0,1.0,188.0,2,365,10.0,9.0,10.0,10.0,10.0,10.0,1,13
418,418,0,1,1,4,1,1.0,1.0,274.0,2,365,9.0,9.0,10.0,10.0,9.0,9.0,1,13
419,419,0,1,3,4,1,1.0,3.0,206.0,2,365,10.0,9.0,10.0,10.0,10.0,10.0,1,13
421,421,0,1,3,4,1,1.0,0.0,201.0,2,365,9.0,9.0,9.0,9.0,9.0,9.0,1,13
422,422,0,1,3,4,1,1.0,1.0,196.0,2,365,10.0,9.0,10.0,10.0,10.0,10.0,1,13
423,423,0,1,3,4,1,1.0,1.0,179.0,2,365,9.0,8.0,9.0,10.0,9.0,9.0,1,13
424,424,0,1,1,6,2,2.0,5.0,489.0,2,365,9.0,9.0,10.0,10.0,10.0,9.0,1,13
425,425,0,5,1,5,1,2.0,5.0,497.0,30,1125,9.0,8.0,9.0,9.0,10.0,9.0,1,1
426,426,0,1,1,9,4.5,4.0,8.0,966.0,1,300,9.0,9.0,9.0,9.0,10.0,9.0,1,8
427,427,0,8,1,6,2,3.0,4.0,647.0,1,90,10.0,9.0,10.0,10.0,9.0,9.0,0,1
428,428,0,1,1,4,2,2.0,2.0,555.0,1,1125,9.0,10.0,9.0,10.0,10.0,9.0,1,8
429,429,1,1,1,3,1,1.0,1.0,1427.0,3,21,10.0,10.0,10.0,10.0,10.0,10.0,0,1
430,430,0,4,2,1,1,1.0,1.0,282.0,2,30,8.0,8.0,10.0,10.0,8.0,10.0,0,1
431,431,0,1,1,4,1,1.0,1.0,1237.0,2,365,9.0,9.0,10.0,10.0,9.0,9.0,0,3
432,432,0,1,1,5,2,2.0,5.0,644.0,150,1125,9.0,9.0,10.0,10.0,10.0,9.0,0,1
433,433,0,1,1,4,2,2.0,1.0,362.0,1,30,7.0,8.0,10.0,10.0,10.0,8.0,0,8
434,434,0,1,1,5,1,2.0,2.0,164.0,1,1125,8.0,4.0,9.0,10.0,9.0,9.0,1,1
435,435,0,1,1,3,1,1.0,1.0,716.0,3,1125,9.0,10.0,10.0,9.0,7.0,8.0,0,1
436,436,0,1,1,5,1,2.0,5.0,270.0,5,365,10.0,9.0,10.0,10.0,10.0,10.0,1,9
437,437,0,1,1,2,1,1.0,2.0,334.0,5,365,10.0,10.0,10.0,10.0,10.0,10.0,0,9
438,438,0,38,2,1,1,1.0,1.0,180.0,1,1125,5,5,5,5,5,5,0,1
439,439,0,1,1,5,1,2.0,3.0,302.0,5,365,10.0,10.0,10.0,10.0,10.0,9.0,1,9
440,440,0,16,2,2,1,1.0,1.0,144.0,1,1125,5,5,5,5,5,5,0,1
441,441,0,1,2,2,1,1.0,1.0,285.0,2,30,9.0,10.0,10.0,10.0,9.0,9.0,1,7
442,442,0,1,1,6,1,2.0,6.0,692.0,1,20,8.0,7.0,9.0,9.0,9.0,8.0,0,1
443,443,0,5,1,4,1,1.0,2.0,722.0,3,365,5,5,5,5,5,5,0,2
444,444,0,5,1,6,2,2.0,4.0,1427.0,3,365,10.0,10.0,10.0,10.0,10.0,10.0,0,2
446,446,0,6,2,2,1,1.0,1.0,805.0,2,1125,5,5,5,5,5,5,0,1
447,447,1,1,1,5,1,2.0,3.0,483.0,2,60,10.0,10.0,10.0,10.0,10.0,9.0,1,13
448,448,0,4,2,2,1,1.0,0.0,125.0,1,60,10.0,10.0,10.0,10.0,9.0,10.0,0,1
449,449,0,1,2,1,1,1.0,1.0,966.0,1,1125,5,5,5,5,5,5,0,1
450,450,0,2,1,4,1,1.0,1.0,276.0,15,365,6.0,10.0,4.0,6.0,8.0,6.0,0,10
451,451,0,2,1,4,1,1.0,1.0,200.0,7,365,5,5,5,5,5,5,0,10
453,453,0,1,1,4,1,2.0,2.0,250.0,5,365,10.0,10.0,10.0,10.0,9.0,10.0,1,9
454,454,0,2,2,1,1,1.0,0.0,80.0,1,500,9.0,8.0,10.0,10.0,10.0,9.0,0,12
455,455,0,1,1,6,2,2.0,6.0,734.0,3,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,2
456,456,0,5,1,4,1,1.0,2.0,476.0,1,1125,9.0,9.0,10.0,10.0,10.0,10.0,0,1
457,457,0,2,2,2,2,1.0,2.0,228.0,1,15,10.0,10.0,10.0,10.0,10.0,10.0,0,1
458,458,0,3,1,8,1,2.0,5.0,310.0,1,1125,8.0,9.0,9.0,9.0,9.0,8.0,1,21
459,459,0,1,1,8,2,3.0,4.0,696.0,3,1125,9.0,9.0,10.0,9.0,10.0,9.0,0,11
460,460,0,3,1,8,1,2.0,5.0,310.0,1,1125,8.0,9.0,9.0,9.0,10.0,8.0,1,21
461,461,0,3,1,4,1,1.0,0.0,280.0,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,21
462,462,0,6,1,7,2,4.0,4.0,966.0,5,1125,9.0,9.0,9.0,9.0,8.0,9.0,0,1
466,466,0,2,2,2,1,1.0,1.0,157.0,30,1125,10.0,9.0,10.0,10.0,9.0,10.0,0,1
467,467,0,6,1,4,1,3.0,3.0,736.0,2,60,10.0,10.0,10.0,10.0,10.0,10.0,0,1
468,468,0,1,2,2,2.5,1.0,1.0,190.0,2,90,9.0,6.0,9.0,8.0,9.0,7.0,0,8
469,469,0,6,2,2,1,1.0,2.0,193.0,1,7,5,5,5,5,5,5,0,1
470,470,0,2,2,1,1,1.0,1.0,137.0,5,400,8.0,10.0,10.0,10.0,9.0,9.0,0,12
471,471,1,1,2,1,1,1.0,1.0,133.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
472,472,1,1,2,2,1,1.0,1.0,171.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
473,473,0,5,2,2,1,1.0,1.0,244.0,1,1125,9.0,9.0,10.0,10.0,9.0,10.0,0,3
475,475,0,12,1,3,1,2.0,2.0,268.0,360,1125,5,5,5,5,5,5,0,1
476,476,0,1,1,3,1,1.0,2.0,285.0,4,1125,9.0,9.0,10.0,10.0,9.0,9.0,0,1
477,477,0,1,1,7,1,4.0,5.0,523.0,5,150,8.0,8.0,9.0,9.0,8.0,8.0,0,7
478,478,0,5,1,4,2,2.0,2.0,2415.0,210,1125,5,5,5,5,5,5,0,1
479,479,0,4,1,5,1,2.0,2.0,381.0,14,1125,5,5,5,5,5,5,0,3
480,480,0,1,1,4,1,1.0,3.0,231.0,1,40,10.0,10.0,10.0,10.0,10.0,9.0,1,5
481,481,0,3,2,4,1,1.0,1.0,723.0,4,1125,5,5,5,5,5,5,0,1
482,482,0,1,1,4,1,2.0,2.0,952.0,3,1125,10.0,6.0,6.0,4.0,8.0,8.0,0,5
483,483,1,1,2,2,1,1.0,1.0,238.0,3,28,9.0,10.0,10.0,10.0,9.0,9.0,1,2
484,484,0,4,2,2,1,1.0,1.0,150.0,7,365,5,5,5,5,5,5,1,3
485,485,0,1,2,2,1,1.0,1.0,190.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,5
486,486,1,1,1,4,1,1.0,2.0,295.0,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,9
487,487,0,12,2,1,1,1.0,1.0,407.0,1,1125,10.0,10.0,10.0,10.0,6.0,6.0,0,1
488,488,1,1,1,3,1,1.0,1.0,400.0,1,365,9.0,9.0,10.0,10.0,9.0,9.0,0,3
489,489,1,1,1,3,1,1.0,1.0,428.0,2,365,9.0,9.0,10.0,10.0,10.0,9.0,0,3
490,490,0,2,2,4,1,1.0,2.0,352.0,1,20,8.0,9.0,9.0,10.0,10.0,9.0,0,19
491,491,1,2,1,5,3,2.0,5.0,1789.0,4,700,10.0,10.0,10.0,10.0,10.0,9.0,1,1
492,492,0,1,2,2,1,1.0,1.0,129.0,2,30,9.0,10.0,10.0,10.0,8.0,9.0,1,7
493,493,0,4,1,5,1,2.0,3.0,519.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
494,494,0,18,2,1,1,1.0,1.0,385.0,1,30,9.0,9.0,9.0,9.0,8.0,9.0,0,1
495,495,0,1,2,1,0,1.0,0.0,95.0,1,1125,10.0,9.0,10.0,10.0,9.0,10.0,0,6
496,496,0,6,2,6,2,3.0,3.0,866.0,1,1125,10.0,9.0,10.0,10.0,9.0,10.0,0,2
497,497,0,5,1,4,1,2.0,2.0,400.0,10,365,9.0,9.0,9.0,10.0,9.0,9.0,0,2
498,498,1,5,1,3,1,1.0,2.0,163.0,2,365,9.0,9.0,10.0,10.0,9.0,9.0,0,1
499,499,0,1,1,4,1,2.0,3.0,266.0,90,720,5,5,5,5,5,5,0,1
500,500,0,5,2,4,1,1.0,2.0,722.0,2,30,5,5,5,5,5,5,0,1
501,501,0,6,1,1,1,1.0,1.0,124.0,30,1125,9.0,9.0,10.0,10.0,8.0,9.0,0,1
502,502,0,5,2,3,1,1.0,1.0,293.0,1,1125,9.0,10.0,10.0,10.0,10.0,9.0,0,2
503,503,0,1,1,5,1,1.0,1.0,1142.0,2,1125,5,5,5,5,5,5,0,2
504,504,0,2,2,2,1,1.0,1.0,238.0,2,7,7.0,8.0,9.0,10.0,7.0,8.0,0,1
505,505,0,1,1,4,1,1.0,1.0,761.0,2,1125,5,5,5,5,5,5,0,2
506,506,0,1,1,1,1,1.0,1.0,761.0,2,1125,5,5,5,5,5,5,0,1
507,507,0,30,1,5,1,1.0,1.0,1444.0,1,1125,5,5,5,5,5,5,0,1
508,508,0,2,2,2,1,1.0,2.0,190.0,1,30,5,5,5,5,5,5,0,1
509,509,0,3,1,4,1,2.0,1.0,797.0,1,15,5,5,5,5,5,5,0,1
510,510,0,3,1,4,1,1.0,2.0,1047.0,1,1125,5,5,5,5,5,5,0,1
511,511,0,1,2,2,1,1.0,1.0,476.0,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,0,1
512,512,0,2,2,1,1,1.0,1.0,190.0,3,150,10.0,10.0,10.0,10.0,10.0,10.0,0,1
513,513,0,6,2,1,1,1.0,1.0,181.0,3,6,5,5,5,5,5,5,0,1
514,514,0,2,2,2,1,1.0,1.0,217.0,20,45,9.0,8.0,9.0,10.0,9.0,9.0,0,2
515,515,0,2,2,1,1,1.0,1.0,99.0,30,365,5,5,5,5,5,5,0,12
516,516,0,3,1,2,1,1.0,5.0,6652.0,2,1125,5,5,5,5,5,5,0,17
517,517,0,3,1,5,1,2.0,3.0,330.0,2,1125,10.0,9.0,10.0,10.0,9.0,9.0,1,17
518,518,0,6,1,1,1,1.0,1.0,904.0,2,1125,5,5,5,5,5,5,0,1
519,519,0,6,2,2,2,1.0,1.0,334.0,3,100,5,5,5,5,5,5,1,3
520,520,1,1,1,3,2,1.0,2.0,333.0,2,365,9.0,9.0,9.0,9.0,7.0,9.0,0,5
521,521,0,1,1,3,1,1.0,3.0,124.0,2,30,10.0,10.0,10.0,10.0,9.0,10.0,1,7
522,522,0,2,2,2,1,1.0,1.0,151.0,1,20,10.0,10.0,10.0,10.0,10.0,10.0,0,2
525,525,0,1,1,4,1,1.0,1.0,371.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
526,526,1,2,2,1,2,1.0,0.0,100.0,2,180,10.0,9.0,10.0,10.0,10.0,9.0,0,2
527,527,0,1,1,2,1,1.0,2.0,238.0,1,30,9.0,9.0,9.0,9.0,9.0,8.0,1,4
528,528,0,1,3,2,1,1.0,3.0,571.0,3,1125,5,5,5,5,5,5,1,1
529,529,0,1,1,2,1,1.0,1.0,666.0,4,30,10.0,10.0,10.0,10.0,8.0,10.0,0,1
530,530,0,1,1,5,1,3.0,4.0,241.0,1,90,9.0,9.0,10.0,10.0,10.0,9.0,1,3
531,531,0,3,3,5,1,2.0,3.0,521.0,2,1125,10.0,9.0,10.0,10.0,9.0,9.0,1,17
532,532,0,3,1,3,1,1.0,2.0,330.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,17
533,533,0,2,1,8,1,3.0,2.0,571.0,1,1125,5,5,5,5,5,5,1,1
535,535,0,2,2,1,1,1.0,1.0,666.0,2,20,5,5,5,5,5,5,1,1
536,536,0,4,2,2,1,1.0,1.0,75.0,1,15,10.0,10.0,10.0,10.0,10.0,10.0,1,1
537,537,0,1,1,2,1,1.0,2.0,1107.0,1,30,8.0,9.0,9.0,9.0,9.0,9.0,1,4
538,538,0,1,1,2,1,1.0,2.0,788.0,1,30,9.0,9.0,9.0,9.0,10.0,9.0,1,4
539,539,0,5,2,1,1,1.0,1.0,238.0,1,1125,5,5,5,5,5,5,0,1
