,Unnamed: 0,Unnamed: 0.1,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
3199,3413,3413,0,3,2,3,1.0,1.0,2.0,888.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,20
3200,3414,3414,0,1,2,2,1.0,1.0,1.0,150.0,1,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3201,3415,3415,0,2,2,2,1.0,1.0,1.0,143.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,4
3202,3416,3416,0,1,1,2,1.0,1.0,2.0,315.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3203,3417,3417,0,3,2,6,1.0,2.0,4.0,291.0,3,1125,9.0,9.0,10.0,10.0,9.0,9.0,0,5
3204,3418,3418,0,3,2,3,1.0,1.0,2.0,153.0,1,60,9.0,9.0,10.0,10.0,9.0,9.0,0,5
3205,3419,3419,0,5,1,4,1.0,1.0,1.0,201.0,7,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3206,3420,3420,1,3,1,7,2.0,3.0,4.0,371.0,3,1124,10.0,10.0,10.0,10.0,10.0,10.0,1,8
3207,3421,3421,0,2,1,2,1.0,1.0,1.0,428.0,7,1125,9.0,9.0,9.0,9.0,9.0,8.0,0,1
3208,3424,3424,1,2,2,2,1.0,1.0,1.0,180.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3209,3427,3427,0,1,2,1,1.0,1.0,1.0,285.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3210,3429,3429,0,1,1,2,1.0,1.0,1.0,263.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,13
3211,3430,3430,0,4,1,2,1.0,1.0,1.0,243.0,3,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,7
3212,3431,3431,0,12,2,1,1.0,1.0,1.0,433.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3216,3436,3436,1,3,1,3,1.0,1.0,2.0,466.0,1,1000,10.0,10.0,10.0,10.0,10.0,10.0,1,25
3217,3437,3437,0,3,2,3,1.0,1.0,2.0,153.0,1,1125,10.0,8.0,8.0,8.0,10.0,10.0,0,5
3218,3438,3438,0,4,1,4,1.0,2.0,2.0,238.0,3,1124,9.0,9.0,10.0,9.0,10.0,9.0,0,7
3219,3439,3439,0,4,1,4,1.0,2.0,2.0,200.0,2,12,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3220,3440,3440,0,19,1,4,2.0,3.0,3.0,671.0,1,1125,10.0,9.0,10.0,9.0,10.0,10.0,1,1
3221,3441,3441,0,2,2,4,1.0,1.0,1.0,190.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3222,3442,3442,0,21,4,1,1.0,1.0,1.0,244.0,1,1001,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3223,3443,3443,0,16,2,2,1.0,1.0,2.0,204.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3224,3444,3444,0,9,2,3,1.0,1.0,2.0,150.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3225,3445,3445,0,1,2,16,1.0,1.0,1.0,159.0,1,1125,9.0,8.0,9.0,9.0,10.0,9.0,1,5
3226,3446,3446,0,2,1,2,1.0,1.0,1.0,250.0,2,15,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3228,3448,3448,0,3,4,3,2.0,1.0,3.0,80.0,2,1125,9.0,9.0,9.0,9.0,10.0,9.0,1,15
3229,3449,3449,0,3,2,1,1.0,1.0,1.0,190.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3230,3450,3450,0,20,1,2,1.0,2.0,1.0,259.0,1,1125,8.0,9.0,10.0,10.0,8.0,9.0,0,1
3231,3451,3451,1,1,1,6,2.0,2.0,2.0,856.0,3,1125,10.0,10.0,10.0,10.0,9.0,9.0,1,19
3233,3453,3453,0,4,2,2,2.0,1.0,2.0,219.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3234,3454,3454,0,1,2,1,1.0,1.0,1.0,550.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3235,3455,3455,0,4,2,1,2.0,1.0,1.0,97.0,10,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3237,3457,3457,0,3,3,2,1.0,1.0,1.0,137.0,1,50,9.0,8.0,10.0,9.0,10.0,9.0,1,67
3238,3458,3458,0,3,3,2,1.0,1.0,1.0,117.0,1,50,9.0,9.0,10.0,10.0,10.0,9.0,1,67
3239,3459,3459,0,1,1,2,1.0,1.0,1.0,270.0,3,20,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3240,3460,3460,1,1,1,8,2.0,3.0,4.0,578.0,3,1125,10.0,9.0,9.0,10.0,10.0,9.0,1,8
3241,3461,3461,0,4,2,1,1.0,1.0,1.0,90.0,2,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3242,3462,3462,0,9,1,3,1.0,1.0,2.0,723.0,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,1
3243,3463,3463,0,4,2,2,1.0,1.0,1.0,244.0,1,15,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3244,3465,3465,0,1,1,6,1.0,3.0,0.0,733.0,4,99,9.0,10.0,9.0,8.0,9.0,9.0,0,7
3245,3466,3466,0,3,2,2,1.0,1.0,2.0,238.0,6,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
3246,3467,3467,0,3,3,2,1.0,1.0,1.0,124.0,1,500,8.0,9.0,9.0,9.0,8.0,9.0,1,67
3247,3469,3469,0,3,3,2,1.0,1.0,1.0,106.0,1,50,9.0,9.0,10.0,9.0,9.0,9.0,1,67
3248,3470,3470,0,3,3,2,1.0,1.0,2.0,141.0,1,500,9.0,10.0,10.0,10.0,10.0,9.0,1,67
3249,3471,3471,0,2,1,3,1.0,1.0,2.0,400.0,2,35,10.0,10.0,10.0,10.0,10.0,10.0,1,1
3250,3472,3472,0,3,2,3,1.0,1.0,2.0,314.0,6,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
3251,3473,3473,0,11,4,3,1.0,1.0,3.0,81.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,2
3252,3474,3474,0,5,1,4,2.0,1.0,1.0,714.0,4,365,10.0,9.0,10.0,10.0,10.0,9.0,0,1
3253,3475,3475,0,3,2,1,2.0,1.0,1.0,80.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3254,3476,3476,0,3,3,2,1.0,1.0,1.0,303.0,1,90,10.0,10.0,10.0,10.0,10.0,9.0,1,67
3255,3477,3477,0,3,3,2,1.0,1.0,1.0,144.0,1,120,10.0,9.0,10.0,10.0,10.0,10.0,1,67
3256,3478,3478,0,3,3,2,1.0,1.0,1.0,212.0,1,500,9.0,10.0,10.0,10.0,9.0,9.0,1,67
3257,3479,3479,0,3,3,2,1.0,1.0,1.0,99.0,1,90,9.0,9.0,10.0,9.0,10.0,9.0,1,67
3258,3480,3480,0,4,2,2,1.0,1.0,1.0,402.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3259,3481,3481,0,2,1,4,2.0,2.0,2.0,885.0,1,1125,9.0,9.0,10.0,9.0,10.0,10.0,0,4
3262,3485,3485,0,1,1,3,1.0,1.0,1.0,171.0,2,30,9.0,9.0,10.0,10.0,10.0,9.0,1,5
3263,3486,3486,0,1,2,2,1.0,1.0,1.0,190.0,2,1125,9.0,9.0,10.0,10.0,10.0,10.0,0,1
3264,3487,3487,0,11,2,1,1.0,1.0,1.0,204.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3265,3488,3488,0,8,1,8,2.0,2.0,3.0,604.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,10
3266,3489,3489,0,1,1,2,1.0,1.0,1.0,428.0,2,1125,10.0,10.0,9.0,9.0,10.0,9.0,0,3
3267,3492,3492,0,8,1,4,1.0,1.0,1.0,443.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,10
3268,3493,3493,0,8,1,4,1.0,1.0,1.0,443.0,3,1125,10.0,9.0,10.0,9.0,9.0,9.0,0,10
3269,3494,3494,0,1,1,3,1.0,1.0,2.0,333.0,5,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3270,3495,3495,0,5,1,2,1.0,1.0,1.0,161.0,3,20,9.0,10.0,10.0,10.0,9.0,9.0,0,1
3271,3496,3496,1,1,2,2,1.0,1.0,2.0,442.0,15,30,10.0,10.0,10.0,10.0,9.0,10.0,1,6
3272,3497,3497,0,5,2,3,1.0,1.0,2.0,238.0,1,5,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3273,3498,3498,0,7,2,2,1.0,1.0,2.0,163.0,1,5,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3274,3499,3499,0,12,1,2,1.0,3.0,2.0,626.0,3,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3276,3501,3501,0,7,1,2,0.0,1.0,2.0,204.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3277,3502,3502,1,1,1,6,2.0,2.0,2.0,394.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,8
3279,3504,3504,1,1,1,3,1.0,1.0,3.0,352.0,2,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,11
3280,3505,3505,0,2,2,2,1.0,1.0,1.0,285.0,3,10,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3281,3506,3506,0,4,2,2,1.0,1.0,1.0,407.0,1,10,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3282,3507,3507,0,24,2,2,1.0,1.0,2.0,857.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3283,3508,3508,0,18,2,2,2.0,1.0,2.0,244.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3284,3509,3509,0,22,2,1,1.0,1.0,1.0,407.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3285,3510,3510,0,2,1,7,1.0,2.0,5.0,805.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
3286,3511,3511,1,17,1,2,2.0,1.0,1.0,407.0,3,180,10.0,9.0,10.0,10.0,10.0,10.0,0,5
3287,3512,3512,0,1,1,6,1.0,3.0,4.0,805.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
3289,3514,3514,0,11,2,3,1.0,1.0,3.0,578.0,30,180,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3290,3515,3515,0,2,1,3,1.0,1.0,2.0,571.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3291,3516,3516,0,5,1,3,1.0,1.0,1.0,563.0,20,40,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3292,3517,3517,0,1,2,2,1.0,1.0,1.0,483.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3294,3519,3519,0,22,1,2,1.0,1.0,1.0,285.0,10,180,10.0,9.0,10.0,10.0,9.0,9.0,0,1
3296,3521,3521,0,4,2,1,1.0,1.0,1.0,233.0,7,365,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3297,3522,3522,0,1,1,5,1.0,2.0,3.0,761.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3298,3523,3523,0,28,2,2,1.0,1.0,2.0,204.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3299,3524,3524,0,1,2,1,1.0,1.0,1.0,402.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3300,3525,3525,0,4,2,1,1.0,1.0,1.0,80.0,4,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,10
3301,3526,3526,0,4,2,2,1.0,1.0,1.0,163.0,1,1125,9.0,9.0,9.0,10.0,10.0,9.0,0,1
3302,3527,3527,0,1,1,5,2.0,2.0,2.0,250.0,5,365,9.0,9.0,10.0,10.0,9.0,10.0,0,9
3303,3528,3528,0,3,1,6,1.0,3.0,6.0,476.0,1,1125,9.0,9.0,9.0,9.0,9.0,8.0,1,1
3304,3529,3529,0,4,2,2,1.0,1.0,1.0,815.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3305,3530,3530,0,1,2,2,1.0,1.0,1.0,314.0,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3306,3531,3531,0,2,1,4,1.0,1.0,1.0,443.0,4,300,10.0,10.0,10.0,10.0,10.0,9.0,0,2
3307,3532,3532,0,19,1,4,1.0,1.0,3.0,727.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3308,3533,3533,0,2,2,2,1.0,1.0,1.0,161.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3309,3534,3534,0,22,1,2,1.0,1.0,1.0,309.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,1,23
3311,3536,3536,0,1,1,4,1.0,1.0,2.0,371.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
3312,3537,3537,0,5,2,3,1.0,1.0,1.0,313.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3314,3539,3539,0,22,1,4,1.0,1.0,1.0,379.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,1,23
3315,3540,3540,0,22,1,2,1.0,1.0,1.0,329.0,1,235,2.0,2.0,8.0,2.0,2.0,2.0,1,23
3317,3542,3542,0,2,2,1,1.0,1.0,1.0,121.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
3319,3544,3544,0,4,2,3,1.0,2.0,2.0,113.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3320,3545,3545,0,4,2,1,1.0,1.0,1.0,114.0,2,180,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3321,3546,3546,0,1,2,2,1.0,1.0,1.0,219.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3322,3547,3547,0,1,2,1,1.0,1.0,1.0,122.0,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3323,3548,3548,1,1,1,4,1.0,2.0,2.0,322.0,1,365,8.0,8.0,8.0,10.0,10.0,10.0,0,5
3325,3550,3550,0,2,2,3,1.0,1.0,2.0,233.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3326,3551,3551,0,6,1,1,1.0,1.0,1.0,407.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3327,3552,3552,0,1,1,5,1.0,1.0,3.0,933.0,1,400,9.0,7.0,9.0,10.0,10.0,9.0,0,11
3328,3553,3553,0,5,2,2,1.0,1.0,1.0,381.0,2,15,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3329,3554,3554,0,11,1,2,1.0,1.0,1.0,815.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3330,3555,3555,0,1,2,2,1.0,1.0,1.0,80.0,5,1125,2.0,2.0,8.0,10.0,10.0,6.0,0,1
3331,3557,3557,1,5,1,3,1.0,1.0,2.0,351.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,4
3332,3558,3558,0,2,2,2,1.0,1.0,1.0,190.0,2,15,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3333,3559,3559,0,6,2,1,1.0,1.0,1.0,60.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3334,3560,3560,1,1,1,4,1.0,2.0,2.0,714.0,5,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3335,3561,3561,0,1,2,3,1.0,1.0,2.0,580.0,1,400,10.0,9.0,10.0,10.0,10.0,9.0,0,11
3337,3563,3563,0,6,2,2,1.0,1.0,1.0,81.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3338,3564,3564,0,5,1,2,1.0,1.0,1.0,563.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3339,3565,3565,0,4,1,5,1.0,2.0,3.0,271.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
3340,3566,3566,0,5,1,3,1.0,2.0,2.0,612.0,14,1125,10.0,10.0,10.0,10.0,10.0,9.0,0,29
3342,3568,3568,0,2,2,2,1.0,1.0,1.0,282.0,7,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3343,3569,3569,0,3,3,2,1.0,1.0,1.0,169.0,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,15
3344,3570,3570,0,20,2,2,1.0,1.0,2.0,163.0,3,30,5.0,5.0,5.0,5.0,5.0,5.0,0,2
3345,3571,3571,0,1,2,1,1.0,2.0,2.0,153.0,3,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3346,3572,3572,0,1,2,2,1.0,1.0,1.0,201.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3347,3573,3573,1,1,4,4,1.0,1.0,4.0,66.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,15
3348,3574,3574,1,1,4,4,1.0,1.0,4.0,66.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,15
3349,3575,3575,1,1,4,4,1.0,1.0,4.0,75.0,1,1125,10.0,10.0,10.0,9.0,10.0,9.0,1,15
3350,3576,3576,1,1,4,4,1.0,1.0,4.0,75.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,15
3351,3577,3577,0,4,2,1,1.0,1.0,1.0,60.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3352,3578,3578,0,3,1,2,1.0,1.0,2.0,228.0,1,1125,9.0,9.0,9.0,9.0,10.0,9.0,0,5
3353,3579,3579,0,6,2,3,1.0,1.0,2.0,563.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3354,3580,3580,0,11,2,2,1.0,1.0,1.0,337.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3355,3581,3581,0,10,2,2,1.0,1.0,2.0,147.0,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,0,1
3356,3582,3582,0,13,2,2,1.0,1.0,1.0,529.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3357,3583,3583,0,1,1,5,1.0,2.0,4.0,190.0,2,1125,9.0,9.0,10.0,10.0,9.0,9.0,1,5
3358,3584,3584,0,5,2,1,1.0,1.0,1.0,241.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3359,3585,3585,0,1,2,2,1.0,1.0,1.0,97.0,2,8,10.0,9.0,10.0,10.0,10.0,10.0,0,2
3360,3586,3586,0,4,2,1,1.0,1.0,1.0,322.0,1,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3362,3588,3588,0,17,1,4,1.0,1.0,2.0,367.0,250,365,10.0,10.0,10.0,10.0,10.0,10.0,1,2
3363,3589,3589,1,3,3,2,1.0,1.0,1.0,272.0,1,1125,9.0,9.0,9.0,10.0,10.0,10.0,1,10
3364,3590,3590,0,3,1,4,1.0,1.0,2.0,276.0,1,1125,9.0,9.0,9.0,10.0,10.0,9.0,0,5
3365,3591,3591,0,3,2,2,1.0,1.0,1.0,163.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3366,3592,3592,0,35,2,2,1.0,1.0,1.0,244.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3367,3593,3593,0,3,1,4,1.0,1.0,2.0,333.0,1,1125,9.0,9.0,10.0,9.0,10.0,9.0,0,5
3368,3594,3594,1,1,1,3,1.0,1.0,1.0,181.0,1,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,1
3369,3595,3595,1,3,1,2,1.0,1.0,2.0,419.0,2,360,10.0,9.0,10.0,10.0,10.0,10.0,1,4
3370,3596,3596,0,3,1,2,1.0,1.0,2.0,563.0,30,364,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3372,3598,3598,1,2,1,6,1.0,3.0,3.0,200.0,2,300,10.0,8.0,10.0,10.0,10.0,8.0,1,1
3373,3599,3599,0,1,2,2,1.0,1.0,1.0,176.0,1,91,9.0,9.0,8.0,9.0,9.0,9.0,0,3
3374,3600,3600,0,4,1,6,1.0,2.0,2.0,296.0,1,1125,10.0,9.0,10.0,10.0,9.0,9.0,0,1
3375,3602,3602,0,2,1,3,1.0,2.0,2.0,428.0,2,20,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3377,3604,3604,0,2,2,2,1.0,1.0,1.0,285.0,2,15,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3378,3605,3605,0,17,4,2,1.0,1.0,2.0,122.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3379,3606,3606,0,2,2,2,1.0,1.0,1.0,190.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3380,3607,3607,0,1,1,4,1.0,1.0,2.0,371.0,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,5
3381,3608,3608,0,4,2,1,1.0,1.0,1.0,145.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3382,3609,3609,0,1,2,1,1.0,1.0,1.0,362.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3383,3610,3610,0,18,2,2,1.0,1.0,1.0,80.0,1,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3384,3611,3611,0,3,1,5,1.0,1.0,3.0,333.0,2,1125,8.0,8.0,8.0,9.0,9.0,9.0,0,3
3385,3612,3612,0,12,2,2,1.0,1.0,2.0,815.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3386,3613,3613,0,4,1,3,1.0,2.0,3.0,322.0,60,3600,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3387,3614,3614,0,5,2,2,2.0,1.0,1.0,290.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
3388,3615,3615,0,1,1,2,1.0,1.0,1.0,161.0,60,364,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3389,3616,3616,0,9,2,2,2.0,1.0,1.0,244.0,2,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3390,3617,3617,0,4,2,1,1.0,1.0,1.0,80.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3391,3618,3618,0,9,1,2,1.0,1.0,1.0,866.0,5,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3394,3621,3621,0,6,2,2,1.0,1.0,2.0,100.0,1,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3395,3622,3622,0,3,2,2,1.0,1.0,1.0,139.0,4,1124,9.0,9.0,10.0,10.0,9.0,9.0,0,8
3397,3624,3624,0,1,1,3,1.0,1.0,2.0,371.0,3,120,10.0,10.0,10.0,10.0,10.0,9.0,0,5
3398,3625,3625,0,2,4,2,1.0,1.0,2.0,322.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3399,3626,3626,0,6,2,2,1.0,2.0,2.0,110.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
3400,3627,3627,0,1,1,4,1.0,1.0,2.0,476.0,7,60,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3401,3628,3628,1,4,1,8,1.0,3.0,6.0,700.0,2,30,10.0,8.0,10.0,10.0,10.0,10.0,0,7
3402,3629,3629,0,1,2,1,1.0,1.0,1.0,285.0,3,10,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3403,3630,3630,1,6,1,4,2.0,2.0,3.0,299.0,3,28,10.0,10.0,10.0,10.0,10.0,10.0,0,2
3404,3631,3631,0,18,4,1,1.0,1.0,2.0,204.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3405,3632,3632,1,3,2,3,1.0,1.0,3.0,181.0,2,1125,9.0,8.0,10.0,9.0,9.0,9.0,1,11
3406,3633,3633,0,5,2,1,1.0,1.0,1.0,322.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3407,3634,3634,0,12,2,2,1.0,1.0,1.0,80.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
3408,3635,3635,0,2,2,2,2.0,1.0,2.0,201.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3409,3636,3636,0,15,1,2,1.0,1.0,2.0,367.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3410,3637,3637,0,5,2,2,1.0,1.0,1.0,90.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3411,3638,3638,0,6,2,1,1.0,1.0,1.0,108.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3412,3639,3639,0,1,1,2,1.0,1.0,1.0,885.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,4
3413,3640,3640,0,6,1,6,1.0,2.0,3.0,857.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3414,3641,3641,1,3,1,2,1.0,2.0,3.0,419.0,2,500,10.0,10.0,10.0,10.0,10.0,10.0,1,4
3415,3642,3642,0,1,1,2,1.0,1.0,1.0,207.0,1,1125,10.0,9.0,10.0,10.0,9.0,9.0,1,13
3416,3643,3643,0,1,1,4,1.0,1.0,2.0,290.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3417,3644,3644,0,6,2,2,2.0,1.0,2.0,50.0,2,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3418,3645,3645,0,14,1,2,1.0,1.0,1.0,241.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3419,3646,3646,0,3,3,2,1.0,1.0,1.0,143.0,1,90,10.0,9.0,10.0,10.0,10.0,9.0,1,67
3420,3647,3647,0,3,3,2,1.0,1.0,1.0,146.0,1,500,9.0,9.0,10.0,10.0,10.0,9.0,1,67
3421,3648,3648,0,24,1,5,2.0,2.0,2.0,407.0,3,16,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3422,3649,3649,1,3,3,6,1.0,1.0,6.0,95.0,1,1125,9.0,8.0,9.0,10.0,10.0,9.0,1,10
3423,3650,3650,0,4,2,2,1.0,1.0,1.0,201.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3424,3651,3651,0,6,2,4,1.0,1.0,3.0,326.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3425,3652,3652,1,2,1,4,2.0,2.0,3.0,629.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,7
3426,3653,3653,0,3,1,3,1.0,1.0,2.0,228.0,1,1125,8.0,9.0,9.0,9.0,9.0,9.0,1,5
3427,3654,3654,0,1,1,3,1.0,1.0,2.0,381.0,1,10000,5.0,5.0,5.0,5.0,5.0,5.0,0,5
3428,3655,3655,0,2,1,3,1.0,1.0,1.0,736.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3429,3656,3656,0,24,1,2,1.0,1.0,1.0,570.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
3430,3657,3657,0,2,2,1,1.0,1.0,1.0,95.0,60,999,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3431,3658,3658,0,6,2,2,2.0,1.0,1.0,720.0,2,5,10.0,10.0,10.0,10.0,10.0,10.0,1,1
3432,3659,3659,0,2,2,2,1.0,1.0,1.0,402.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3433,3660,3660,0,14,2,2,2.0,1.0,3.0,815.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
3434,3661,3661,0,1,1,4,1.0,2.0,2.0,350.0,5,1125,10.0,9.0,9.0,10.0,9.0,9.0,0,1
