,Unnamed: 0,Unnamed: 0.1,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
0,0,0,0,5,1,3,1.0,2.0,2.0,965.0,365,900,9.0,9.0,10.0,10.0,10.0,9.0,0,2
1,1,1,0,1,1,2,1.0,1.0,1.0,289.0,30,90,10.0,9.0,10.0,10.0,10.0,10.0,0,1
3,3,3,0,1,2,3,1.0,1.0,1.0,407.0,3,15,5.0,5.0,5.0,5.0,5.0,5.0,0,1
4,4,4,0,1,2,2,1.0,1.0,1.0,952.0,1,2,5.0,5.0,5.0,5.0,5.0,5.0,1,1
5,5,5,0,2,2,2,1.0,1.0,1.0,503.0,2,15,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6,6,6,0,1,2,1,1.0,1.0,1.0,555.0,1,730,5.0,5.0,5.0,5.0,5.0,5.0,0,1
7,7,7,1,1,1,2,1.0,1.0,1.0,295.0,30,730,9.0,9.0,9.0,10.0,8.0,9.0,0,3
8,9,9,0,1,1,5,1.0,2.0,2.0,561.0,5,365,9.0,10.0,10.0,10.0,9.0,9.0,0,7
9,10,10,1,1,2,2,1.0,1.0,1.0,884.0,180,180,9.0,9.0,10.0,9.0,10.0,9.0,0,1
10,11,11,0,5,1,3,1.0,1.0,2.0,443.0,30,300,9.0,9.0,9.0,9.0,8.0,8.0,0,8
11,12,12,0,1,2,1,2.0,1.0,1.0,407.0,3,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
12,13,13,1,6,1,4,2.0,2.0,2.0,571.0,3,180,10.0,10.0,10.0,10.0,10.0,9.0,0,2
13,15,15,0,1,1,5,1.0,2.0,2.0,561.0,5,365,9.0,10.0,10.0,10.0,9.0,9.0,0,7
14,16,16,0,1,1,2,1.0,1.0,1.0,285.0,28,150,8.0,8.0,9.0,9.0,9.0,8.0,0,3
15,17,17,0,1,2,3,1.0,1.0,1.0,761.0,3,365,5.0,5.0,5.0,5.0,5.0,5.0,0,3
16,18,18,0,1,2,1,2.0,2.0,2.0,358.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
17,19,19,0,1,1,3,1.0,1.0,2.0,250.0,5,786,9.0,7.0,9.0,9.0,9.0,8.0,0,2
18,20,20,0,1,1,6,2.0,3.0,4.0,952.0,3,730,10.0,10.0,10.0,10.0,10.0,10.0,0,9
19,21,21,0,1,2,2,2.0,1.0,1.0,241.0,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,0,1
20,22,22,1,1,2,1,1.0,1.0,1.0,143.0,2,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
21,23,23,0,5,2,2,1.0,1.0,1.0,155.0,15,300,9.0,9.0,10.0,10.0,9.0,9.0,0,8
22,24,24,0,1,1,4,1.0,2.0,2.0,435.0,2,30,7.0,7.0,10.0,7.0,10.0,7.0,0,1
23,25,25,0,3,1,6,1.0,3.0,4.0,521.0,2,100,9.0,9.0,10.0,10.0,10.0,9.0,1,13
24,26,26,1,1,1,5,1.0,2.0,2.0,281.0,3,28,10.0,10.0,10.0,10.0,9.0,9.0,1,2
25,27,27,0,1,1,5,1.0,2.0,3.0,466.0,4,45,9.0,9.0,10.0,10.0,10.0,9.0,0,2
26,28,28,0,4,2,2,1.0,1.0,1.0,407.0,1,14,10.0,10.0,10.0,10.0,10.0,10.0,0,1
28,30,30,1,1,2,1,1.0,1.0,1.0,114.0,20,1124,10.0,9.0,10.0,10.0,10.0,9.0,0,9
29,33,33,0,4,1,4,1.0,2.0,2.0,407.0,4,60,10.0,10.0,10.0,10.0,10.0,10.0,1,1
30,34,34,0,1,1,6,1.0,2.0,5.0,476.0,3,365,9.0,8.0,10.0,10.0,8.0,9.0,1,3
31,35,35,0,1,1,4,1.0,1.0,1.0,428.0,15,150,9.0,8.0,9.0,8.0,7.0,8.0,0,3
32,36,36,0,2,2,1,1.0,1.0,1.0,483.0,1,730,5.0,5.0,5.0,5.0,5.0,5.0,0,1
33,37,37,1,11,2,2,2.0,1.0,2.0,212.0,2,365,9.0,8.0,10.0,10.0,9.0,10.0,0,2
34,40,40,0,1,1,3,1.0,1.0,1.0,483.0,3,10,9.0,10.0,10.0,10.0,10.0,9.0,0,2
36,42,42,0,1,1,6,1.0,2.0,2.0,904.0,2,365,9.0,9.0,9.0,10.0,9.0,8.0,1,3
37,43,43,1,1,1,5,1.0,2.0,2.0,314.0,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,9
38,44,44,1,1,1,4,1.0,2.0,2.0,942.0,2,365,10.0,10.0,10.0,10.0,10.0,10.0,0,3
39,45,45,0,9,1,2,2.0,1.0,2.0,844.0,3,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
40,46,46,1,6,1,4,1.0,1.0,3.0,407.0,30,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
42,48,48,0,2,2,2,1.0,1.0,1.0,241.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
43,49,49,0,1,2,2,1.0,1.0,1.0,201.0,2,20,10.0,10.0,10.0,10.0,10.0,10.0,0,2
44,50,50,1,1,2,1,1.0,1.0,1.0,143.0,20,1124,10.0,9.0,10.0,10.0,10.0,10.0,0,9
45,51,51,1,1,2,1,1.0,1.0,1.0,116.0,16,1124,9.0,8.0,10.0,9.0,9.0,9.0,0,9
46,52,52,0,6,2,1,1.0,1.0,1.0,231.0,1,730,5.0,5.0,5.0,5.0,5.0,5.0,0,1
47,54,54,0,1,1,3,1.0,1.0,1.0,238.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
48,55,55,0,1,1,3,2.0,1.0,2.0,381.0,14,730,8.0,8.0,10.0,10.0,10.0,10.0,0,2
49,56,56,0,1,2,2,1.0,1.0,1.0,337.0,3,90,10.0,10.0,10.0,10.0,10.0,10.0,0,1
51,58,58,0,4,1,4,1.0,3.0,3.0,674.0,3,365,9.0,9.0,10.0,10.0,9.0,9.0,1,3
52,59,59,0,3,2,3,0.0,1.0,2.0,143.0,20,210,10.0,9.0,10.0,10.0,10.0,10.0,0,2
53,60,60,0,1,1,3,1.0,1.0,1.0,213.0,30,365,10.0,9.0,10.0,10.0,10.0,9.0,0,12
54,61,61,0,1,1,4,1.0,2.0,2.0,561.0,5,365,9.0,10.0,10.0,10.0,10.0,8.0,0,7
55,62,62,1,6,1,3,1.0,1.0,1.0,381.0,3,180,10.0,10.0,10.0,10.0,10.0,10.0,0,2
56,63,63,0,4,2,6,1.0,1.0,6.0,155.0,1,365,10.0,9.0,10.0,10.0,9.0,10.0,0,1
57,64,64,0,2,2,1,1.0,1.0,1.0,381.0,5,660,5.0,5.0,5.0,5.0,5.0,5.0,0,1
58,66,66,0,1,1,4,1.0,2.0,2.0,942.0,5,365,9.0,9.0,10.0,9.0,8.0,9.0,0,7
59,67,67,0,3,2,4,1.0,1.0,0.0,564.0,1,1125,8.0,9.0,9.0,9.0,9.0,9.0,1,3
60,68,68,0,1,2,1,2.0,1.0,1.0,333.0,14,760,8.0,8.0,10.0,8.0,10.0,10.0,0,2
61,69,69,0,4,2,1,1.0,1.0,1.0,146.0,2,365,10.0,10.0,10.0,10.0,10.0,9.0,0,2
62,70,70,0,4,2,1,1.0,1.0,1.0,177.0,2,760,10.0,8.0,10.0,10.0,10.0,10.0,0,2
63,71,71,0,3,2,2,1.0,1.0,2.0,523.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
64,72,72,0,3,2,3,1.0,1.0,3.0,714.0,2,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
65,73,73,0,1,1,2,1.0,1.0,1.0,476.0,7,90,5.0,10.0,10.0,10.0,10.0,10.0,0,1
66,74,74,0,1,1,5,1.0,3.0,4.0,769.0,1,365,9.0,9.0,9.0,10.0,10.0,9.0,1,3
67,75,75,0,1,2,2,1.0,1.0,1.0,856.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
68,76,76,0,1,1,8,1.0,2.0,2.0,952.0,2,760,5.0,5.0,5.0,5.0,5.0,5.0,0,1
69,77,77,0,3,2,3,2.0,1.0,2.0,107.0,3,200,10.0,10.0,10.0,10.0,10.0,10.0,1,15
70,78,78,0,3,2,3,2.0,1.0,3.0,89.0,2,1125,9.0,9.0,9.0,10.0,9.0,9.0,1,15
72,80,80,1,1,1,6,2.0,2.0,3.0,514.0,2,60,10.0,10.0,10.0,10.0,10.0,9.0,1,13
73,81,81,0,2,1,2,1.0,2.0,1.0,402.0,2,365,10.0,10.0,10.0,10.0,10.0,10.0,0,1
74,82,82,0,2,2,2,1.0,1.0,1.0,322.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,2
75,83,83,0,3,2,3,2.0,1.0,3.0,89.0,2,100,9.0,9.0,10.0,10.0,9.0,9.0,1,15
76,84,84,0,3,1,3,1.0,3.0,3.0,476.0,7,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
77,85,85,0,1,1,3,1.0,1.0,2.0,266.0,3,800,9.0,10.0,10.0,10.0,10.0,9.0,0,12
79,87,87,0,3,4,3,2.0,1.0,3.0,80.0,2,300,9.0,9.0,9.0,9.0,9.0,9.0,1,15
80,88,88,0,4,1,3,1.0,1.0,2.0,362.0,3,760,9.0,9.0,9.0,9.0,9.0,9.0,0,3
81,89,89,0,4,1,5,1.0,2.0,3.0,619.0,3,760,9.0,8.0,9.0,9.0,9.0,9.0,0,3
82,90,90,0,4,1,4,1.0,1.0,2.0,428.0,3,365,9.0,9.0,9.0,8.0,9.0,8.0,0,3
83,91,91,0,4,1,4,1.0,3.0,2.0,806.0,4,15,5.0,5.0,5.0,5.0,5.0,5.0,1,2
85,93,93,0,1,1,2,1.0,1.0,1.0,714.0,7,10,5.0,5.0,5.0,5.0,5.0,5.0,0,1
86,94,94,1,1,1,3,1.0,2.0,2.0,544.0,6,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
87,95,95,1,1,1,3,1.0,2.0,2.0,544.0,6,1125,10.0,10.0,10.0,10.0,10.0,9.0,0,4
88,96,96,1,1,1,3,1.0,2.0,2.0,536.0,6,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
89,97,97,1,1,1,2,1.0,1.0,1.0,483.0,6,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
90,98,98,0,1,1,6,1.0,2.0,2.0,952.0,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,0,1
91,99,99,0,2,2,1,1.0,1.0,1.0,161.0,1,365,9.0,10.0,10.0,10.0,9.0,10.0,0,4
92,100,100,0,2,2,2,1.0,1.0,1.0,190.0,2,365,9.0,9.0,9.0,9.0,9.0,9.0,0,4
93,101,101,0,1,1,6,1.0,2.0,2.0,666.0,6,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,3
94,102,102,0,1,1,4,1.0,2.0,2.0,666.0,6,90,10.0,10.0,10.0,10.0,10.0,10.0,0,3
95,103,103,0,18,1,4,1.0,2.0,3.0,857.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
97,106,106,0,19,1,6,1.0,3.0,3.0,770.0,1,365,10.0,9.0,10.0,10.0,9.0,9.0,0,1
98,107,107,0,1,1,4,2.0,2.0,2.0,442.0,3,365,10.0,10.0,10.0,10.0,8.0,9.0,0,2
99,108,108,0,2,2,1,1.0,1.0,1.0,177.0,2,12,10.0,10.0,10.0,10.0,10.0,10.0,0,1
100,109,109,0,5,2,1,1.0,1.0,1.0,187.0,3,100,10.0,10.0,10.0,10.0,10.0,10.0,1,1
103,113,113,0,5,2,2,1.0,1.0,1.0,383.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
104,114,114,0,6,1,1,1.0,1.0,1.0,333.0,1,21,5.0,5.0,5.0,5.0,5.0,5.0,0,1
107,118,118,0,6,2,1,1.0,1.0,1.0,385.0,1,15,5.0,5.0,5.0,5.0,5.0,5.0,0,2
109,120,120,0,3,2,3,2.0,1.0,2.0,113.0,2,200,9.0,9.0,9.0,10.0,9.0,9.0,1,15
110,121,121,1,1,1,3,1.0,1.0,2.0,400.0,2,364,9.0,9.0,9.0,9.0,9.0,9.0,0,3
112,123,123,0,6,2,2,1.0,1.0,1.0,337.0,2,10,5.0,5.0,5.0,5.0,5.0,5.0,0,2
113,124,124,0,2,3,6,2.0,3.0,4.0,966.0,10,150,10.0,8.0,10.0,10.0,10.0,10.0,1,1
114,126,126,0,1,1,2,1.0,1.0,2.0,571.0,30,730,5.0,5.0,5.0,5.0,5.0,5.0,0,1
115,127,127,1,1,1,5,1.0,1.0,2.0,305.0,2,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,9
116,129,129,0,1,2,1,2.0,1.0,1.0,86.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,8
117,130,130,0,4,2,1,1.0,1.0,1.0,333.0,2,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
118,131,131,0,1,1,6,2.5,2.0,4.0,523.0,60,365,9.0,9.0,10.0,10.0,10.0,9.0,0,1
119,132,132,0,1,1,3,1.0,1.0,2.0,270.0,1,450,9.0,9.0,10.0,10.0,10.0,9.0,0,12
120,133,133,0,19,1,5,1.0,3.0,3.0,674.0,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,1
122,135,135,1,11,2,2,2.0,1.0,1.0,165.0,3,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,2
123,136,136,0,4,1,8,1.0,3.0,4.0,428.0,3,1125,9.0,7.0,9.0,9.0,10.0,9.0,0,2
124,137,137,0,1,1,3,1.0,1.0,2.0,235.0,2,450,9.0,8.0,9.0,9.0,10.0,9.0,0,12
125,138,138,0,2,2,2,1.0,1.0,1.0,448.0,3,14,10.0,10.0,10.0,10.0,10.0,10.0,0,1
127,140,140,0,5,1,4,1.0,2.0,3.0,201.0,3,15,5.0,5.0,5.0,5.0,5.0,5.0,0,1
129,142,142,0,1,2,1,2.0,1.0,1.0,143.0,2,99,7.0,8.0,9.0,8.0,9.0,8.0,1,8
130,144,144,0,1,1,4,1.0,1.0,2.0,619.0,2,365,9.0,9.0,9.0,10.0,9.0,9.0,1,3
131,145,145,0,1,1,5,2.0,2.0,4.0,818.0,3,365,9.0,9.0,9.0,10.0,10.0,9.0,0,7
132,146,146,0,2,2,4,1.0,1.0,4.0,381.0,2,60,10.0,8.0,10.0,10.0,10.0,8.0,1,1
133,147,147,0,1,1,3,1.0,2.0,2.0,190.0,5,1125,10.0,9.0,10.0,10.0,9.0,10.0,0,1
134,148,148,0,1,1,5,1.0,2.0,2.0,942.0,5,1125,2.0,6.0,6.0,4.0,6.0,2.0,0,7
135,149,149,0,2,1,4,1.0,1.0,1.0,476.0,1,1125,10.0,9.0,9.0,10.0,9.0,9.0,0,1
136,150,150,0,2,1,4,2.0,2.0,1.0,177.0,3,1125,9.0,8.0,9.0,9.0,10.0,9.0,1,1
137,151,151,0,3,2,4,2.0,1.0,6.0,113.0,2,200,9.0,8.0,9.0,10.0,9.0,9.0,1,15
138,152,152,0,5,2,6,1.0,3.0,3.0,326.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,2
139,153,153,1,1,1,2,1.0,1.0,1.0,466.0,2,120,10.0,10.0,10.0,10.0,10.0,10.0,1,5
140,154,154,0,13,1,4,1.0,1.0,2.0,799.0,6,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,1
141,155,155,0,2,2,1,1.0,1.0,1.0,190.0,2,1825,10.0,10.0,10.0,10.0,10.0,10.0,0,1
144,158,158,0,2,2,2,1.0,1.0,1.0,218.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
145,159,159,0,21,1,4,1.0,1.0,1.0,481.0,2,1125,8.0,10.0,10.0,10.0,8.0,10.0,0,1
146,160,160,0,3,2,1,0.0,1.0,1.0,95.0,20,210,10.0,10.0,10.0,10.0,10.0,10.0,0,2
148,162,162,0,2,2,1,1.0,1.0,1.0,95.0,1,1125,9.0,8.0,10.0,10.0,9.0,10.0,0,1
149,163,163,1,1,1,6,2.0,3.0,4.0,761.0,2,60,10.0,10.0,10.0,10.0,10.0,9.0,1,13
150,164,164,1,1,1,6,2.0,3.0,3.0,761.0,2,60,10.0,10.0,10.0,10.0,10.0,10.0,1,13
151,165,165,0,4,2,1,1.0,1.0,1.0,122.0,1,14,5.0,5.0,5.0,5.0,5.0,5.0,0,1
152,166,166,1,1,1,5,1.0,2.0,3.0,483.0,2,60,10.0,10.0,10.0,10.0,10.0,10.0,1,13
153,167,167,1,1,1,2,1.0,1.0,1.0,390.0,2,60,10.0,10.0,10.0,10.0,9.0,9.0,1,13
154,168,168,0,1,1,6,1.0,2.0,2.0,942.0,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,0,11
156,170,170,0,1,2,1,1.0,1.0,1.0,129.0,3,1095,9.0,8.0,10.0,10.0,7.0,9.0,1,6
157,171,171,0,1,1,3,1.0,1.0,1.0,282.0,2,1095,9.0,9.0,10.0,10.0,8.0,9.0,1,6
158,172,172,0,1,1,4,2.0,2.0,2.0,657.0,8,1125,10.0,9.0,9.0,10.0,10.0,9.0,0,1
159,173,173,0,4,2,2,1.0,1.0,2.0,241.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
160,174,174,0,1,2,2,2.0,1.0,2.0,443.0,1,45,10.0,10.0,10.0,10.0,10.0,9.0,0,3
161,175,175,0,1,1,5,1.0,2.0,2.0,571.0,2,1125,8.0,7.0,9.0,9.0,8.0,8.0,0,5
162,176,176,0,5,1,4,2.0,2.0,2.0,724.0,5,1125,9.0,10.0,10.0,10.0,10.0,10.0,0,1
165,179,179,0,1,2,1,1.0,1.0,1.0,121.0,3,365,9.0,8.0,10.0,9.0,8.0,8.0,1,6
166,180,180,1,2,1,6,1.0,2.0,3.0,475.0,3,30,10.0,10.0,10.0,10.0,10.0,10.0,1,2
169,183,183,0,1,1,3,1.0,1.0,1.0,209.0,3,1125,9.0,9.0,9.0,9.0,10.0,10.0,1,6
170,184,184,0,1,2,2,1.0,1.0,1.0,428.0,3,30,5.0,5.0,5.0,5.0,5.0,5.0,0,2
172,186,186,0,1,2,1,1.0,1.0,1.0,241.0,2,60,5.0,5.0,5.0,5.0,5.0,5.0,0,1
174,188,188,1,1,2,2,1.0,1.0,2.0,266.0,7,1125,8.0,8.0,9.0,9.0,10.0,9.0,1,3
175,189,189,0,1,2,1,1.0,1.0,1.0,145.0,3,1095,9.0,9.0,10.0,9.0,8.0,9.0,1,6
176,190,190,0,1,2,1,1.0,1.0,1.0,121.0,3,1095,9.0,9.0,9.0,9.0,6.0,8.0,0,6
177,191,191,1,2,1,5,2.0,2.0,2.0,539.0,2,30,10.0,9.0,10.0,10.0,10.0,10.0,1,2
178,192,192,0,11,2,2,1.0,1.0,1.0,578.0,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
179,193,193,0,1,1,6,1.0,2.0,5.0,897.0,30,1125,8.0,8.0,9.0,9.0,9.0,9.0,1,5
180,194,194,0,11,2,2,1.0,1.0,1.0,578.0,5,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,4
181,195,195,0,11,2,1,1.0,1.0,1.0,385.0,5,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,4
182,196,196,0,2,1,4,1.0,2.0,1.0,204.0,2,1125,9.0,10.0,10.0,10.0,9.0,10.0,0,3
183,197,197,0,2,1,1,1.0,1.0,1.0,530.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
184,198,198,0,1,2,1,1.0,1.0,1.0,571.0,1,1825,5.0,5.0,5.0,5.0,5.0,5.0,0,1
185,199,199,1,1,1,4,1.0,1.0,1.0,381.0,1,365,8.0,6.0,10.0,10.0,8.0,8.0,0,5
186,200,200,1,1,2,2,1.0,1.0,1.0,238.0,7,30,10.0,8.0,9.0,9.0,10.0,10.0,1,3
187,201,201,1,5,2,2,1.0,1.0,2.0,124.0,7,1125,10.0,10.0,9.0,10.0,9.0,9.0,0,11
189,203,203,0,4,2,1,1.0,1.0,1.0,381.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
191,206,206,0,4,2,2,1.0,1.0,1.0,385.0,7,14,10.0,10.0,9.0,10.0,9.0,10.0,1,3
193,208,208,1,3,3,3,2.0,2.0,2.0,381.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
194,209,209,1,3,3,4,2.0,3.0,3.0,381.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
195,210,210,0,11,2,1,1.0,1.0,1.0,611.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
196,211,211,0,3,2,2,1.0,1.0,1.0,517.0,1,180,5.0,5.0,5.0,5.0,5.0,5.0,1,1
197,212,212,0,2,1,3,2.0,2.0,2.0,360.0,3,300,9.0,10.0,10.0,10.0,10.0,10.0,1,1
198,213,213,0,1,1,3,1.0,1.0,1.0,797.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
199,214,214,1,1,1,7,2.0,2.0,4.0,666.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
200,216,216,0,1,2,1,1.0,1.0,1.0,276.0,360,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
201,217,217,0,3,1,2,1.0,1.0,1.0,171.0,1,1125,8.0,9.0,9.0,9.0,9.0,8.0,1,21
203,219,219,0,1,4,1,1.0,1.0,1.0,476.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
204,220,220,0,3,2,1,1.0,1.0,1.0,241.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
205,221,221,1,2,1,3,1.0,1.0,1.0,684.0,3,365,9.0,9.0,10.0,9.0,10.0,9.0,0,5
206,222,222,0,1,2,2,1.0,1.0,1.0,476.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
208,224,224,1,1,1,4,1.0,2.0,3.0,457.0,3,30,10.0,9.0,10.0,10.0,10.0,10.0,0,3
209,225,225,1,1,1,5,2.0,2.0,2.0,904.0,2,180,10.0,10.0,10.0,9.0,10.0,9.0,1,11
210,226,226,1,1,1,3,1.0,1.0,0.0,571.0,2,180,10.0,10.0,10.0,10.0,10.0,9.0,0,11
212,228,228,1,1,1,3,1.0,1.0,1.0,571.0,2,150,10.0,10.0,10.0,9.0,10.0,9.0,0,11
213,229,229,1,1,1,3,1.0,1.0,1.0,571.0,2,150,10.0,10.0,10.0,10.0,10.0,10.0,0,11
215,231,231,0,3,1,2,1.0,1.0,2.0,270.0,2,1125,9.0,9.0,9.0,10.0,9.0,9.0,1,8
216,232,232,0,3,1,6,2.0,2.0,3.0,329.0,2,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,8
217,234,234,0,3,2,2,1.0,1.0,1.0,163.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
219,236,236,0,3,1,4,1.0,1.0,2.0,337.0,2,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,8
220,237,237,0,3,1,2,1.0,1.0,1.0,261.0,2,1125,9.0,9.0,10.0,9.0,9.0,9.0,1,8
222,239,239,1,5,2,2,1.0,1.0,1.0,114.0,7,1000,10.0,10.0,10.0,10.0,10.0,10.0,0,11
223,240,240,0,5,1,4,2.5,2.0,2.0,495.0,2,200,10.0,10.0,10.0,10.0,10.0,10.0,0,1
224,241,241,0,2,2,2,2.0,1.0,2.0,952.0,1,1825,5.0,5.0,5.0,5.0,5.0,5.0,0,1
225,242,242,0,11,2,1,1.0,1.0,1.0,687.0,180,1825,5.0,5.0,5.0,5.0,5.0,5.0,1,1
226,243,243,1,18,1,3,1.0,1.0,2.0,578.0,5,365,10.0,10.0,10.0,10.0,9.0,10.0,0,2
227,244,244,0,1,2,1,1.0,1.0,1.0,517.0,5,365,10.0,10.0,8.0,10.0,10.0,10.0,0,1
228,245,245,1,3,1,2,2.0,1.0,2.0,419.0,14,1125,9.0,10.0,10.0,10.0,9.0,9.0,1,4
229,246,246,1,3,1,2,1.0,1.0,1.0,367.0,14,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,4
231,248,248,0,2,2,1,1.0,1.0,1.0,95.0,3,150,9.0,9.0,10.0,10.0,9.0,10.0,0,1
232,249,249,0,1,1,4,1.0,1.0,2.0,500.0,3,364,8.0,9.0,8.0,9.0,10.0,8.0,1,3
233,250,250,0,5,2,2,1.0,1.0,1.0,298.0,1,1125,9.0,8.0,10.0,10.0,9.0,9.0,0,3
234,251,251,0,2,1,2,1.0,1.0,1.0,209.0,180,1125,8.0,9.0,10.0,10.0,10.0,10.0,0,2
235,252,252,1,2,1,2,1.0,1.0,1.0,273.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,2
236,253,253,1,1,1,3,1.0,1.0,2.0,239.0,2,180,10.0,9.0,10.0,10.0,10.0,9.0,1,5
237,254,254,0,1,1,3,1.0,2.0,2.0,607.0,2,1125,10.0,10.0,10.0,10.0,9.0,9.0,1,2
238,255,255,0,23,2,4,2.0,2.0,2.0,204.0,1,1125,9.0,9.0,10.0,10.0,9.0,9.0,0,8
239,257,257,0,5,2,2,3.0,1.0,2.0,333.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
240,258,258,0,24,1,3,1.0,1.0,1.0,448.0,1,1125,10.0,10.0,10.0,10.0,9.0,9.0,0,1
242,260,260,0,32,2,2,2.0,1.0,1.0,578.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
243,261,261,0,20,1,6,1.0,2.0,6.0,645.0,7,1125,10.0,9.0,8.0,9.0,8.0,9.0,0,6
244,262,262,0,20,1,5,2.0,2.0,5.0,472.0,7,1125,8.0,10.0,9.0,10.0,8.0,9.0,0,6
245,263,263,0,21,4,1,1.0,1.0,1.0,674.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
247,265,265,0,11,2,2,1.0,1.0,0.0,815.0,6,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
248,266,266,0,2,1,2,1.0,1.0,1.0,761.0,6,60,5.0,5.0,5.0,5.0,5.0,5.0,0,1
249,267,267,0,33,1,3,1.0,1.0,1.0,481.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
250,268,268,0,1,1,2,1.0,1.0,1.0,207.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,13
251,269,269,0,3,2,1,1.0,1.0,1.0,190.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
252,270,270,0,5,2,2,1.0,1.0,1.0,333.0,1,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
253,272,272,0,1,1,4,1.0,2.0,1.0,952.0,3,30,10.0,10.0,9.0,9.0,9.0,10.0,1,1
254,273,273,0,5,2,2,1.0,1.0,1.0,289.0,1,21,5.0,5.0,5.0,5.0,5.0,5.0,0,1
256,275,275,0,28,2,1,1.0,1.0,1.0,337.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
257,276,276,0,5,2,2,1.0,1.0,1.0,619.0,3,14,10.0,10.0,10.0,10.0,10.0,10.0,1,1
258,277,277,0,3,2,1,1.0,1.0,1.0,121.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
259,278,278,0,4,2,1,1.0,1.0,1.0,241.0,7,7,10.0,10.0,9.0,10.0,9.0,9.0,0,3
260,279,279,0,2,2,2,2.0,1.0,1.0,337.0,1,7,5.0,5.0,5.0,5.0,5.0,5.0,0,4
261,280,280,0,4,2,2,1.0,1.0,1.0,143.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
