host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,price
within an hour,100.0,100.0,0.0,18.0,18.0,1.0,1.0,3,1,5,1,2.0,3.0,2,1125,1,50,19,1,93.0,10.0,9.0,9.0,10.0,9.0,9.0,1,17,0.81,238.0
within an hour,100.0,100.0,0.0,18.0,18.0,1.0,1.0,3,1,5,1,2.0,3.0,2,1125,1,83,7,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,17,1.31,287.0
within an hour,100.0,100.0,0.0,18.0,18.0,1.0,1.0,3,1,5,1,2.0,3.0,2,1125,1,78,18,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,17,1.28,273.0
within an hour,100.0,100.0,0.0,18.0,18.0,1.0,1.0,3,1,2,1,1.0,2.0,2,1125,1,38,6,0,92.0,9.0,10.0,10.0,10.0,9.0,10.0,0,17,0.62,96.0
within an hour,100.0,100.0,0.0,18.0,18.0,1.0,1.0,3,1,2,1,1.0,2.0,2,1125,1,53,12,0,92.0,9.0,9.0,10.0,9.0,9.0,9.0,0,17,0.87,92.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,1.0,1,1,5,1,2.0,2.0,3,90,1,116,24,2,94.0,9.0,9.0,9.0,9.0,10.0,9.0,1,1,2.04,394.0
within an hour,67.0,67.0,0.0,1.0,1.0,1.0,1.0,3,2,4,1,1.0,3.0,1,1125,1,3,3,0,87.0,9.0,9.0,9.0,9.0,10.0,10.0,1,2,0.3,238.0
,,,0.0,2.0,2.0,1.0,0.0,2,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,2,,299.0
within an hour,100.0,80.0,0.0,6.0,6.0,1.0,0.0,3,1,4,1,,1.0,1,1125,1,2,0,0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1,6,0.03,523.0
within an hour,100.0,100.0,1.0,32.0,32.0,1.0,1.0,1,1,5,1,2.0,3.0,2,999,1,68,16,3,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,38,1.1,190.0
within an hour,100.0,80.0,0.0,6.0,6.0,1.0,0.0,3,1,4,1,1.0,0.0,1,1125,1,23,0,0,92.0,9.0,9.0,9.0,10.0,10.0,10.0,0,6,0.35,680.0
within an hour,100.0,80.0,0.0,6.0,6.0,1.0,0.0,3,1,4,1,1.0,1.0,1,1125,1,36,3,0,88.0,8.0,9.0,9.0,9.0,9.0,9.0,0,6,0.55,666.0
within an hour,100.0,80.0,0.0,6.0,6.0,1.0,0.0,3,1,4,1,1.0,0.0,1,1125,1,4,0,0,85.0,10.0,8.0,9.0,10.0,10.0,9.0,0,6,0.06,707.0
within an hour,100.0,40.0,0.0,5.0,5.0,1.0,1.0,1,2,2,1,1.0,2.0,1,1125,1,3,0,0,73.0,8.0,10.0,10.0,10.0,6.0,7.0,1,5,0.05,381.0
within an hour,100.0,40.0,0.0,5.0,5.0,1.0,1.0,1,2,3,1,1.0,2.0,1,30,1,12,1,0,85.0,8.0,8.0,8.0,9.0,9.0,8.0,1,5,0.19,381.0
within an hour,100.0,88.0,0.0,1.0,1.0,1.0,1.0,1,1,4,1,1.0,2.0,2,1125,1,3,3,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,1.48,181.0
within an hour,100.0,100.0,0.0,11.0,11.0,1.0,1.0,1,1,4,1,1.0,1.0,2,1125,1,45,1,0,88.0,9.0,8.0,9.0,10.0,10.0,9.0,1,13,0.68,485.0
,,,0.0,1.0,1.0,1.0,0.0,2,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,276.0
within a few hours,90.0,100.0,0.0,2.0,2.0,1.0,1.0,12,2,4,1,1.0,2.0,1,1125,1,8,0,0,100.0,10.0,9.0,10.0,10.0,9.0,10.0,1,1,0.15,112.0
,,,0.0,3.0,3.0,1.0,1.0,3,3,3,1,3.0,3.0,1,1125,1,1,0,0,80.0,10.0,10.0,8.0,10.0,10.0,8.0,0,2,0.02,381.0
within a few hours,100.0,74.0,0.0,13.0,13.0,1.0,1.0,3,2,4,1,1.0,3.0,1,1125,1,20,0,0,88.0,9.0,10.0,10.0,10.0,10.0,9.0,0,11,0.31,942.0
,,,0.0,2.0,2.0,1.0,0.0,1,1,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,2,,241.0
,,,0.0,2.0,2.0,1.0,0.0,1,1,4,1,1.0,2.0,2,999,1,0,0,0,,,,,,,,0,1,,466.0
,,,0.0,1.0,1.0,1.0,0.0,3,1,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,724.0
,,,0.0,1.0,1.0,1.0,0.0,3,1,9,1,4.0,4.0,5,30,1,0,0,0,,,,,,,,1,1,,966.0
within an hour,100.0,100.0,1.0,3.0,3.0,1.0,1.0,5,1,2,1,,1.0,3,1124,1,44,12,1,95.0,9.0,9.0,10.0,10.0,10.0,9.0,1,3,0.73,306.0
within an hour,100.0,100.0,1.0,15.0,15.0,1.0,1.0,1,1,2,1,1.0,1.0,2,180,1,188,16,4,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1,11,2.97,265.0
within a few hours,100.0,74.0,0.0,13.0,13.0,1.0,1.0,3,2,3,1,1.0,3.0,1,1125,1,2,0,0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0,11,0.03,752.0
,,,,,,,,3,1,3,1,,2.0,1,1125,1,162,21,2,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1,8,2.61,247.0
within an hour,100.0,,0.0,7.0,7.0,1.0,0.0,2,1,3,1,1.0,3.0,3,1125,1,6,0,0,80.0,7.0,10.0,9.0,9.0,8.0,8.0,1,7,0.09,604.0
within an hour,100.0,100.0,0.0,10.0,10.0,1.0,1.0,1,1,2,1,1.0,0.0,1,1125,1,42,11,2,81.0,9.0,8.0,10.0,10.0,10.0,8.0,0,11,0.64,196.0
,,,0.0,5.0,5.0,1.0,1.0,3,3,3,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,6,,476.0
within a day,100.0,50.0,0.0,6.0,6.0,1.0,0.0,1,2,5,1,1.0,5.0,1,1125,1,0,0,0,,,,,,,,0,8,,619.0
within a day,100.0,50.0,0.0,6.0,6.0,1.0,0.0,1,2,3,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,8,,371.0
within an hour,100.0,100.0,0.0,10.0,10.0,1.0,1.0,1,1,3,1,1.0,2.0,1,1125,1,25,1,1,83.0,8.0,8.0,9.0,9.0,10.0,8.0,0,11,0.42,168.0
within an hour,100.0,100.0,0.0,10.0,10.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,24,6,3,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,11,0.4,181.0
within an hour,100.0,100.0,0.0,10.0,10.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,52,6,1,86.0,9.0,8.0,10.0,10.0,9.0,9.0,0,11,0.88,176.0
within a day,100.0,0.0,0.0,7.0,7.0,1.0,1.0,3,1,4,1,1.0,2.0,1,1125,1,3,0,0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,7,0.05,742.0
within a few hours,100.0,0.0,0.0,1.0,1.0,1.0,1.0,23,1,6,2,3.0,5.0,15,1125,1,5,0,0,80.0,8.0,8.0,10.0,10.0,10.0,10.0,0,1,0.18,443.0
within an hour,100.0,100.0,1.0,3.0,3.0,1.0,1.0,5,1,4,1,1.0,2.0,3,1125,1,28,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,0.45,333.0
a few days or more,0.0,,0.0,2.0,2.0,1.0,0.0,2,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,2,,285.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,0.0,2,2,1,1,1.0,1.0,2,1125,1,0,0,0,,,,,,,,0,1,,150.0
within an hour,100.0,59.0,1.0,2.0,2.0,1.0,1.0,4,2,1,1,1.0,1.0,1,1125,1,1,0,0,,,,,,,,0,2,0.02,209.0
within a day,100.0,0.0,0.0,1.0,1.0,1.0,0.0,4,1,4,1,2.0,2.0,1,10,1,2,0,0,100.0,9.0,9.0,10.0,10.0,10.0,10.0,0,1,0.1,448.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,1,1,4,1,2.0,2.0,5,365,1,132,15,2,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,9,2.05,250.0
a few days or more,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,2,1,1,1.0,1.0,4,1125,1,1,0,0,80.0,10.0,10.0,10.0,10.0,8.0,8.0,0,3,0.02,133.0
,,,0.0,1.0,1.0,1.0,0.0,3,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,333.0
,,,0.0,1.0,1.0,1.0,0.0,5,2,1,1,1.0,1.0,1,1125,1,1,0,0,,,,,,,,1,1,0.02,193.0
a few days or more,33.0,,0.0,1.0,1.0,1.0,1.0,4,2,2,1,1.0,1.0,3,365,1,3,0,0,90.0,9.0,8.0,10.0,10.0,9.0,10.0,0,1,0.05,80.0
,,,0.0,1.0,1.0,1.0,0.0,5,1,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,724.0
within a few hours,100.0,54.0,0.0,5.0,5.0,1.0,1.0,4,2,1,0,1.0,0.0,10,1125,1,2,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,0.03,99.0
,,,0.0,1.0,1.0,1.0,1.0,1,2,2,1,1.0,1.0,1,1125,1,2,0,0,,,,,,,,0,1,0.03,285.0
within an hour,100.0,100.0,1.0,1.0,1.0,1.0,1.0,5,2,2,1,1.0,1.0,2,45,1,74,18,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1.15,133.0
a few days or more,0.0,,0.0,2.0,2.0,1.0,1.0,2,2,2,2,1.0,2.0,1,1125,1,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,0.02,475.0
,,,0.0,1.0,1.0,1.0,1.0,1,2,2,1,1.0,1.0,1,1125,1,1,0,0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,0.03,238.0
within a day,100.0,,0.0,1.0,1.0,1.0,0.0,11,1,5,2.5,3.0,3.0,4,90,1,0,0,0,,,,,,,,0,1,,1650.0
within an hour,100.0,40.0,0.0,5.0,5.0,1.0,1.0,1,2,3,1,1.0,2.0,1,30,1,2,0,0,80.0,8.0,10.0,10.0,10.0,10.0,8.0,0,5,0.03,457.0
within an hour,100.0,40.0,0.0,5.0,5.0,1.0,1.0,1,2,3,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,5,,457.0
within a day,100.0,,0.0,1.0,1.0,1.0,0.0,4,2,2,1,1.0,1.0,1,365,1,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.02,86.0
within an hour,67.0,80.0,1.0,1.0,1.0,1.0,1.0,1,1,4,1,2.0,2.0,3,1125,1,61,7,0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.94,1000.0
within an hour,80.0,99.0,1.0,2.0,2.0,1.0,1.0,1,1,3,1,2.0,4.0,1,5,1,340,31,3,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,5.26,352.0
,,,0.0,1.0,1.0,1.0,0.0,2,1,8,2,2.0,7.0,1,1125,1,1,0,0,,,,,,,,1,1,0.05,1903.0
,,0.0,0.0,2.0,2.0,1.0,0.0,1,2,2,1,1.0,1.0,2,1125,1,0,0,0,,,,,,,,1,2,,942.0
,,0.0,0.0,2.0,2.0,1.0,0.0,1,2,2,0,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,2,,314.0
,,,0.0,1.0,1.0,1.0,0.0,1,1,4,1,2.0,3.0,1,1125,1,0,0,0,,,,,,,,0,1,,942.0
within an hour,96.0,100.0,0.0,9.0,9.0,1.0,1.0,3,3,2,1,1.0,1.0,1,1125,1,123,9,2,89.0,9.0,9.0,9.0,9.0,10.0,9.0,1,15,2.08,162.0
,,,0.0,3.0,3.0,1.0,1.0,3,1,5,1,1.0,4.0,1,1125,1,2,0,0,80.0,8.0,6.0,10.0,10.0,10.0,8.0,1,3,0.08,761.0
within a few hours,100.0,44.0,0.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,2,10,1,2,1,1,60.0,7.0,5.0,10.0,9.0,10.0,7.0,0,1,0.16,220.0
within an hour,96.0,100.0,0.0,9.0,9.0,1.0,1.0,3,3,3,1,1.0,2.0,1,1125,1,1,0,0,60.0,4.0,6.0,8.0,8.0,8.0,6.0,1,15,0.04,381.0
within an hour,96.0,100.0,0.0,9.0,9.0,1.0,1.0,3,3,2,1,1.0,2.0,1,1125,1,57,5,1,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1,15,1.06,162.0
within an hour,96.0,100.0,0.0,9.0,9.0,1.0,1.0,3,3,2,1,1.0,1.0,1,1125,1,3,0,0,60.0,7.0,8.0,7.0,7.0,7.0,7.0,1,15,0.13,163.0
within an hour,100.0,100.0,1.0,5.0,5.0,1.0,1.0,3,1,4,1,1.0,2.0,3,1125,1,48,6,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,5,0.92,782.0
within an hour,100.0,100.0,1.0,5.0,5.0,1.0,1.0,3,1,4,1,1.0,2.0,3,365,1,55,11,2,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,5,0.91,714.0
,,,0.0,1.0,1.0,1.0,0.0,4,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,119.0
a few days or more,0.0,,0.0,2.0,2.0,1.0,0.0,4,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,70.0
within an hour,100.0,100.0,1.0,5.0,5.0,1.0,1.0,3,1,6,1,2.0,4.0,3,1125,1,59,2,0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,5,0.91,931.0
within an hour,100.0,40.0,0.0,5.0,5.0,1.0,1.0,1,2,2,1,1.0,1.0,1,1125,1,19,0,0,88.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5,0.29,466.0
,,,0.0,2.0,2.0,1.0,0.0,2,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,2,,99.0
within an hour,100.0,94.0,1.0,7.0,7.0,1.0,1.0,2,2,2,2,1.0,1.0,1,1125,1,18,0,0,92.0,10.0,10.0,10.0,10.0,9.0,10.0,0,7,0.28,428.0
within an hour,94.0,100.0,0.0,8.0,8.0,1.0,1.0,3,1,4,2,1.0,2.0,4,360,1,36,2,1,89.0,9.0,9.0,10.0,9.0,9.0,9.0,1,7,0.57,167.0
within an hour,100.0,100.0,1.0,5.0,5.0,1.0,1.0,3,1,6,1,2.0,4.0,3,1125,1,42,4,1,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,5,0.79,1037.0
,,,,,,,,3,1,5,1,1.0,2.0,1,366,1,206,20,1,95.0,9.0,10.0,10.0,10.0,9.0,10.0,1,8,3.15,363.0
,,,0.0,1.0,1.0,1.0,0.0,3,2,12,5,1.0,12.0,1,1125,1,0,0,0,,,,,,,,0,1,,3072.0
within an hour,100.0,98.0,1.0,10.0,10.0,1.0,1.0,3,3,2,1,1.0,0.0,1,1125,1,33,2,0,88.0,9.0,9.0,9.0,9.0,10.0,9.0,1,10,0.53,264.0
within an hour,100.0,100.0,1.0,5.0,5.0,1.0,1.0,3,1,6,1,2.0,4.0,3,36,1,44,4,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,5,0.72,1078.0
,,,0.0,3.0,3.0,1.0,1.0,3,2,2,1,1.0,1.0,2,1125,1,3,0,0,87.0,9.0,9.0,9.0,9.0,10.0,9.0,1,2,0.05,333.0
within a few hours,100.0,,0.0,1.0,1.0,1.0,0.0,2,1,3,2,1.0,1.0,5,1125,1,0,0,0,,,,,,,,0,1,,2076.0
within a day,100.0,0.0,0.0,1.0,1.0,1.0,1.0,4,1,5,1,2.0,3.0,3,1125,1,0,0,0,,,,,,,,0,1,,523.0
within an hour,100.0,87.0,1.0,2.0,2.0,1.0,1.0,4,2,3,1,1.0,1.0,1,30,1,121,25,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1.88,209.0
within a day,67.0,0.0,0.0,1.0,1.0,1.0,1.0,2,1,1,1,1.0,1.0,2,1125,1,0,0,0,,,,,,,,0,1,,190.0
,,,0.0,2.0,2.0,1.0,1.0,1,2,2,1,1.0,1.0,2,15,1,15,0,0,95.0,9.0,10.0,9.0,10.0,10.0,10.0,0,2,0.23,241.0
within an hour,97.0,70.0,0.0,1.0,1.0,1.0,1.0,2,2,1,1,1.0,1.0,2,400,1,0,0,0,,,,,,,,0,12,,145.0
a few days or more,20.0,100.0,0.0,1.0,1.0,1.0,1.0,8,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,5,,381.0
,,0.0,0.0,2.0,2.0,1.0,1.0,2,2,2,1,1.0,2.0,1,7,1,0,0,0,,,,,,,,0,1,,285.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,5,1,1,1,3.0,0.0,3,30,1,0,0,0,,,,,,,,1,4,,250.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,5,2,4,0,,0.0,1,1125,1,0,0,0,,,,,,,,1,4,,481.0
within an hour,100.0,84.0,1.0,11.0,11.0,1.0,1.0,5,2,2,1,1.0,1.0,7,1000,1,21,2,0,95.0,9.0,9.0,9.0,10.0,10.0,9.0,0,11,0.32,114.0
within an hour,100.0,84.0,1.0,11.0,11.0,1.0,1.0,5,2,1,1,1.0,1.0,7,1125,1,10,2,0,91.0,9.0,9.0,10.0,9.0,10.0,9.0,0,11,0.2,95.0
within an hour,100.0,84.0,1.0,11.0,11.0,1.0,1.0,5,2,1,1,1.0,1.0,90,1125,1,20,3,0,92.0,9.0,9.0,9.0,10.0,10.0,9.0,0,11,0.31,105.0
within an hour,100.0,84.0,1.0,11.0,11.0,1.0,1.0,5,1,4,1,3.0,3.0,120,1125,1,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,11,0.06,523.0
within an hour,94.0,100.0,0.0,8.0,8.0,1.0,1.0,3,1,4,1,1.0,3.0,4,1125,1,16,0,0,81.0,8.0,8.0,9.0,9.0,9.0,9.0,1,7,0.26,167.0
a few days or more,0.0,0.0,0.0,2.0,2.0,1.0,0.0,15,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,2,,100.0
,,,0.0,1.0,1.0,1.0,0.0,35,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,210.0
within an hour,100.0,98.0,1.0,10.0,10.0,1.0,1.0,3,3,6,1,1.0,6.0,1,1125,1,18,0,0,84.0,9.0,8.0,10.0,9.0,10.0,9.0,1,10,0.29,118.0
,,,0.0,1.0,1.0,1.0,0.0,1,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,200.0
within an hour,100.0,100.0,0.0,14.0,14.0,1.0,1.0,3,1,4,1,1.0,2.0,1,365,1,333,32,2,96.0,9.0,10.0,10.0,10.0,9.0,10.0,1,15,5.1,203.0
within an hour,100.0,100.0,0.0,14.0,14.0,1.0,1.0,3,1,4,1,1.0,2.0,1,365,1,206,23,3,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,15,3.21,421.0
within an hour,100.0,100.0,0.0,14.0,14.0,1.0,1.0,3,1,4,1,1.0,2.0,1,365,1,165,21,3,95.0,9.0,9.0,9.0,10.0,9.0,9.0,1,15,2.57,178.0
,,,0.0,1.0,1.0,1.0,0.0,3,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,190.0
,,,0.0,1.0,1.0,1.0,1.0,2,1,5,2,2.0,2.0,1,1125,1,2,0,0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,1,0.03,6000.0
within an hour,100.0,97.0,1.0,11.0,11.0,1.0,1.0,1,1,3,1,1.0,3.0,2,1125,1,15,3,1,91.0,9.0,10.0,9.0,9.0,8.0,9.0,1,11,0.23,381.0
,,,0.0,1.0,1.0,1.0,0.0,2,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,200.0
within an hour,100.0,100.0,0.0,14.0,14.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,274,42,4,96.0,9.0,10.0,10.0,10.0,10.0,10.0,1,13,4.31,282.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,1.0,5,1,2,1,1.0,1.0,1,1125,1,4,0,0,95.0,10.0,8.0,9.0,10.0,10.0,9.0,0,1,0.06,3220.0
,,0.0,0.0,1.0,1.0,1.0,1.0,18,2,2,1,1.0,1.0,1,1125,1,1,0,0,,,,,,,,1,1,0.04,100.0
within a day,67.0,,0.0,2.0,2.0,1.0,1.0,4,2,2,1,1.0,1.0,2,90,1,9,0,0,93.0,9.0,10.0,10.0,9.0,8.0,10.0,0,2,0.14,99.0
within a day,50.0,,0.0,1.0,1.0,1.0,1.0,4,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,200.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,1.0,2,1,6,2,2.0,0.0,1,1125,1,88,1,0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,3,1.34,241.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,2,1,1.0,1.0,2,1125,1,1,0,0,100.0,10.0,10.0,10.0,8.0,10.0,10.0,1,6,0.02,182.0
,,,0.0,2.0,2.0,1.0,0.0,5,1,2,2,,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,1610.0
,,,0.0,1.0,1.0,1.0,1.0,2,2,1,1,1.0,0.0,2,1125,1,29,0,0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,0.45,476.0
within a day,50.0,60.0,0.0,1.0,1.0,1.0,1.0,1,1,4,1,2.0,2.0,3,70,1,20,3,0,88.0,9.0,8.0,10.0,9.0,10.0,9.0,0,1,0.31,490.0
,,,0.0,1.0,1.0,1.0,0.0,12,4,1,1,1.0,1.0,1,1125,1,1,0,0,,,,,,,,1,1,0.03,71.0
,,,0.0,1.0,1.0,1.0,1.0,4,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,305.0
,,,0.0,1.0,1.0,1.0,0.0,3,1,3,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,0,1,,381.0
,,,0.0,3.0,3.0,1.0,0.0,4,2,3,1,1.0,2.0,65,95,1,0,0,0,,,,,,,,0,2,,225.0
,,100.0,0.0,1.0,1.0,1.0,0.0,1,1,2,1,1.0,0.0,1,1125,1,0,0,0,,,,,,,,0,3,,585.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,1.0,5,2,2,2,1.0,1.0,2,1125,1,2,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.03,385.0
within an hour,100.0,100.0,1.0,3.0,3.0,1.0,1.0,5,1,4,1,1.0,2.0,3,1125,1,89,14,1,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,3,1.38,353.0
within an hour,100.0,98.0,1.0,10.0,10.0,1.0,1.0,3,3,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,10,,359.0
,,100.0,0.0,2.0,2.0,1.0,1.0,1,2,2,1,1.0,1.0,2,365,1,64,1,0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1,2,0.98,181.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,1.0,2,1,3,1,1.0,2.0,5,365,1,13,3,2,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2,0.21,143.0
within an hour,100.0,,0.0,1.0,1.0,1.0,0.0,9,2,2,1,1.0,1.0,2,30,1,0,0,0,,,,,,,,0,1,,95.0
,,,0.0,2.0,2.0,1.0,1.0,1,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,2,,322.0
,,,0.0,2.0,2.0,1.0,1.0,1,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,2,,523.0
within an hour,100.0,99.0,1.0,9.0,9.0,1.0,1.0,1,1,7,1,3.0,4.0,3,1125,1,217,30,1,93.0,10.0,10.0,10.0,10.0,10.0,10.0,1,8,3.36,285.0
,,,0.0,1.0,1.0,1.0,0.0,20,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,722.0
,,,0.0,5.0,5.0,1.0,0.0,3,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,4,,775.0
within an hour,100.0,,0.0,2.0,2.0,1.0,1.0,6,2,2,1,1.0,1.0,3,90,1,12,0,0,96.0,10.0,10.0,9.0,10.0,10.0,10.0,0,2,0.23,201.0
,,,0.0,5.0,5.0,1.0,0.0,3,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,4,,775.0
,,,0.0,5.0,5.0,1.0,0.0,3,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,4,,680.0
,,,0.0,1.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,8049.0
within an hour,90.0,75.0,0.0,3.0,3.0,1.0,1.0,1,1,4,1,1.0,1.0,3,1125,1,10,0,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,3,0.16,942.0
within an hour,90.0,75.0,0.0,3.0,3.0,1.0,1.0,1,1,4,1,1.0,2.0,3,1125,1,25,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3,0.39,952.0
within a few hours,100.0,,0.0,2.0,2.0,1.0,1.0,1,2,1,1,1.0,0.0,3,1125,1,2,0,0,80.0,10.0,10.0,6.0,10.0,10.0,10.0,0,1,0.03,80.0
within an hour,100.0,,0.0,3.0,3.0,1.0,1.0,2,1,4,2,2.0,0.0,1,1125,1,6,0,0,87.0,9.0,9.0,9.0,10.0,9.0,9.0,0,2,0.1,543.0
,,100.0,0.0,2.0,2.0,1.0,1.0,1,2,1,1,1.0,1.0,2,365,1,65,1,0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,2,1.01,144.0
,,,0.0,1.0,1.0,1.0,1.0,5,2,1,1,1.0,1.0,1,5,1,0,0,0,,,,,,,,0,1,,157.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,1,1,4,1,1.0,1.0,1,30,1,84,2,0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,1,1.32,381.0
,,,0.0,5.0,5.0,1.0,0.0,3,2,2,1,1.0,1.0,1,1125,1,2,0,0,90.0,9.0,10.0,10.0,10.0,10.0,9.0,1,4,0.03,585.0
within a few hours,100.0,,0.0,1.0,1.0,1.0,0.0,6,4,2,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,0,1,,70.0
,,,0.0,1.0,1.0,1.0,1.0,2,1,3,1,2.0,3.0,5,1125,1,17,0,0,92.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,0.27,666.0
,,,0.0,2.0,2.0,1.0,0.0,1,2,2,1,,1.0,3,999,1,0,0,0,,,,,,,,1,2,,571.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,0.0,3,1,7,1,2.0,7.0,2,1125,1,0,0,0,,,,,,,,1,8,,931.0
a few days or more,0.0,,0.0,5.0,5.0,1.0,0.0,1,2,5,3,1.0,5.0,1,1125,1,1,0,0,,,,,,,,1,5,0.04,450.0
